,date,forecast_latitude,forecast_longitude,temperature_2m_max,temperature_2m_min,precipitation_sum,rain_sum,precipitation_hours,station_id,station_name,station_latitude,station_longitude
34,2021-12-17 21:00:00+00:00,2.355008602142334,42.30215835571289,37.351997,24.252,3.5,3.5,5.0,17,Bardheere,2.35,42.2833
35,2021-12-18 21:00:00+00:00,2.355008602142334,42.30215835571289,35.401997,25.202,0.1,0.1,1.0,17,Bardheere,2.35,42.2833
36,2021-12-19 21:00:00+00:00,2.355008602142334,42.30215835571289,34.802,24.552,6.3999996,6.3999996,7.0,17,Bardheere,2.35,42.2833
37,2021-12-20 21:00:00+00:00,2.355008602142334,42.30215835571289,34.851997,23.952,0.0,0.0,0.0,17,Bardheere,2.35,42.2833
38,2021-12-21 21:00:00+00:00,2.355008602142334,42.30215835571289,35.351997,23.152,0.0,0.0,0.0,17,Bardheere,2.35,42.2833
39,2021-12-22 21:00:00+00:00,2.355008602142334,42.30215835571289,35.901997,22.752,0.1,0.1,1.0,17,Bardheere,2.35,42.2833
40,2021-12-23 21:00:00+00:00,2.355008602142334,42.30215835571289,35.002,24.252,0.3,0.3,2.0,17,Bardheere,2.35,42.2833
41,2021-12-24 21:00:00+00:00,2.355008602142334,42.30215835571289,36.002,24.002,0.0,0.0,0.0,17,Bardheere,2.35,42.2833
42,2021-12-25 21:00:00+00:00,2.355008602142334,42.30215835571289,36.651997,23.702,0.0,0.0,0.0,17,Bardheere,2.35,42.2833
43,2021-12-26 21:00:00+00:00,2.355008602142334,42.30215835571289,36.252,23.252,0.2,0.2,2.0,17,Bardheere,2.35,42.2833
44,2021-12-27 21:00:00+00:00,2.355008602142334,42.30215835571289,37.702,23.902,0.0,0.0,0.0,17,Bardheere,2.35,42.2833
45,2021-12-28 21:00:00+00:00,2.355008602142334,42.30215835571289,37.851997,22.652,0.0,0.0,0.0,17,Bardheere,2.35,42.2833
46,2021-12-29 21:00:00+00:00,2.355008602142334,42.30215835571289,38.351997,23.252,0.0,0.0,0.0,17,Bardheere,2.35,42.2833
47,2021-12-30 21:00:00+00:00,2.355008602142334,42.30215835571289,38.052,23.452,0.0,0.0,0.0,17,Bardheere,2.35,42.2833
48,2021-12-31 21:00:00+00:00,2.355008602142334,42.30215835571289,38.601997,23.752,0.0,0.0,0.0,17,Bardheere,2.35,42.2833
49,2022-01-01 21:00:00+00:00,2.355008602142334,42.30215835571289,37.252,22.952,0.0,0.0,0.0,17,Bardheere,2.35,42.2833
50,2022-01-02 21:00:00+00:00,2.355008602142334,42.30215835571289,37.351997,23.902,0.0,0.0,0.0,17,Bardheere,2.35,42.2833
51,2022-01-03 21:00:00+00:00,2.355008602142334,42.30215835571289,38.202,24.802,0.0,0.0,0.0,17,Bardheere,2.35,42.2833
52,2022-01-04 21:00:00+00:00,2.355008602142334,42.30215835571289,38.052,25.502,0.5,0.5,1.0,17,Bardheere,2.35,42.2833
53,2022-01-05 21:00:00+00:00,2.355008602142334,42.30215835571289,38.802,25.852,0.0,0.0,0.0,17,Bardheere,2.35,42.2833
54,2022-01-06 21:00:00+00:00,2.355008602142334,42.30215835571289,38.452,24.952,0.0,0.0,0.0,17,Bardheere,2.35,42.2833
55,2022-01-07 21:00:00+00:00,2.355008602142334,42.30215835571289,38.452,24.952,0.0,0.0,0.0,17,Bardheere,2.35,42.2833
56,2022-01-08 21:00:00+00:00,2.355008602142334,42.30215835571289,37.802,25.002,0.0,0.0,0.0,17,Bardheere,2.35,42.2833
57,2022-01-09 21:00:00+00:00,2.355008602142334,42.30215835571289,38.302,24.702,0.0,0.0,0.0,17,Bardheere,2.35,42.2833
58,2022-01-10 21:00:00+00:00,2.355008602142334,42.30215835571289,37.452,23.802,0.0,0.0,0.0,17,Bardheere,2.35,42.2833
59,2022-01-11 21:00:00+00:00,2.355008602142334,42.30215835571289,38.351997,23.752,0.0,0.0,0.0,17,Bardheere,2.35,42.2833
60,2022-01-12 21:00:00+00:00,2.355008602142334,42.30215835571289,38.502,23.452,0.0,0.0,0.0,17,Bardheere,2.35,42.2833
61,2022-01-13 21:00:00+00:00,2.355008602142334,42.30215835571289,38.401997,23.952,0.0,0.0,0.0,17,Bardheere,2.35,42.2833
62,2022-01-14 21:00:00+00:00,2.355008602142334,42.30215835571289,38.851997,24.052,0.0,0.0,0.0,17,Bardheere,2.35,42.2833
63,2022-01-15 21:00:00+00:00,2.355008602142334,42.30215835571289,37.601997,24.902,0.0,0.0,0.0,17,Bardheere,2.35,42.2833
64,2022-01-16 21:00:00+00:00,2.355008602142334,42.30215835571289,38.302,25.302,0.0,0.0,0.0,17,Bardheere,2.35,42.2833
65,2022-01-17 21:00:00+00:00,2.355008602142334,42.30215835571289,35.351997,25.502,0.0,0.0,0.0,17,Bardheere,2.35,42.2833
66,2022-01-18 21:00:00+00:00,2.355008602142334,42.30215835571289,37.101997,25.252,0.0,0.0,0.0,17,Bardheere,2.35,42.2833
67,2022-01-19 21:00:00+00:00,2.355008602142334,42.30215835571289,38.802,24.652,0.0,0.0,0.0,17,Bardheere,2.35,42.2833
68,2022-01-20 21:00:00+00:00,2.355008602142334,42.30215835571289,38.601997,25.052,0.0,0.0,0.0,17,Bardheere,2.35,42.2833
69,2022-01-21 21:00:00+00:00,2.355008602142334,42.30215835571289,37.452,23.952,0.0,0.0,0.0,17,Bardheere,2.35,42.2833
70,2022-01-22 21:00:00+00:00,2.355008602142334,42.30215835571289,38.901997,24.702,0.0,0.0,0.0,17,Bardheere,2.35,42.2833
71,2022-01-23 21:00:00+00:00,2.355008602142334,42.30215835571289,39.752,24.502,0.0,0.0,0.0,17,Bardheere,2.35,42.2833
72,2022-01-24 21:00:00+00:00,2.355008602142334,42.30215835571289,38.552,24.502,0.0,0.0,0.0,17,Bardheere,2.35,42.2833
73,2022-01-25 21:00:00+00:00,2.355008602142334,42.30215835571289,37.601997,23.802,0.0,0.0,0.0,17,Bardheere,2.35,42.2833
74,2022-01-26 21:00:00+00:00,2.355008602142334,42.30215835571289,37.901997,23.602,0.0,0.0,0.0,17,Bardheere,2.35,42.2833
75,2022-01-27 21:00:00+00:00,2.355008602142334,42.30215835571289,37.101997,23.352,0.0,0.0,0.0,17,Bardheere,2.35,42.2833
76,2022-01-28 21:00:00+00:00,2.355008602142334,42.30215835571289,38.151997,24.152,0.0,0.0,0.0,17,Bardheere,2.35,42.2833
77,2022-01-29 21:00:00+00:00,2.355008602142334,42.30215835571289,38.002,23.502,0.0,0.0,0.0,17,Bardheere,2.35,42.2833
78,2022-01-30 21:00:00+00:00,2.355008602142334,42.30215835571289,37.752,23.552,0.0,0.0,0.0,17,Bardheere,2.35,42.2833
79,2022-01-31 21:00:00+00:00,2.355008602142334,42.30215835571289,38.202,24.352,0.0,0.0,0.0,17,Bardheere,2.35,42.2833
80,2022-02-01 21:00:00+00:00,2.355008602142334,42.30215835571289,39.052,25.652,0.0,0.0,0.0,17,Bardheere,2.35,42.2833
81,2022-02-02 21:00:00+00:00,2.355008602142334,42.30215835571289,39.002,25.452,0.0,0.0,0.0,17,Bardheere,2.35,42.2833
82,2022-02-03 21:00:00+00:00,2.355008602142334,42.30215835571289,39.552,24.702,0.0,0.0,0.0,17,Bardheere,2.35,42.2833
83,2022-02-04 21:00:00+00:00,2.355008602142334,42.30215835571289,39.601997,24.402,0.0,0.0,0.0,17,Bardheere,2.35,42.2833
84,2022-02-05 21:00:00+00:00,2.355008602142334,42.30215835571289,38.401997,24.802,0.0,0.0,0.0,17,Bardheere,2.35,42.2833
85,2022-02-06 21:00:00+00:00,2.355008602142334,42.30215835571289,39.401997,24.052,0.0,0.0,0.0,17,Bardheere,2.35,42.2833
86,2022-02-07 21:00:00+00:00,2.355008602142334,42.30215835571289,39.202,24.002,0.0,0.0,0.0,17,Bardheere,2.35,42.2833
87,2022-02-08 21:00:00+00:00,2.355008602142334,42.30215835571289,39.851997,23.302,0.0,0.0,0.0,17,Bardheere,2.35,42.2833
88,2022-02-09 21:00:00+00:00,2.355008602142334,42.30215835571289,39.302,24.402,0.0,0.0,0.0,17,Bardheere,2.35,42.2833
89,2022-02-10 21:00:00+00:00,2.355008602142334,42.30215835571289,39.002,24.352,0.0,0.0,0.0,17,Bardheere,2.35,42.2833
90,2022-02-11 21:00:00+00:00,2.355008602142334,42.30215835571289,37.752,23.052,0.0,0.0,0.0,17,Bardheere,2.35,42.2833
91,2022-02-12 21:00:00+00:00,2.355008602142334,42.30215835571289,38.151997,24.002,0.0,0.0,0.0,17,Bardheere,2.35,42.2833
92,2022-02-13 21:00:00+00:00,2.355008602142334,42.30215835571289,38.851997,23.902,0.0,0.0,0.0,17,Bardheere,2.35,42.2833
93,2022-02-14 21:00:00+00:00,2.355008602142334,42.30215835571289,37.502,24.252,0.0,0.0,0.0,17,Bardheere,2.35,42.2833
94,2022-02-15 21:00:00+00:00,2.355008602142334,42.30215835571289,38.252,23.952,0.0,0.0,0.0,17,Bardheere,2.35,42.2833
95,2022-02-16 21:00:00+00:00,2.355008602142334,42.30215835571289,37.901997,24.402,0.0,0.0,0.0,17,Bardheere,2.35,42.2833
96,2022-02-17 21:00:00+00:00,2.355008602142334,42.30215835571289,37.651997,24.702,0.0,0.0,0.0,17,Bardheere,2.35,42.2833
97,2022-02-18 21:00:00+00:00,2.355008602142334,42.30215835571289,39.101997,25.602,0.0,0.0,0.0,17,Bardheere,2.35,42.2833
98,2022-02-19 21:00:00+00:00,2.355008602142334,42.30215835571289,39.052,25.152,0.0,0.0,0.0,17,Bardheere,2.35,42.2833
99,2022-02-20 21:00:00+00:00,2.355008602142334,42.30215835571289,39.252,25.102,0.0,0.0,0.0,17,Bardheere,2.35,42.2833
100,2022-02-21 21:00:00+00:00,2.355008602142334,42.30215835571289,40.101997,24.452,0.0,0.0,0.0,17,Bardheere,2.35,42.2833
101,2022-02-22 21:00:00+00:00,2.355008602142334,42.30215835571289,38.401997,26.152,0.0,0.0,0.0,17,Bardheere,2.35,42.2833
102,2022-02-23 21:00:00+00:00,2.355008602142334,42.30215835571289,38.452,26.202,0.0,0.0,0.0,17,Bardheere,2.35,42.2833
103,2022-02-24 21:00:00+00:00,2.355008602142334,42.30215835571289,39.052,25.152,0.0,0.0,0.0,17,Bardheere,2.35,42.2833
104,2022-02-25 21:00:00+00:00,2.355008602142334,42.30215835571289,38.452,25.602,0.0,0.0,0.0,17,Bardheere,2.35,42.2833
105,2022-02-26 21:00:00+00:00,2.355008602142334,42.30215835571289,39.351997,24.802,0.0,0.0,0.0,17,Bardheere,2.35,42.2833
106,2022-02-27 21:00:00+00:00,2.355008602142334,42.30215835571289,37.552,24.952,0.0,0.0,0.0,17,Bardheere,2.35,42.2833
107,2022-02-28 21:00:00+00:00,2.355008602142334,42.30215835571289,39.452,25.352,0.0,0.0,0.0,17,Bardheere,2.35,42.2833
108,2022-03-01 21:00:00+00:00,2.355008602142334,42.30215835571289,38.851997,24.402,0.0,0.0,0.0,17,Bardheere,2.35,42.2833
109,2022-03-02 21:00:00+00:00,2.355008602142334,42.30215835571289,40.101997,25.802,0.0,0.0,0.0,17,Bardheere,2.35,42.2833
110,2022-03-03 21:00:00+00:00,2.355008602142334,42.30215835571289,39.952,24.152,0.0,0.0,0.0,17,Bardheere,2.35,42.2833
111,2022-03-04 21:00:00+00:00,2.355008602142334,42.30215835571289,39.502,24.102,0.0,0.0,0.0,17,Bardheere,2.35,42.2833
112,2022-03-05 21:00:00+00:00,2.355008602142334,42.30215835571289,39.702,24.502,0.0,0.0,0.0,17,Bardheere,2.35,42.2833
113,2022-03-06 21:00:00+00:00,2.355008602142334,42.30215835571289,38.651997,24.702,0.0,0.0,0.0,17,Bardheere,2.35,42.2833
114,2022-03-07 21:00:00+00:00,2.355008602142334,42.30215835571289,37.601997,25.002,0.0,0.0,0.0,17,Bardheere,2.35,42.2833
115,2022-03-08 21:00:00+00:00,2.355008602142334,42.30215835571289,38.901997,25.052,0.0,0.0,0.0,17,Bardheere,2.35,42.2833
116,2022-03-09 21:00:00+00:00,2.355008602142334,42.30215835571289,39.702,24.952,0.0,0.0,0.0,17,Bardheere,2.35,42.2833
117,2022-03-10 21:00:00+00:00,2.355008602142334,42.30215835571289,39.851997,25.102,0.0,0.0,0.0,17,Bardheere,2.35,42.2833
118,2022-03-11 21:00:00+00:00,2.355008602142334,42.30215835571289,38.601997,24.902,0.0,0.0,0.0,17,Bardheere,2.35,42.2833
119,2022-03-12 21:00:00+00:00,2.355008602142334,42.30215835571289,39.302,24.952,0.0,0.0,0.0,17,Bardheere,2.35,42.2833
120,2022-03-13 21:00:00+00:00,2.355008602142334,42.30215835571289,39.901997,25.102,0.0,0.0,0.0,17,Bardheere,2.35,42.2833
121,2022-03-14 21:00:00+00:00,2.355008602142334,42.30215835571289,40.101997,25.852,0.0,0.0,0.0,17,Bardheere,2.35,42.2833
122,2022-03-15 21:00:00+00:00,2.355008602142334,42.30215835571289,39.752,25.352,0.0,0.0,0.0,17,Bardheere,2.35,42.2833
123,2022-03-16 21:00:00+00:00,2.355008602142334,42.30215835571289,40.151997,25.402,0.0,0.0,0.0,17,Bardheere,2.35,42.2833
124,2022-03-17 21:00:00+00:00,2.355008602142334,42.30215835571289,38.101997,25.602,0.0,0.0,0.0,17,Bardheere,2.35,42.2833
125,2022-03-18 21:00:00+00:00,2.355008602142334,42.30215835571289,39.252,25.452,0.0,0.0,0.0,17,Bardheere,2.35,42.2833
126,2022-03-19 21:00:00+00:00,2.355008602142334,42.30215835571289,39.802,25.402,0.0,0.0,0.0,17,Bardheere,2.35,42.2833
127,2022-03-20 21:00:00+00:00,2.355008602142334,42.30215835571289,38.601997,25.602,0.0,0.0,0.0,17,Bardheere,2.35,42.2833
128,2022-03-21 21:00:00+00:00,2.355008602142334,42.30215835571289,39.101997,25.202,0.0,0.0,0.0,17,Bardheere,2.35,42.2833
129,2022-03-22 21:00:00+00:00,2.355008602142334,42.30215835571289,38.302,25.602,0.0,0.0,0.0,17,Bardheere,2.35,42.2833
130,2022-03-23 21:00:00+00:00,2.355008602142334,42.30215835571289,38.252,26.252,0.0,0.0,0.0,17,Bardheere,2.35,42.2833
131,2022-03-24 21:00:00+00:00,2.355008602142334,42.30215835571289,37.552,26.952,0.0,0.0,0.0,17,Bardheere,2.35,42.2833
132,2022-03-25 21:00:00+00:00,2.355008602142334,42.30215835571289,36.202,26.952,0.1,0.1,1.0,17,Bardheere,2.35,42.2833
133,2022-03-26 21:00:00+00:00,2.355008602142334,42.30215835571289,37.552,25.552,0.0,0.0,0.0,17,Bardheere,2.35,42.2833
134,2022-03-27 21:00:00+00:00,2.355008602142334,42.30215835571289,39.202,25.802,0.0,0.0,0.0,17,Bardheere,2.35,42.2833
135,2022-03-28 21:00:00+00:00,2.355008602142334,42.30215835571289,38.151997,25.202,0.0,0.0,0.0,17,Bardheere,2.35,42.2833
136,2022-03-29 21:00:00+00:00,2.355008602142334,42.30215835571289,38.851997,26.102,0.0,0.0,0.0,17,Bardheere,2.35,42.2833
137,2022-03-30 21:00:00+00:00,2.355008602142334,42.30215835571289,38.002,26.252,0.2,0.2,2.0,17,Bardheere,2.35,42.2833
138,2022-03-31 21:00:00+00:00,2.355008602142334,42.30215835571289,36.952,25.902,2.3,2.3,5.0,17,Bardheere,2.35,42.2833
139,2022-04-01 21:00:00+00:00,2.355008602142334,42.30215835571289,38.601997,25.902,0.0,0.0,0.0,17,Bardheere,2.35,42.2833
140,2022-04-02 21:00:00+00:00,2.355008602142334,42.30215835571289,38.351997,26.252,0.0,0.0,0.0,17,Bardheere,2.35,42.2833
141,2022-04-03 21:00:00+00:00,2.355008602142334,42.30215835571289,39.252,25.552,0.0,0.0,0.0,17,Bardheere,2.35,42.2833
142,2022-04-04 21:00:00+00:00,2.355008602142334,42.30215835571289,39.401997,25.852,0.0,0.0,0.0,17,Bardheere,2.35,42.2833
143,2022-04-05 21:00:00+00:00,2.355008602142334,42.30215835571289,39.502,25.852,0.0,0.0,0.0,17,Bardheere,2.35,42.2833
144,2022-04-06 21:00:00+00:00,2.355008602142334,42.30215835571289,39.351997,26.402,0.0,0.0,0.0,17,Bardheere,2.35,42.2833
145,2022-04-07 21:00:00+00:00,2.355008602142334,42.30215835571289,38.851997,26.452,0.0,0.0,0.0,17,Bardheere,2.35,42.2833
146,2022-04-08 21:00:00+00:00,2.355008602142334,42.30215835571289,37.752,27.002,0.0,0.0,0.0,17,Bardheere,2.35,42.2833
147,2022-04-09 21:00:00+00:00,2.355008602142334,42.30215835571289,37.752,26.552,0.0,0.0,0.0,17,Bardheere,2.35,42.2833
148,2022-04-10 21:00:00+00:00,2.355008602142334,42.30215835571289,37.601997,26.952,0.0,0.0,0.0,17,Bardheere,2.35,42.2833
149,2022-04-11 21:00:00+00:00,2.355008602142334,42.30215835571289,37.052,27.302,0.1,0.1,1.0,17,Bardheere,2.35,42.2833
150,2022-04-12 21:00:00+00:00,2.355008602142334,42.30215835571289,38.052,26.952,1.6999999,1.6999999,2.0,17,Bardheere,2.35,42.2833
151,2022-04-13 21:00:00+00:00,2.355008602142334,42.30215835571289,37.252,27.502,1.3000001,1.3000001,4.0,17,Bardheere,2.35,42.2833
152,2022-04-14 21:00:00+00:00,2.355008602142334,42.30215835571289,36.901997,26.602,0.6,0.6,5.0,17,Bardheere,2.35,42.2833
153,2022-04-15 21:00:00+00:00,2.355008602142334,42.30215835571289,37.601997,25.902,0.0,0.0,0.0,17,Bardheere,2.35,42.2833
154,2022-04-16 21:00:00+00:00,2.355008602142334,42.30215835571289,38.401997,27.052,0.0,0.0,0.0,17,Bardheere,2.35,42.2833
155,2022-04-17 21:00:00+00:00,2.355008602142334,42.30215835571289,36.752,26.902,0.0,0.0,0.0,17,Bardheere,2.35,42.2833
156,2022-04-18 21:00:00+00:00,2.355008602142334,42.30215835571289,37.202,26.602,0.3,0.3,2.0,17,Bardheere,2.35,42.2833
157,2022-04-19 21:00:00+00:00,2.355008602142334,42.30215835571289,34.851997,24.502,11.4,11.4,10.0,17,Bardheere,2.35,42.2833
158,2022-04-20 21:00:00+00:00,2.355008602142334,42.30215835571289,34.552,24.202,0.70000005,0.70000005,4.0,17,Bardheere,2.35,42.2833
159,2022-04-21 21:00:00+00:00,2.355008602142334,42.30215835571289,34.151997,25.752,0.0,0.0,0.0,17,Bardheere,2.35,42.2833
160,2022-04-22 21:00:00+00:00,2.355008602142334,42.30215835571289,36.702,25.152,0.0,0.0,0.0,17,Bardheere,2.35,42.2833
161,2022-04-23 21:00:00+00:00,2.355008602142334,42.30215835571289,37.002,25.952,0.4,0.4,2.0,17,Bardheere,2.35,42.2833
162,2022-04-24 21:00:00+00:00,2.355008602142334,42.30215835571289,36.802,25.802,0.0,0.0,0.0,17,Bardheere,2.35,42.2833
163,2022-04-25 21:00:00+00:00,2.355008602142334,42.30215835571289,36.202,26.152,0.0,0.0,0.0,17,Bardheere,2.35,42.2833
164,2022-04-26 21:00:00+00:00,2.355008602142334,42.30215835571289,32.901997,25.652,7.299999,7.299999,7.0,17,Bardheere,2.35,42.2833
165,2022-04-27 21:00:00+00:00,2.355008602142334,42.30215835571289,34.252,24.852,8.3,8.3,13.0,17,Bardheere,2.35,42.2833
166,2022-04-28 21:00:00+00:00,2.355008602142334,42.30215835571289,33.401997,23.902,0.9000001,0.9000001,6.0,17,Bardheere,2.35,42.2833
167,2022-04-29 21:00:00+00:00,2.355008602142334,42.30215835571289,33.601997,24.252,1.9000001,1.9000001,5.0,17,Bardheere,2.35,42.2833
168,2022-04-30 21:00:00+00:00,2.355008602142334,42.30215835571289,31.202,23.752,24.000004,24.000004,12.0,17,Bardheere,2.35,42.2833
169,2022-05-01 21:00:00+00:00,2.355008602142334,42.30215835571289,31.202,23.952,7.2999997,7.2999997,9.0,17,Bardheere,2.35,42.2833
170,2022-05-02 21:00:00+00:00,2.355008602142334,42.30215835571289,30.902,23.652,3.2,3.2,8.0,17,Bardheere,2.35,42.2833
171,2022-05-03 21:00:00+00:00,2.355008602142334,42.30215835571289,31.402,23.552,9.4,9.4,11.0,17,Bardheere,2.35,42.2833
172,2022-05-04 21:00:00+00:00,2.355008602142334,42.30215835571289,31.102,23.152,3.4999998,3.4999998,10.0,17,Bardheere,2.35,42.2833
173,2022-05-05 21:00:00+00:00,2.355008602142334,42.30215835571289,32.601997,23.202,0.6,0.6,5.0,17,Bardheere,2.35,42.2833
174,2022-05-06 21:00:00+00:00,2.355008602142334,42.30215835571289,32.302,23.902,1.4000001,1.4000001,9.0,17,Bardheere,2.35,42.2833
175,2022-05-07 21:00:00+00:00,2.355008602142334,42.30215835571289,33.851997,23.202,0.2,0.2,1.0,17,Bardheere,2.35,42.2833
176,2022-05-08 21:00:00+00:00,2.355008602142334,42.30215835571289,33.302,24.502,0.4,0.4,3.0,17,Bardheere,2.35,42.2833
177,2022-05-09 21:00:00+00:00,2.355008602142334,42.30215835571289,33.002,23.952,0.0,0.0,0.0,17,Bardheere,2.35,42.2833
178,2022-05-10 21:00:00+00:00,2.355008602142334,42.30215835571289,33.901997,24.152,0.3,0.3,3.0,17,Bardheere,2.35,42.2833
179,2022-05-11 21:00:00+00:00,2.355008602142334,42.30215835571289,33.302,24.352,0.8000001,0.8000001,7.0,17,Bardheere,2.35,42.2833
180,2022-05-12 21:00:00+00:00,2.355008602142334,42.30215835571289,34.502,23.752,0.0,0.0,0.0,17,Bardheere,2.35,42.2833
181,2022-05-13 21:00:00+00:00,2.355008602142334,42.30215835571289,34.702,23.502,0.1,0.1,1.0,17,Bardheere,2.35,42.2833
182,2022-05-14 21:00:00+00:00,2.355008602142334,42.30215835571289,33.752,23.752,0.4,0.4,4.0,17,Bardheere,2.35,42.2833
183,2022-05-15 21:00:00+00:00,2.355008602142334,42.30215835571289,32.401997,24.302,0.8000001,0.8000001,7.0,17,Bardheere,2.35,42.2833
184,2022-05-16 21:00:00+00:00,2.355008602142334,42.30215835571289,33.302,24.752,0.6,0.6,1.0,17,Bardheere,2.35,42.2833
185,2022-05-17 21:00:00+00:00,2.355008602142334,42.30215835571289,34.002,23.952,0.6,0.6,6.0,17,Bardheere,2.35,42.2833
186,2022-05-18 21:00:00+00:00,2.355008602142334,42.30215835571289,34.302,23.402,0.2,0.2,2.0,17,Bardheere,2.35,42.2833
187,2022-05-19 21:00:00+00:00,2.355008602142334,42.30215835571289,34.802,23.902,0.2,0.2,2.0,17,Bardheere,2.35,42.2833
188,2022-05-20 21:00:00+00:00,2.355008602142334,42.30215835571289,35.401997,24.552,0.3,0.3,3.0,17,Bardheere,2.35,42.2833
189,2022-05-21 21:00:00+00:00,2.355008602142334,42.30215835571289,34.952,24.302,0.0,0.0,0.0,17,Bardheere,2.35,42.2833
