,date,station_id,station_name,station_latitude,station_longitude,forecast_latitude,forecast_longitude,temperature_2m,precipitation_probability,precipitation
204,2024-11-14 09:00:00+00:00,4,Belet Weyne,4.7358,45.2036,4.75,45.25,31.1485,5.0,0.0
205,2024-11-14 10:00:00+00:00,4,Belet Weyne,4.7358,45.2036,4.75,45.25,32.2485,3.0,0.0
206,2024-11-14 11:00:00+00:00,4,Belet Weyne,4.7358,45.2036,4.75,45.25,33.0485,0.0,0.0
207,2024-11-14 12:00:00+00:00,4,Belet Weyne,4.7358,45.2036,4.75,45.25,33.2985,0.0,0.0
208,2024-11-14 13:00:00+00:00,4,Belet Weyne,4.7358,45.2036,4.75,45.25,33.148502,0.0,0.0
209,2024-11-14 14:00:00+00:00,4,Belet Weyne,4.7358,45.2036,4.75,45.25,32.648502,0.0,0.0
210,2024-11-14 15:00:00+00:00,4,Belet Weyne,4.7358,45.2036,4.75,45.25,30.8485,0.0,0.0
211,2024-11-14 16:00:00+00:00,4,Belet Weyne,4.7358,45.2036,4.75,45.25,28.998499,0.0,0.0
212,2024-11-14 17:00:00+00:00,4,Belet Weyne,4.7358,45.2036,4.75,45.25,27.2985,0.0,0.0
213,2024-11-14 18:00:00+00:00,4,Belet Weyne,4.7358,45.2036,4.75,45.25,26.5485,0.0,0.0
214,2024-11-14 19:00:00+00:00,4,Belet Weyne,4.7358,45.2036,4.75,45.25,26.2985,0.0,0.0
215,2024-11-14 20:00:00+00:00,4,Belet Weyne,4.7358,45.2036,4.75,45.25,26.498499,0.0,0.0
216,2024-11-14 21:00:00+00:00,4,Belet Weyne,4.7358,45.2036,4.75,45.25,25.8985,0.0,0.0
217,2024-11-14 22:00:00+00:00,4,Belet Weyne,4.7358,45.2036,4.75,45.25,25.248499,0.0,0.0
218,2024-11-14 23:00:00+00:00,4,Belet Weyne,4.7358,45.2036,4.75,45.25,24.748499,0.0,0.0
219,2024-11-15 00:00:00+00:00,4,Belet Weyne,4.7358,45.2036,4.75,45.25,24.1485,0.0,0.0
220,2024-11-15 01:00:00+00:00,4,Belet Weyne,4.7358,45.2036,4.75,45.25,23.6485,0.0,0.0
221,2024-11-15 02:00:00+00:00,4,Belet Weyne,4.7358,45.2036,4.75,45.25,23.4485,0.0,0.0
222,2024-11-15 03:00:00+00:00,4,Belet Weyne,4.7358,45.2036,4.75,45.25,23.3985,0.0,0.0
223,2024-11-15 04:00:00+00:00,4,Belet Weyne,4.7358,45.2036,4.75,45.25,24.1985,0.0,0.0
224,2024-11-15 05:00:00+00:00,4,Belet Weyne,4.7358,45.2036,4.75,45.25,25.8485,0.0,0.0
225,2024-11-15 06:00:00+00:00,4,Belet Weyne,4.7358,45.2036,4.75,45.25,27.6985,0.0,0.0
226,2024-11-15 07:00:00+00:00,4,Belet Weyne,4.7358,45.2036,4.75,45.25,29.5985,0.0,0.0
227,2024-11-15 08:00:00+00:00,4,Belet Weyne,4.7358,45.2036,4.75,45.25,31.4485,0.0,0.0
228,2024-11-15 09:00:00+00:00,4,Belet Weyne,4.7358,45.2036,4.75,45.25,32.9485,0.0,0.0
229,2024-11-15 10:00:00+00:00,4,Belet Weyne,4.7358,45.2036,4.75,45.25,34.148502,0.0,0.0
230,2024-11-15 11:00:00+00:00,4,Belet Weyne,4.7358,45.2036,4.75,45.25,34.848503,0.0,0.0
231,2024-11-15 12:00:00+00:00,4,Belet Weyne,4.7358,45.2036,4.75,45.25,34.9985,0.0,0.0
232,2024-11-15 13:00:00+00:00,4,Belet Weyne,4.7358,45.2036,4.75,45.25,34.648502,0.0,0.0
233,2024-11-15 14:00:00+00:00,4,Belet Weyne,4.7358,45.2036,4.75,45.25,33.7985,0.0,0.0
234,2024-11-15 15:00:00+00:00,4,Belet Weyne,4.7358,45.2036,4.75,45.25,31.6485,0.0,0.0
235,2024-11-15 16:00:00+00:00,4,Belet Weyne,4.7358,45.2036,4.75,45.25,29.3485,0.0,0.0
236,2024-11-15 17:00:00+00:00,4,Belet Weyne,4.7358,45.2036,4.75,45.25,27.2985,0.0,0.0
237,2024-11-15 18:00:00+00:00,4,Belet Weyne,4.7358,45.2036,4.75,45.25,25.5485,0.0,0.0
238,2024-11-15 19:00:00+00:00,4,Belet Weyne,4.7358,45.2036,4.75,45.25,24.0485,0.0,0.0
239,2024-11-15 20:00:00+00:00,4,Belet Weyne,4.7358,45.2036,4.75,45.25,22.748499,0.0,0.0
