,date,temperature_2m_max,temperature_2m_min,precipitation_sum,rain_sum,precipitation_hours,precipitation_probability_max,wind_speed_10m_max
0,2024-11-18 21:00:00+00:00,22.845499,14.5455,0.0,0.0,0.0,10.0,13.75558
1,2024-11-19 21:00:00+00:00,22.9955,12.0455,0.0,0.0,0.0,0.0,20.907913
2,2024-11-20 21:00:00+00:00,23.095499,12.1455,0.1,0.0,1.0,0.0,17.163355
3,2024-11-21 21:00:00+00:00,22.1455,16.0455,0.3,0.0,2.0,49.0,19.721298
4,2024-11-22 21:00:00+00:00,22.8955,14.0455,0.0,0.0,0.0,28.0,16.516901
5,2024-11-23 21:00:00+00:00,23.2955,8.2955,0.0,0.0,0.0,1.0,13.324863
6,2024-11-24 21:00:00+00:00,23.4955,11.2955,0.0,0.0,0.0,0.0,12.768586
