,date,temperature_2m_max,temperature_2m_min,precipitation_sum,rain_sum,precipitation_hours,precipitation_probability_max,wind_speed_10m_max
0,2024-11-18 21:00:00+00:00,30.4005,24.6505,4.6000004,0.0,8.0,80.0,13.009903
1,2024-11-19 21:00:00+00:00,33.1005,24.2005,0.3,0.0,2.0,33.0,13.18308
2,2024-11-20 21:00:00+00:00,34.2505,23.4005,0.0,0.0,0.0,0.0,15.629971
3,2024-11-21 21:00:00+00:00,31.7505,25.8505,0.2,0.0,2.0,54.0,16.299694
4,2024-11-22 21:00:00+00:00,29.5505,24.4505,12.9000025,0.0,12.0,78.0,7.6367526
5,2024-11-23 21:00:00+00:00,31.9005,23.8505,0.3,0.0,3.0,10.0,11.874544
6,2024-11-24 21:00:00+00:00,33.150497,22.6005,0.0,0.0,0.0,1.0,8.4042845
