location,id,date,station_number,level__m
Bulo Burti,50605,30/04/1988,sh002,4.118
Bulo Burti,50603,29/04/1988,sh002,3.972
Bulo Burti,50594,28/04/1988,sh002,3.922
Bulo Burti,50589,27/04/1988,sh002,3.843
Bulo Burti,50588,26/04/1988,sh002,3.777
Bulo Burti,50580,25/04/1988,sh002,3.77
Bulo Burti,50575,24/04/1988,sh002,3.78
Bulo Burti,50569,23/04/1988,sh002,3.546
Bulo Burti,50564,22/04/1988,sh002,2.823
Bulo Burti,50562,21/04/1988,sh002,2.053
Bulo Burti,50556,20/04/1988,sh002,1.756
Bulo Burti,50551,19/04/1988,sh002,1.501
Bulo Burti,50547,18/04/1988,sh002,1.269
Bulo Burti,50542,17/04/1988,sh002,1.212
Bulo Burti,50537,16/04/1988,sh002,1.237
Bulo Burti,50531,15/04/1988,sh002,1
Bulo Burti,50526,14/04/1988,sh002,1.101
Bulo Burti,50520,13/04/1988,sh002,1.11
Bulo Burti,50514,12/4/1988,sh002,1.119
Bulo Burti,50510,11/4/1988,sh002,
Bulo Burti,50505,10/4/1988,sh002,
Bulo Burti,50500,9/4/1988,sh002,
Bulo Burti,50496,8/4/1988,sh002,
Bulo Burti,50490,7/4/1988,sh002,
Bulo Burti,50486,6/4/1988,sh002,
Bulo Burti,50482,5/4/1988,sh002,
Bulo Burti,50475,4/4/1988,sh002,
Bulo Burti,50472,3/4/1988,sh002,
Bulo Burti,50468,2/4/1988,sh002,
Bulo Burti,50461,1/4/1988,sh002,
Bulo Burti,50457,31/03/1988,sh002,
Bulo Burti,50450,30/03/1988,sh002,
Bulo Burti,50448,29/03/1988,sh002,
Bulo Burti,50440,28/03/1988,sh002,
Bulo Burti,50435,27/03/1988,sh002,
Bulo Burti,50433,26/03/1988,sh002,
Bulo Burti,50427,25/03/1988,sh002,
Bulo Burti,50422,24/03/1988,sh002,
Bulo Burti,50417,23/03/1988,sh002,
Bulo Burti,50410,22/03/1988,sh002,
Bulo Burti,50408,21/03/1988,sh002,
Bulo Burti,50399,20/03/1988,sh002,
Bulo Burti,50397,19/03/1988,sh002,
Bulo Burti,50389,18/03/1988,sh002,
Bulo Burti,50388,17/03/1988,sh002,
Bulo Burti,50380,16/03/1988,sh002,
Bulo Burti,50378,15/03/1988,sh002,
Bulo Burti,50369,14/03/1988,sh002,
Bulo Burti,50366,13/03/1988,sh002,
Bulo Burti,50363,12/3/1988,sh002,
Bulo Burti,50357,11/3/1988,sh002,
Bulo Burti,50353,10/3/1988,sh002,
Bulo Burti,50345,9/3/1988,sh002,
Bulo Burti,50343,8/3/1988,sh002,
Bulo Burti,50338,7/3/1988,sh002,
Bulo Burti,50333,6/3/1988,sh002,
Bulo Burti,50324,5/3/1988,sh002,
Bulo Burti,50323,4/3/1988,sh002,
Bulo Burti,50315,3/3/1988,sh002,
Bulo Burti,50313,2/3/1988,sh002,
Bulo Burti,50305,1/3/1988,sh002,
Bulo Burti,50300,29/02/1988,sh002,
Bulo Burti,50295,28/02/1988,sh002,
Bulo Burti,50290,27/02/1988,sh002,
Bulo Burti,50285,26/02/1988,sh002,
Bulo Burti,50283,25/02/1988,sh002,
Bulo Burti,50276,24/02/1988,sh002,
Bulo Burti,50271,23/02/1988,sh002,
Bulo Burti,50265,22/02/1988,sh002,
Bulo Burti,50260,21/02/1988,sh002,
Bulo Burti,50255,20/02/1988,sh002,
Bulo Burti,50253,19/02/1988,sh002,
Bulo Burti,50245,18/02/1988,sh002,
Bulo Burti,50241,17/02/1988,sh002,
Bulo Burti,50236,16/02/1988,sh002,
Bulo Burti,50231,15/02/1988,sh002,
Bulo Burti,50225,14/02/1988,sh002,
Bulo Burti,50222,13/02/1988,sh002,
Bulo Burti,50218,12/2/1988,sh002,
Bulo Burti,50210,11/2/1988,sh002,
Bulo Burti,50205,10/2/1988,sh002,
Bulo Burti,50199,9/2/1988,sh002,
Bulo Burti,50197,8/2/1988,sh002,
Bulo Burti,50189,7/2/1988,sh002,
Bulo Burti,50188,6/2/1988,sh002,
Bulo Burti,50179,5/2/1988,sh002,
Bulo Burti,50174,4/2/1988,sh002,
Bulo Burti,50172,3/2/1988,sh002,
Bulo Burti,50166,2/2/1988,sh002,
Bulo Burti,50159,1/2/1988,sh002,
Bulo Burti,50154,31/01/1988,sh002,
Bulo Burti,50150,30/01/1988,sh002,
Bulo Burti,50144,29/01/1988,sh002,
Bulo Burti,50141,28/01/1988,sh002,
Bulo Burti,50138,27/01/1988,sh002,
Bulo Burti,50132,26/01/1988,sh002,
Bulo Burti,50124,25/01/1988,sh002,
Bulo Burti,50122,24/01/1988,sh002,
Bulo Burti,50118,23/01/1988,sh002,
Bulo Burti,50112,22/01/1988,sh002,
Bulo Burti,50106,21/01/1988,sh002,
Bulo Burti,50100,20/01/1988,sh002,
Bulo Burti,50094,19/01/1988,sh002,
Bulo Burti,50093,18/01/1988,sh002,
Bulo Burti,50086,17/01/1988,sh002,
Bulo Burti,50082,16/01/1988,sh002,
Bulo Burti,50077,15/01/1988,sh002,
Bulo Burti,50069,14/01/1988,sh002,
Bulo Burti,50065,13/01/1988,sh002,
Bulo Burti,50061,12/1/1988,sh002,
Bulo Burti,50054,11/1/1988,sh002,
Bulo Burti,50049,10/1/1988,sh002,
Bulo Burti,50046,9/1/1988,sh002,
Bulo Burti,50041,8/1/1988,sh002,
Bulo Burti,50037,7/1/1988,sh002,
Bulo Burti,50030,6/1/1988,sh002,
Bulo Burti,50026,5/1/1988,sh002,
Bulo Burti,50022,4/1/1988,sh002,
Bulo Burti,50018,3/1/1988,sh002,
Bulo Burti,50009,2/1/1988,sh002,
Bulo Burti,50008,1/1/1988,sh002,
Bulo Burti,50002,31/12/1987,sh002,
Bulo Burti,49997,30/12/1987,sh002,
Bulo Burti,49993,29/12/1987,sh002,
Bulo Burti,49987,28/12/1987,sh002,
Bulo Burti,49982,27/12/1987,sh002,
Bulo Burti,49977,26/12/1987,sh002,
Bulo Burti,49971,25/12/1987,sh002,
Bulo Burti,49966,24/12/1987,sh002,
Bulo Burti,49959,23/12/1987,sh002,
Bulo Burti,49957,22/12/1987,sh002,
Bulo Burti,49950,21/12/1987,sh002,
Bulo Burti,49945,20/12/1987,sh002,
Bulo Burti,49940,19/12/1987,sh002,
Bulo Burti,49937,18/12/1987,sh002,
Bulo Burti,49929,17/12/1987,sh002,
Bulo Burti,49928,16/12/1987,sh002,
Bulo Burti,49922,15/12/1987,sh002,
Bulo Burti,49914,14/12/1987,sh002,
Bulo Burti,49911,13/12/1987,sh002,
Bulo Burti,49906,12/12/1987,sh002,
Bulo Burti,49899,11/12/1987,sh002,
Bulo Burti,49897,10/12/1987,sh002,
Bulo Burti,49891,9/12/1987,sh002,
Bulo Burti,49887,8/12/1987,sh002,
Bulo Burti,49883,7/12/1987,sh002,
Bulo Burti,49875,6/12/1987,sh002,
Bulo Burti,49871,5/12/1987,sh002,
Bulo Burti,49867,4/12/1987,sh002,1.201
Bulo Burti,49860,3/12/1987,sh002,1.227
Bulo Burti,49855,2/12/1987,sh002,1.25
Bulo Burti,49852,1/12/1987,sh002,1.27
Bulo Burti,49847,30/11/1987,sh002,1.289
Bulo Burti,49841,29/11/1987,sh002,1.301
Bulo Burti,49837,28/11/1987,sh002,1.367
Bulo Burti,49832,27/11/1987,sh002,1.405
Bulo Burti,49824,26/11/1987,sh002,1.42
Bulo Burti,49821,25/11/1987,sh002,1.442
Bulo Burti,49816,24/11/1987,sh002,1.456
Bulo Burti,49813,23/11/1987,sh002,1.494
Bulo Burti,49806,22/11/1987,sh002,
Bulo Burti,49799,21/11/1987,sh002,
Bulo Burti,49796,20/11/1987,sh002,
Bulo Burti,49792,19/11/1987,sh002,
Bulo Burti,49785,18/11/1987,sh002,
Bulo Burti,49780,17/11/1987,sh002,
Bulo Burti,49778,16/11/1987,sh002,
Bulo Burti,49770,15/11/1987,sh002,
Bulo Burti,49766,14/11/1987,sh002,
Bulo Burti,49760,13/11/1987,sh002,
Bulo Burti,49757,12/11/1987,sh002,
Bulo Burti,49749,11/11/1987,sh002,
Bulo Burti,49744,10/11/1987,sh002,
Bulo Burti,49740,9/11/1987,sh002,
Bulo Burti,49734,8/11/1987,sh002,
Bulo Burti,49732,7/11/1987,sh002,
Bulo Burti,49726,6/11/1987,sh002,
Bulo Burti,49721,5/11/1987,sh002,
Bulo Burti,49717,4/11/1987,sh002,
Bulo Burti,49709,3/11/1987,sh002,
Bulo Burti,49704,2/11/1987,sh002,
Bulo Burti,49699,1/11/1987,sh002,
Bulo Burti,49698,31/10/1987,sh002,
Bulo Burti,49690,30/10/1987,sh002,
Bulo Burti,49684,29/10/1987,sh002,
Bulo Burti,49681,28/10/1987,sh002,
Bulo Burti,49674,27/10/1987,sh002,
Bulo Burti,49671,26/10/1987,sh002,
Bulo Burti,49666,25/10/1987,sh002,
Bulo Burti,49662,24/10/1987,sh002,
Bulo Burti,49654,23/10/1987,sh002,
Bulo Burti,49653,22/10/1987,sh002,
Bulo Burti,49647,21/10/1987,sh002,
Bulo Burti,49639,20/10/1987,sh002,
Bulo Burti,49638,19/10/1987,sh002,
Bulo Burti,49632,18/10/1987,sh002,
Bulo Burti,49624,17/10/1987,sh002,
Bulo Burti,49620,16/10/1987,sh002,
Bulo Burti,49614,15/10/1987,sh002,
Bulo Burti,49609,14/10/1987,sh002,
Bulo Burti,49606,13/10/1987,sh002,
Bulo Burti,49602,12/10/1987,sh002,
Bulo Burti,49594,11/10/1987,sh002,
Bulo Burti,49590,10/10/1987,sh002,
Bulo Burti,49584,9/10/1987,sh002,
Bulo Burti,49582,8/10/1987,sh002,
Bulo Burti,49577,7/10/1987,sh002,
Bulo Burti,49573,6/10/1987,sh002,
Bulo Burti,49565,5/10/1987,sh002,
Bulo Burti,49560,4/10/1987,sh002,
Bulo Burti,49558,3/10/1987,sh002,
Bulo Burti,49551,2/10/1987,sh002,
Bulo Burti,49548,1/10/1987,sh002,
Bulo Burti,49543,30/09/1987,sh002,
Bulo Burti,49536,29/09/1987,sh002,
Bulo Burti,49530,28/09/1987,sh002,
Bulo Burti,49524,27/09/1987,sh002,
Bulo Burti,49521,26/09/1987,sh002,
Bulo Burti,49515,25/09/1987,sh002,
Bulo Burti,49509,24/09/1987,sh002,
Bulo Burti,49504,23/09/1987,sh002,
Bulo Burti,49499,22/09/1987,sh002,
Bulo Burti,49494,21/09/1987,sh002,
Bulo Burti,49492,20/09/1987,sh002,
Bulo Burti,49488,19/09/1987,sh002,
Bulo Burti,49480,18/09/1987,sh002,
Bulo Burti,49476,17/09/1987,sh002,
Bulo Burti,49470,16/09/1987,sh002,
Bulo Burti,49464,15/09/1987,sh002,
Bulo Burti,49460,14/09/1987,sh002,
Bulo Burti,49458,13/09/1987,sh002,
Bulo Burti,49453,12/9/1987,sh002,
Bulo Burti,49444,11/9/1987,sh002,
Bulo Burti,49442,10/9/1987,sh002,
Bulo Burti,49438,9/9/1987,sh002,
Bulo Burti,49430,8/9/1987,sh002,
Bulo Burti,49425,7/9/1987,sh002,
Bulo Burti,49423,6/9/1987,sh002,
Bulo Burti,49418,5/9/1987,sh002,
Bulo Burti,49409,4/9/1987,sh002,
Bulo Burti,49407,3/9/1987,sh002,
Bulo Burti,49399,2/9/1987,sh002,
Bulo Burti,49396,1/9/1987,sh002,
Bulo Burti,49390,31/08/1987,sh002,2.194
Bulo Burti,49384,30/08/1987,sh002,2.198
Bulo Burti,49383,29/08/1987,sh002,1.861
Bulo Burti,49376,28/08/1987,sh002,1.736
Bulo Burti,49372,27/08/1987,sh002,1.688
Bulo Burti,49364,26/08/1987,sh002,1.683
Bulo Burti,49362,25/08/1987,sh002,1.699
Bulo Burti,49357,24/08/1987,sh002,1.702
Bulo Burti,49350,23/08/1987,sh002,1.738
Bulo Burti,49344,22/08/1987,sh002,1.804
Bulo Burti,49342,21/08/1987,sh002,1.829
Bulo Burti,49336,20/08/1987,sh002,1.826
Bulo Burti,49331,19/08/1987,sh002,1.86
Bulo Burti,49328,18/08/1987,sh002,1.88
Bulo Burti,49321,17/08/1987,sh002,1.901
Bulo Burti,49316,16/08/1987,sh002,1.955
Bulo Burti,49310,15/08/1987,sh002,2.082
Bulo Burti,49308,14/08/1987,sh002,2.219
Bulo Burti,49301,13/08/1987,sh002,2.249
Bulo Burti,49295,12/8/1987,sh002,2.265
Bulo Burti,49290,11/8/1987,sh002,2.314
Bulo Burti,49285,10/8/1987,sh002,2.384
Bulo Burti,49282,9/8/1987,sh002,2.415
Bulo Burti,49275,8/8/1987,sh002,2.464
Bulo Burti,49273,7/8/1987,sh002,2.521
Bulo Burti,49265,6/8/1987,sh002,2.494
Bulo Burti,49260,5/8/1987,sh002,2.518
Bulo Burti,49257,4/8/1987,sh002,2.446
Bulo Burti,49251,3/8/1987,sh002,2.437
Bulo Burti,49247,2/8/1987,sh002,2.419
Bulo Burti,49239,1/8/1987,sh002,2.401
Bulo Burti,49234,31/07/1987,sh002,2.426
Bulo Burti,49231,30/07/1987,sh002,2.453
Bulo Burti,49225,29/07/1987,sh002,2.472
Bulo Burti,49222,28/07/1987,sh002,2.512
Bulo Burti,49215,27/07/1987,sh002,2.566
Bulo Burti,49210,26/07/1987,sh002,2.659
Bulo Burti,49206,25/07/1987,sh002,2.707
Bulo Burti,49203,24/07/1987,sh002,2.659
Bulo Burti,49197,23/07/1987,sh002,2.634
Bulo Burti,49193,22/07/1987,sh002,2.605
Bulo Burti,49188,21/07/1987,sh002,2.644
Bulo Burti,49179,20/07/1987,sh002,2.757
Bulo Burti,49175,19/07/1987,sh002,2.816
Bulo Burti,49172,18/07/1987,sh002,2.804
Bulo Burti,49164,17/07/1987,sh002,2.736
Bulo Burti,49161,16/07/1987,sh002,2.664
Bulo Burti,49158,15/07/1987,sh002,2.643
Bulo Burti,49150,14/07/1987,sh002,2.682
Bulo Burti,49144,13/07/1987,sh002,2.777
Bulo Burti,49143,12/7/1987,sh002,2.822
Bulo Burti,49134,11/7/1987,sh002,2.819
Bulo Burti,49131,10/7/1987,sh002,2.839
Bulo Burti,49126,9/7/1987,sh002,2.869
Bulo Burti,49120,8/7/1987,sh002,2.941
Bulo Burti,49115,7/7/1987,sh002,2.921
Bulo Burti,49113,6/7/1987,sh002,2.946
Bulo Burti,49107,5/7/1987,sh002,2.996
Bulo Burti,49102,4/7/1987,sh002,3.019
Bulo Burti,49094,3/7/1987,sh002,3.079
Bulo Burti,49093,2/7/1987,sh002,3.501
Bulo Burti,49087,1/7/1987,sh002,3.701
Bulo Burti,49081,30/06/1987,sh002,3.989
Bulo Burti,49077,29/06/1987,sh002,4.762
Bulo Burti,49069,28/06/1987,sh002,
Bulo Burti,49064,27/06/1987,sh002,
Bulo Burti,49060,26/06/1987,sh002,
Bulo Burti,49057,25/06/1987,sh002,
Bulo Burti,49049,24/06/1987,sh002,
Bulo Burti,49046,23/06/1987,sh002,
Bulo Burti,49043,22/06/1987,sh002,
Bulo Burti,49034,21/06/1987,sh002,
Bulo Burti,49032,20/06/1987,sh002,
Bulo Burti,49027,19/06/1987,sh002,
Bulo Burti,49023,18/06/1987,sh002,
Bulo Burti,49015,17/06/1987,sh002,
Bulo Burti,49011,16/06/1987,sh002,
Bulo Burti,49008,15/06/1987,sh002,
Bulo Burti,49003,14/06/1987,sh002,
Bulo Burti,48996,13/06/1987,sh002,
Bulo Burti,48990,12/6/1987,sh002,
Bulo Burti,48987,11/6/1987,sh002,
Bulo Burti,48980,10/6/1987,sh002,
Bulo Burti,48978,9/6/1987,sh002,
Bulo Burti,48971,8/6/1987,sh002,
Bulo Burti,48965,7/6/1987,sh002,
Bulo Burti,48959,6/6/1987,sh002,
Bulo Burti,48956,5/6/1987,sh002,
Bulo Burti,48953,4/6/1987,sh002,
Bulo Burti,48947,3/6/1987,sh002,
Bulo Burti,48940,2/6/1987,sh002,
Bulo Burti,48935,1/6/1987,sh002,
Bulo Burti,48929,31/05/1987,sh002,
Bulo Burti,48927,30/05/1987,sh002,
Bulo Burti,48922,29/05/1987,sh002,
Bulo Burti,48918,28/05/1987,sh002,
Bulo Burti,48911,27/05/1987,sh002,
Bulo Burti,48905,26/05/1987,sh002,
Bulo Burti,48903,25/05/1987,sh002,
Bulo Burti,48894,24/05/1987,sh002,4.984
Bulo Burti,48891,23/05/1987,sh002,4.713
Bulo Burti,48888,22/05/1987,sh002,4.699
Bulo Burti,48880,21/05/1987,sh002,4.761
Bulo Burti,48877,20/05/1987,sh002,4.494
Bulo Burti,48873,19/05/1987,sh002,4.237
Bulo Burti,48864,18/05/1987,sh002,4.152
Bulo Burti,48863,17/05/1987,sh002,4.078
Bulo Burti,48857,16/05/1987,sh002,3.988
Bulo Burti,48853,15/05/1987,sh002,3.019
Bulo Burti,48845,14/05/1987,sh002,3.006
Bulo Burti,48840,13/05/1987,sh002,3.597
Bulo Burti,48838,12/5/1987,sh002,3.215
Bulo Burti,48831,11/5/1987,sh002,2.838
Bulo Burti,48826,10/5/1987,sh002,2.706
Bulo Burti,48821,9/5/1987,sh002,2.539
Bulo Burti,48817,8/5/1987,sh002,3.081
Bulo Burti,48810,7/5/1987,sh002,3.207
Bulo Burti,48807,6/5/1987,sh002,4.197
Bulo Burti,48801,5/5/1987,sh002,3.256
Bulo Burti,48798,4/5/1987,sh002,3.156
Bulo Burti,48790,3/5/1987,sh002,3.179
Bulo Burti,48788,2/5/1987,sh002,3.174
Bulo Burti,48780,1/5/1987,sh002,3.315
Bulo Burti,48774,30/04/1987,sh002,3.343
Bulo Burti,48771,29/04/1987,sh002,3.189
Bulo Burti,48768,28/04/1987,sh002,3.312
Bulo Burti,48761,27/04/1987,sh002,3.606
Bulo Burti,48758,26/04/1987,sh002,3.714
Bulo Burti,48751,25/04/1987,sh002,3.815
Bulo Burti,48745,24/04/1987,sh002,3.862
Bulo Burti,48739,23/04/1987,sh002,3.985
Bulo Burti,48736,22/04/1987,sh002,3.877
Bulo Burti,48732,21/04/1987,sh002,3.835
Bulo Burti,48724,20/04/1987,sh002,3.774
Bulo Burti,48722,19/04/1987,sh002,3.733
Bulo Burti,48715,18/04/1987,sh002,3.681
Bulo Burti,48711,17/04/1987,sh002,3.538
Bulo Burti,48704,16/04/1987,sh002,3.477
Bulo Burti,48699,15/04/1987,sh002,3.153
Bulo Burti,48694,14/04/1987,sh002,2.86
Bulo Burti,48692,13/04/1987,sh002,2.908
Bulo Burti,48688,12/4/1987,sh002,2.918
Bulo Burti,48680,11/4/1987,sh002,2.562
Bulo Burti,48674,10/4/1987,sh002,1.926
Bulo Burti,48669,9/4/1987,sh002,1.871
Bulo Burti,48668,8/4/1987,sh002,1.932
Bulo Burti,48663,7/4/1987,sh002,2.081
Bulo Burti,48656,6/4/1987,sh002,2.101
Bulo Burti,48651,5/4/1987,sh002,2.119
Bulo Burti,48648,4/4/1987,sh002,2.13
Bulo Burti,48640,3/4/1987,sh002,2.146
Bulo Burti,48637,2/4/1987,sh002,2.194
Bulo Burti,48630,1/4/1987,sh002,2.406
Bulo Burti,48627,31/03/1987,sh002,2.424
Bulo Burti,48619,30/03/1987,sh002,2.412
Bulo Burti,48617,29/03/1987,sh002,1.961
Bulo Burti,48610,28/03/1987,sh002,1.043
Bulo Burti,48608,27/03/1987,sh002,
Bulo Burti,48602,26/03/1987,sh002,
Bulo Burti,48596,25/03/1987,sh002,
Bulo Burti,48589,24/03/1987,sh002,
Bulo Burti,48586,23/03/1987,sh002,
Bulo Burti,48581,22/03/1987,sh002,
Bulo Burti,48578,21/03/1987,sh002,
Bulo Burti,48570,20/03/1987,sh002,
Bulo Burti,48568,19/03/1987,sh002,
Bulo Burti,48560,18/03/1987,sh002,
Bulo Burti,48554,17/03/1987,sh002,
Bulo Burti,48550,16/03/1987,sh002,
Bulo Burti,48546,15/03/1987,sh002,
Bulo Burti,48542,14/03/1987,sh002,
Bulo Burti,48535,13/03/1987,sh002,
Bulo Burti,48532,12/3/1987,sh002,
Bulo Burti,48526,11/3/1987,sh002,
Bulo Burti,48523,10/3/1987,sh002,
Bulo Burti,48516,9/3/1987,sh002,
Bulo Burti,48513,8/3/1987,sh002,
Bulo Burti,48504,7/3/1987,sh002,
Bulo Burti,48502,6/3/1987,sh002,
Bulo Burti,48498,5/3/1987,sh002,
Bulo Burti,48491,4/3/1987,sh002,
Bulo Burti,48486,3/3/1987,sh002,
Bulo Burti,48481,2/3/1987,sh002,
Bulo Burti,48478,1/3/1987,sh002,
Bulo Burti,48469,28/02/1987,sh002,
Bulo Burti,48465,27/02/1987,sh002,
Bulo Burti,48463,26/02/1987,sh002,
Bulo Burti,48455,25/02/1987,sh002,
Bulo Burti,48453,24/02/1987,sh002,
Bulo Burti,48445,23/02/1987,sh002,
Bulo Burti,48439,22/02/1987,sh002,
Bulo Burti,48437,21/02/1987,sh002,
Bulo Burti,48433,20/02/1987,sh002,
Bulo Burti,48426,19/02/1987,sh002,
Bulo Burti,48419,18/02/1987,sh002,
Bulo Burti,48417,17/02/1987,sh002,
Bulo Burti,48413,16/02/1987,sh002,
Bulo Burti,48406,15/02/1987,sh002,
Bulo Burti,48401,14/02/1987,sh002,
Bulo Burti,48396,13/02/1987,sh002,
Bulo Burti,48392,12/2/1987,sh002,
Bulo Burti,48388,11/2/1987,sh002,
Bulo Burti,48383,10/2/1987,sh002,
Bulo Burti,48375,9/2/1987,sh002,
Bulo Burti,48369,8/2/1987,sh002,
Bulo Burti,48368,7/2/1987,sh002,
Bulo Burti,48363,6/2/1987,sh002,
Bulo Burti,48356,5/2/1987,sh002,
Bulo Burti,48352,4/2/1987,sh002,
Bulo Burti,48347,3/2/1987,sh002,
Bulo Burti,48343,2/2/1987,sh002,
Bulo Burti,48337,1/2/1987,sh002,
Bulo Burti,48330,31/01/1987,sh002,
Bulo Burti,48325,30/01/1987,sh002,
Bulo Burti,48323,29/01/1987,sh002,
Bulo Burti,48314,28/01/1987,sh002,
Bulo Burti,48312,27/01/1987,sh002,
Bulo Burti,48305,26/01/1987,sh002,
Bulo Burti,48301,25/01/1987,sh002,
Bulo Burti,48295,24/01/1987,sh002,
Bulo Burti,48290,23/01/1987,sh002,
Bulo Burti,48288,22/01/1987,sh002,
Bulo Burti,48281,21/01/1987,sh002,
Bulo Burti,48278,20/01/1987,sh002,
Bulo Burti,48271,19/01/1987,sh002,
Bulo Burti,48264,18/01/1987,sh002,
Bulo Burti,48261,17/01/1987,sh002,
Bulo Burti,48258,16/01/1987,sh002,
Bulo Burti,48250,15/01/1987,sh002,
Bulo Burti,48244,14/01/1987,sh002,
Bulo Burti,48241,13/01/1987,sh002,
Bulo Burti,48238,12/1/1987,sh002,
Bulo Burti,48233,11/1/1987,sh002,
Bulo Burti,48225,10/1/1987,sh002,
Bulo Burti,48219,9/1/1987,sh002,
Bulo Burti,48215,8/1/1987,sh002,
Bulo Burti,48213,7/1/1987,sh002,
Bulo Burti,48208,6/1/1987,sh002,
Bulo Burti,48201,5/1/1987,sh002,
Bulo Burti,48194,4/1/1987,sh002,
Bulo Burti,48193,3/1/1987,sh002,
Bulo Burti,48186,2/1/1987,sh002,
Bulo Burti,48183,1/1/1987,sh002,
Bulo Burti,48175,31/12/1986,sh002,
Bulo Burti,48170,30/12/1986,sh002,
Bulo Burti,48164,29/12/1986,sh002,
Bulo Burti,48159,28/12/1986,sh002,
Bulo Burti,48157,27/12/1986,sh002,
Bulo Burti,48152,26/12/1986,sh002,
Bulo Burti,48145,25/12/1986,sh002,
Bulo Burti,48143,24/12/1986,sh002,
Bulo Burti,48135,23/12/1986,sh002,
Bulo Burti,48129,22/12/1986,sh002,
Bulo Burti,48125,21/12/1986,sh002,
Bulo Burti,48123,20/12/1986,sh002,
Bulo Burti,48118,19/12/1986,sh002,
Bulo Burti,48110,18/12/1986,sh002,
Bulo Burti,48107,17/12/1986,sh002,
Bulo Burti,48101,16/12/1986,sh002,
Bulo Burti,48096,15/12/1986,sh002,
Bulo Burti,48091,14/12/1986,sh002,
Bulo Burti,48084,13/12/1986,sh002,
Bulo Burti,48080,12/12/1986,sh002,
Bulo Burti,48078,11/12/1986,sh002,
Bulo Burti,48073,10/12/1986,sh002,
Bulo Burti,48064,9/12/1986,sh002,
Bulo Burti,48059,8/12/1986,sh002,
Bulo Burti,48057,7/12/1986,sh002,
Bulo Burti,48049,6/12/1986,sh002,
Bulo Burti,48045,5/12/1986,sh002,
Bulo Burti,48039,4/12/1986,sh002,
Bulo Burti,48036,3/12/1986,sh002,
Bulo Burti,48031,2/12/1986,sh002,
Bulo Burti,48028,1/12/1986,sh002,
Bulo Burti,48023,30/11/1986,sh002,
Bulo Burti,48017,29/11/1986,sh002,
Bulo Burti,48009,28/11/1986,sh002,
Bulo Burti,48008,27/11/1986,sh002,
Bulo Burti,48000,26/11/1986,sh002,
Bulo Burti,47995,25/11/1986,sh002,1.251
Bulo Burti,47993,24/11/1986,sh002,1.316
Bulo Burti,47986,23/11/1986,sh002,1.336
Bulo Burti,47979,22/11/1986,sh002,1.351
Bulo Burti,47976,21/11/1986,sh002,1.369
Bulo Burti,47973,20/11/1986,sh002,1.386
Bulo Burti,47967,19/11/1986,sh002,1.407
Bulo Burti,47963,18/11/1986,sh002,1.569
Bulo Burti,47958,17/11/1986,sh002,1.602
Bulo Burti,47952,16/11/1986,sh002,1.702
Bulo Burti,47945,15/11/1986,sh002,1.802
Bulo Burti,47940,14/11/1986,sh002,1.854
Bulo Burti,47938,13/11/1986,sh002,1.877
Bulo Burti,47930,12/11/1986,sh002,1.905
Bulo Burti,47927,11/11/1986,sh002,2.003
Bulo Burti,47919,10/11/1986,sh002,2.157
Bulo Burti,47916,9/11/1986,sh002,2.199
Bulo Burti,47912,8/11/1986,sh002,2.272
Bulo Burti,47904,7/11/1986,sh002,2.392
Bulo Burti,47899,6/11/1986,sh002,2.481
Bulo Burti,47896,5/11/1986,sh002,2.772
Bulo Burti,47893,4/11/1986,sh002,2.814
Bulo Burti,47884,3/11/1986,sh002,2.973
Bulo Burti,47882,2/11/1986,sh002,2.644
Bulo Burti,47877,1/11/1986,sh002,2.289
Bulo Burti,47873,31/10/1986,sh002,2.572
Bulo Burti,47867,30/10/1986,sh002,2.793
Bulo Burti,47863,29/10/1986,sh002,3.119
Bulo Burti,47855,28/10/1986,sh002,3.334
Bulo Burti,47849,27/10/1986,sh002,3.369
Bulo Burti,47845,26/10/1986,sh002,2.598
Bulo Burti,47843,25/10/1986,sh002,2.406
Bulo Burti,47834,24/10/1986,sh002,2.361
Bulo Burti,47833,23/10/1986,sh002,2.415
Bulo Burti,47828,22/10/1986,sh002,2.561
Bulo Burti,47822,21/10/1986,sh002,2.654
Bulo Burti,47818,20/10/1986,sh002,2.725
Bulo Burti,47813,19/10/1986,sh002,2.945
Bulo Burti,47807,18/10/1986,sh002,3.017
Bulo Burti,47802,17/10/1986,sh002,3.284
Bulo Burti,47797,16/10/1986,sh002,3.35
Bulo Burti,47791,15/10/1986,sh002,3.333
Bulo Burti,47787,14/10/1986,sh002,3.293
Bulo Burti,47780,13/10/1986,sh002,3.141
Bulo Burti,47774,12/10/1986,sh002,3.099
Bulo Burti,47772,11/10/1986,sh002,3.093
Bulo Burti,47766,10/10/1986,sh002,3.056
Bulo Burti,47762,9/10/1986,sh002,2.992
Bulo Burti,47756,8/10/1986,sh002,3.01
Bulo Burti,47749,7/10/1986,sh002,3.176
Bulo Burti,47745,6/10/1986,sh002,3.346
Bulo Burti,47741,5/10/1986,sh002,3.456
Bulo Burti,47734,4/10/1986,sh002,3.52
Bulo Burti,47730,3/10/1986,sh002,3.575
Bulo Burti,47727,2/10/1986,sh002,3.609
Bulo Burti,47721,1/10/1986,sh002,3.776
Bulo Burti,47718,30/09/1986,sh002,3.836
Bulo Burti,47709,29/09/1986,sh002,3.939
