location,id,date,station_number,level__m
Belet Weyne,79810,2/12/2005,sh001,3.32
Belet Weyne,79804,1/12/2005,sh001,3.42
Belet Weyne,79797,30/11/2005,sh001,3.54
Belet Weyne,79794,29/11/2005,sh001,3.66
Belet Weyne,79789,28/11/2005,sh001,3.62
Belet Weyne,79783,27/11/2005,sh001,3.54
Belet Weyne,79781,26/11/2005,sh001,2.92
Belet Weyne,79775,25/11/2005,sh001,2.74
Belet Weyne,79767,24/11/2005,sh001,2.64
Belet Weyne,79766,23/11/2005,sh001,2.64
Belet Weyne,79761,22/11/2005,sh001,2.64
Belet Weyne,79754,21/11/2005,sh001,2.64
Belet Weyne,79749,20/11/2005,sh001,2.68
Belet Weyne,79742,19/11/2005,sh001,2.62
Belet Weyne,79737,18/11/2005,sh001,2.68
Belet Weyne,79735,17/11/2005,sh001,2.76
Belet Weyne,79730,16/11/2005,sh001,2.78
Belet Weyne,79724,15/11/2005,sh001,2.84
Belet Weyne,79721,14/11/2005,sh001,2.86
Belet Weyne,79713,13/11/2005,sh001,2.88
Belet Weyne,79708,12/11/2005,sh001,2.92
Belet Weyne,79702,11/11/2005,sh001,2.96
Belet Weyne,79700,10/11/2005,sh001,3.02
Belet Weyne,79692,9/11/2005,sh001,3.04
Belet Weyne,79688,8/11/2005,sh001,2.88
Belet Weyne,79685,7/11/2005,sh001,2.88
Belet Weyne,79678,6/11/2005,sh001,2.88
Belet Weyne,79673,5/11/2005,sh001,2.88
Belet Weyne,79670,4/11/2005,sh001,2.92
Belet Weyne,79665,3/11/2005,sh001,2.94
Belet Weyne,79661,2/11/2005,sh001,3
Belet Weyne,79654,1/11/2005,sh001,3.04
Belet Weyne,79647,31/10/2005,sh001,3.1
Belet Weyne,79643,30/10/2005,sh001,3.16
Belet Weyne,79639,29/10/2005,sh001,3.22
Belet Weyne,79633,28/10/2005,sh001,3.3
Belet Weyne,79627,27/10/2005,sh001,3.4
Belet Weyne,79622,26/10/2005,sh001,3.48
Belet Weyne,79620,25/10/2005,sh001,3.56
Belet Weyne,79614,24/10/2005,sh001,3.64
Belet Weyne,79610,23/10/2005,sh001,3.68
Belet Weyne,79603,22/10/2005,sh001,3.64
Belet Weyne,79597,21/10/2005,sh001,3.8
Belet Weyne,79594,20/10/2005,sh001,3.88
Belet Weyne,79589,19/10/2005,sh001,3.9
Belet Weyne,79586,18/10/2005,sh001,3.7
Belet Weyne,79580,17/10/2005,sh001,3.4
Belet Weyne,79573,16/10/2005,sh001,3.38
Belet Weyne,79569,15/10/2005,sh001,3.44
Belet Weyne,79562,14/10/2005,sh001,3.52
Belet Weyne,79560,13/10/2005,sh001,3.48
Belet Weyne,79556,12/10/2005,sh001,3.46
Belet Weyne,79549,11/10/2005,sh001,3.46
Belet Weyne,79544,10/10/2005,sh001,3.46
Belet Weyne,79540,9/10/2005,sh001,3.42
Belet Weyne,79536,8/10/2005,sh001,3.38
Belet Weyne,79527,7/10/2005,sh001,3.4
Belet Weyne,79525,6/10/2005,sh001,3.42
Belet Weyne,79519,5/10/2005,sh001,3.5
Belet Weyne,79513,4/10/2005,sh001,3.64
Belet Weyne,79511,3/10/2005,sh001,3.77
Belet Weyne,79504,2/10/2005,sh001,3.9
Belet Weyne,79499,1/10/2005,sh001,4.02
Belet Weyne,79493,30/09/2005,sh001,4.18
Belet Weyne,79489,29/09/2005,sh001,4.4
Belet Weyne,79482,28/09/2005,sh001,4.62
Belet Weyne,79480,27/09/2005,sh001,4.74
Belet Weyne,79472,26/09/2005,sh001,4.28
Belet Weyne,79467,25/09/2005,sh001,4.26
Belet Weyne,79462,24/09/2005,sh001,4.72
Belet Weyne,79458,23/09/2005,sh001,4.62
Belet Weyne,79455,22/09/2005,sh001,4.5
Belet Weyne,79447,21/09/2005,sh001,4.33
Belet Weyne,79444,20/09/2005,sh001,4.26
Belet Weyne,79440,19/09/2005,sh001,4.2
Belet Weyne,79436,18/09/2005,sh001,3.92
Belet Weyne,79428,17/09/2005,sh001,3.94
Belet Weyne,79424,16/09/2005,sh001,3.94
Belet Weyne,79417,15/09/2005,sh001,3.94
Belet Weyne,79416,14/09/2005,sh001,3.9
Belet Weyne,79408,13/09/2005,sh001,3.73
Belet Weyne,79406,12/9/2005,sh001,3.73
Belet Weyne,79399,11/9/2005,sh001,3.86
Belet Weyne,79394,10/9/2005,sh001,3.94
Belet Weyne,79387,9/9/2005,sh001,4.2
Belet Weyne,79386,8/9/2005,sh001,4.24
Belet Weyne,79381,7/9/2005,sh001,4.2
Belet Weyne,79373,6/9/2005,sh001,4.24
Belet Weyne,79369,5/9/2005,sh001,4.32
Belet Weyne,79365,4/9/2005,sh001,4.3
Belet Weyne,79361,3/9/2005,sh001,4.06
Belet Weyne,79354,2/9/2005,sh001,4.2
Belet Weyne,79350,1/9/2005,sh001,4.26
Belet Weyne,79343,31/08/2005,sh001,4.36
Belet Weyne,79339,30/08/2005,sh001,4.3
Belet Weyne,79336,29/08/2005,sh001,4
Belet Weyne,79327,28/08/2005,sh001,3.98
Belet Weyne,79326,27/08/2005,sh001,4.1
Belet Weyne,79320,26/08/2005,sh001,4.2
Belet Weyne,79314,25/08/2005,sh001,4.08
Belet Weyne,79310,24/08/2005,sh001,3.92
Belet Weyne,79306,23/08/2005,sh001,3.74
Belet Weyne,79301,22/08/2005,sh001,3.78
Belet Weyne,79294,21/08/2005,sh001,3.88
Belet Weyne,79291,20/08/2005,sh001,3.92
Belet Weyne,79286,19/08/2005,sh001,3.78
Belet Weyne,79280,18/08/2005,sh001,3.54
Belet Weyne,79274,17/08/2005,sh001,3.36
Belet Weyne,79271,16/08/2005,sh001,3.44
Belet Weyne,79262,15/08/2005,sh001,3.48
Belet Weyne,79260,14/08/2005,sh001,3.55
Belet Weyne,79256,13/08/2005,sh001,3.64
Belet Weyne,79250,12/8/2005,sh001,3.72
Belet Weyne,79244,11/8/2005,sh001,3.82
Belet Weyne,79238,10/8/2005,sh001,3.9
Belet Weyne,79232,9/8/2005,sh001,3.96
Belet Weyne,79229,8/8/2005,sh001,4.16
Belet Weyne,79224,7/8/2005,sh001,4.12
Belet Weyne,79221,6/8/2005,sh001,4.14
Belet Weyne,79215,5/8/2005,sh001,4.1
Belet Weyne,79209,4/8/2005,sh001,4.06
Belet Weyne,79205,3/8/2005,sh001,4.06
Belet Weyne,79198,2/8/2005,sh001,4.06
Belet Weyne,79195,1/8/2005,sh001,4.06
Belet Weyne,79190,31/07/2005,sh001,3.98
Belet Weyne,79186,30/07/2005,sh001,3.84
Belet Weyne,79181,29/07/2005,sh001,3.82
Belet Weyne,79174,28/07/2005,sh001,3.7
Belet Weyne,79167,27/07/2005,sh001,3.62
Belet Weyne,79163,26/07/2005,sh001,3.58
Belet Weyne,79161,25/07/2005,sh001,3.4
Belet Weyne,79156,24/07/2005,sh001,3.54
Belet Weyne,79149,23/07/2005,sh001,3.56
Belet Weyne,79142,22/07/2005,sh001,3.58
Belet Weyne,79138,21/07/2005,sh001,3.58
Belet Weyne,79133,20/07/2005,sh001,3.66
Belet Weyne,79130,19/07/2005,sh001,3.64
Belet Weyne,79124,18/07/2005,sh001,3.42
Belet Weyne,79121,17/07/2005,sh001,3.46
Belet Weyne,79114,16/07/2005,sh001,3.26
Belet Weyne,79109,15/07/2005,sh001,3.22
Belet Weyne,79104,14/07/2005,sh001,3.22
Belet Weyne,79101,13/07/2005,sh001,3.3
Belet Weyne,79096,12/7/2005,sh001,3.34
Belet Weyne,79090,11/7/2005,sh001,3.4
Belet Weyne,79086,10/7/2005,sh001,3.46
Belet Weyne,79077,9/7/2005,sh001,3.4
Belet Weyne,79075,8/7/2005,sh001,3.3
Belet Weyne,79070,7/7/2005,sh001,3.3
Belet Weyne,79062,6/7/2005,sh001,3.3
Belet Weyne,79061,5/7/2005,sh001,3.32
Belet Weyne,79053,4/7/2005,sh001,3.35
Belet Weyne,79049,3/7/2005,sh001,3.4
Belet Weyne,79043,2/7/2005,sh001,3.47
Belet Weyne,79041,1/7/2005,sh001,3.5
Belet Weyne,79035,30/06/2005,sh001,3.52
Belet Weyne,79030,29/06/2005,sh001,3.52
Belet Weyne,79024,28/06/2005,sh001,3.58
Belet Weyne,79017,27/06/2005,sh001,3.52
Belet Weyne,79012,26/06/2005,sh001,3.52
Belet Weyne,79009,25/06/2005,sh001,3.54
Belet Weyne,79004,24/06/2005,sh001,3.52
Belet Weyne,78997,23/06/2005,sh001,3.42
Belet Weyne,78995,22/06/2005,sh001,3.52
Belet Weyne,78991,21/06/2005,sh001,3.61
Belet Weyne,78986,20/06/2005,sh001,3.82
Belet Weyne,78977,19/06/2005,sh001,3.9
Belet Weyne,78973,18/06/2005,sh001,4
Belet Weyne,78969,17/06/2005,sh001,4.05
Belet Weyne,78963,16/06/2005,sh001,4.08
Belet Weyne,78958,15/06/2005,sh001,4.2
Belet Weyne,78952,14/06/2005,sh001,4.42
Belet Weyne,78947,13/06/2005,sh001,4.74
Belet Weyne,78943,12/6/2005,sh001,5.06
Belet Weyne,78941,11/6/2005,sh001,5.6
Belet Weyne,78936,10/6/2005,sh001,6.96
Belet Weyne,78931,9/6/2005,sh001,8.26
Belet Weyne,78922,8/6/2005,sh001,8.36
Belet Weyne,78920,7/6/2005,sh001,8.38
Belet Weyne,78914,6/6/2005,sh001,8.32
Belet Weyne,78910,5/6/2005,sh001,8.3
Belet Weyne,78906,4/6/2005,sh001,8.22
Belet Weyne,78899,3/6/2005,sh001,8.2
Belet Weyne,78892,2/6/2005,sh001,8.2
Belet Weyne,78887,1/6/2005,sh001,8.24
Belet Weyne,78884,31/05/2005,sh001,8.22
Belet Weyne,78881,30/05/2005,sh001,8.2
Belet Weyne,78874,29/05/2005,sh001,8.2
Belet Weyne,78869,28/05/2005,sh001,8.2
Belet Weyne,78866,27/05/2005,sh001,8.18
Belet Weyne,78857,26/05/2005,sh001,8.2
Belet Weyne,78852,25/05/2005,sh001,8.22
Belet Weyne,78850,24/05/2005,sh001,8.25
Belet Weyne,78845,23/05/2005,sh001,8.25
Belet Weyne,78840,22/05/2005,sh001,8.22
Belet Weyne,78834,21/05/2005,sh001,8.21
Belet Weyne,78830,20/05/2005,sh001,8.16
Belet Weyne,78825,19/05/2005,sh001,8.14
Belet Weyne,78821,18/05/2005,sh001,8.06
Belet Weyne,78816,17/05/2005,sh001,7.738
Belet Weyne,78809,16/05/2005,sh001,7.7
Belet Weyne,78805,15/05/2005,sh001,7.75
Belet Weyne,78801,14/05/2005,sh001,7.6
Belet Weyne,78795,13/05/2005,sh001,7.5
Belet Weyne,78790,12/5/2005,sh001,7.4
Belet Weyne,78786,11/5/2005,sh001,7.3
Belet Weyne,78777,10/5/2005,sh001,7.2
Belet Weyne,78772,9/5/2005,sh001,6.96
Belet Weyne,78769,8/5/2005,sh001,6.8
Belet Weyne,78766,7/5/2005,sh001,6.64
Belet Weyne,78761,6/5/2005,sh001,6.38
Belet Weyne,78756,5/5/2005,sh001,6.18
Belet Weyne,78748,4/5/2005,sh001,5.94
Belet Weyne,78742,3/5/2005,sh001,5.84
Belet Weyne,78740,2/5/2005,sh001,5.78
Belet Weyne,78736,1/5/2005,sh001,5.7
Belet Weyne,78727,30/04/2005,sh001,5.7
Belet Weyne,78725,29/04/2005,sh001,5.3
Belet Weyne,78720,28/04/2005,sh001,5.18
Belet Weyne,78715,27/04/2005,sh001,4.32
Belet Weyne,78709,26/04/2005,sh001,3.84
Belet Weyne,78702,25/04/2005,sh001,4.04
Belet Weyne,78700,24/04/2005,sh001,4.34
Belet Weyne,78693,23/04/2005,sh001,4.28
Belet Weyne,78689,22/04/2005,sh001,4.2
Belet Weyne,78683,21/04/2005,sh001,3.48
Belet Weyne,78678,20/04/2005,sh001,2.38
Belet Weyne,78675,19/04/2005,sh001,2.38
Belet Weyne,78667,18/04/2005,sh001,2.4
Belet Weyne,78666,17/04/2005,sh001,2.4
Belet Weyne,78659,16/04/2005,sh001,2.4
Belet Weyne,78653,15/04/2005,sh001,2.42
Belet Weyne,78649,14/04/2005,sh001,2.42
Belet Weyne,78645,13/04/2005,sh001,2.44
Belet Weyne,78639,12/4/2005,sh001,2.46
Belet Weyne,78635,11/4/2005,sh001,2.48
Belet Weyne,78631,10/4/2005,sh001,2.42
Belet Weyne,78622,9/4/2005,sh001,2.55
Belet Weyne,78620,8/4/2005,sh001,2.58
Belet Weyne,78615,7/4/2005,sh001,2.64
Belet Weyne,78608,6/4/2005,sh001,2.68
Belet Weyne,78605,5/4/2005,sh001,2.7
Belet Weyne,78599,4/4/2005,sh001,2.78
Belet Weyne,78596,3/4/2005,sh001,2.84
Belet Weyne,78591,2/4/2005,sh001,2.9
Belet Weyne,78584,1/4/2005,sh001,2.84
Belet Weyne,78577,31/03/2005,sh001,2.84
Belet Weyne,78573,30/03/2005,sh001,2.76
Belet Weyne,78570,29/03/2005,sh001,2.76
Belet Weyne,78566,28/03/2005,sh001,2.7
Belet Weyne,78559,27/03/2005,sh001,2.64
Belet Weyne,78555,26/03/2005,sh001,2.6
Belet Weyne,78549,25/03/2005,sh001,2.5
Belet Weyne,78546,24/03/2005,sh001,2.48
Belet Weyne,78539,23/03/2005,sh001,2.52
Belet Weyne,78534,22/03/2005,sh001,2.65
Belet Weyne,78530,21/03/2005,sh001,2.63
Belet Weyne,78523,20/03/2005,sh001,2.76
Belet Weyne,78518,19/03/2005,sh001,2.7
Belet Weyne,78516,18/03/2005,sh001,2.35
Belet Weyne,78509,17/03/2005,sh001,2.2
Belet Weyne,78505,16/03/2005,sh001,2.2
Belet Weyne,78500,15/03/2005,sh001,2.2
Belet Weyne,78493,14/03/2005,sh001,2.18
Belet Weyne,78490,13/03/2005,sh001,2.16
Belet Weyne,78484,12/3/2005,sh001,2.18
Belet Weyne,78480,11/3/2005,sh001,2.18
Belet Weyne,78476,10/3/2005,sh001,2.16
Belet Weyne,78471,9/3/2005,sh001,2.15
Belet Weyne,78462,8/3/2005,sh001,2.16
Belet Weyne,78460,7/3/2005,sh001,2.18
Belet Weyne,78453,6/3/2005,sh001,2.19
Belet Weyne,78447,5/3/2005,sh001,2.2
Belet Weyne,78445,4/3/2005,sh001,2.2
Belet Weyne,78438,3/3/2005,sh001,2.19
Belet Weyne,78435,2/3/2005,sh001,2.18
Belet Weyne,78430,1/3/2005,sh001,2.18
Belet Weyne,78425,28/02/2005,sh001,2.3
Belet Weyne,78419,27/02/2005,sh001,2.33
Belet Weyne,78416,26/02/2005,sh001,2.3
Belet Weyne,78411,25/02/2005,sh001,2.23
Belet Weyne,78404,24/02/2005,sh001,2.23
Belet Weyne,78398,23/02/2005,sh001,2.22
Belet Weyne,78394,22/02/2005,sh001,2.21
Belet Weyne,78389,21/02/2005,sh001,2.24
Belet Weyne,78385,20/02/2005,sh001,2.26
Belet Weyne,78381,19/02/2005,sh001,2.28
Belet Weyne,78375,18/02/2005,sh001,2.28
Belet Weyne,78369,17/02/2005,sh001,2.29
Belet Weyne,78363,16/02/2005,sh001,2.3
Belet Weyne,78359,15/02/2005,sh001,2.3
Belet Weyne,78356,14/02/2005,sh001,2.32
Belet Weyne,78347,13/02/2005,sh001,2.32
Belet Weyne,78343,12/2/2005,sh001,2.3
Belet Weyne,78338,11/2/2005,sh001,2.28
Belet Weyne,78334,10/2/2005,sh001,2.27
Belet Weyne,78328,9/2/2005,sh001,2.26
Belet Weyne,78322,8/2/2005,sh001,2.27
Belet Weyne,78321,7/2/2005,sh001,2.26
Belet Weyne,78315,6/2/2005,sh001,2.26
Belet Weyne,78309,5/2/2005,sh001,2.26
Belet Weyne,78305,4/2/2005,sh001,2.28
Belet Weyne,78300,3/2/2005,sh001,2.3
Belet Weyne,78293,2/2/2005,sh001,2.33
Belet Weyne,78287,1/2/2005,sh001,2.32
Belet Weyne,78284,31/01/2005,sh001,2.34
Belet Weyne,78277,30/01/2005,sh001,2.33
Belet Weyne,78272,29/01/2005,sh001,2.31
Belet Weyne,78270,28/01/2005,sh001,2.34
Belet Weyne,78264,27/01/2005,sh001,2.28
Belet Weyne,78257,26/01/2005,sh001,2.26
Belet Weyne,78253,25/01/2005,sh001,2.25
Belet Weyne,78247,24/01/2005,sh001,2.26
Belet Weyne,78242,23/01/2005,sh001,2.3
Belet Weyne,78238,22/01/2005,sh001,2.32
Belet Weyne,78234,21/01/2005,sh001,2.32
Belet Weyne,78228,20/01/2005,sh001,2.32
Belet Weyne,78226,19/01/2005,sh001,2.33
Belet Weyne,78221,18/01/2005,sh001,2.24
Belet Weyne,78213,17/01/2005,sh001,2.34
Belet Weyne,78210,16/01/2005,sh001,2.34
Belet Weyne,78205,15/01/2005,sh001,2.33
Belet Weyne,78199,14/01/2005,sh001,2.332
Belet Weyne,78195,13/01/2005,sh001,2.32
Belet Weyne,78189,12/1/2005,sh001,2.32
Belet Weyne,78184,11/1/2005,sh001,2.3
Belet Weyne,78179,10/1/2005,sh001,2.34
Belet Weyne,78176,9/1/2005,sh001,2.35
Belet Weyne,78169,8/1/2005,sh001,2.32
Belet Weyne,78166,7/1/2005,sh001,2.32
Belet Weyne,78158,6/1/2005,sh001,2.32
Belet Weyne,78155,5/1/2005,sh001,2.32
Belet Weyne,78151,4/1/2005,sh001,2.32
Belet Weyne,78143,3/1/2005,sh001,2.32
Belet Weyne,78137,2/1/2005,sh001,2.32
Belet Weyne,78132,1/1/2005,sh001,2.34
Belet Weyne,78128,31/12/2004,sh001,2.34
Belet Weyne,78122,30/12/2004,sh001,2.33
Belet Weyne,78118,29/12/2004,sh001,2.32
Belet Weyne,78115,28/12/2004,sh001,2.34
Belet Weyne,78109,27/12/2004,sh001,2.36
Belet Weyne,78102,26/12/2004,sh001,2.4
Belet Weyne,78098,25/12/2004,sh001,2.42
Belet Weyne,78092,24/12/2004,sh001,2.44
Belet Weyne,78090,23/12/2004,sh001,2.46
Belet Weyne,78082,22/12/2004,sh001,2.49
Belet Weyne,78079,21/12/2004,sh001,2.5
Belet Weyne,78075,20/12/2004,sh001,2.47
Belet Weyne,78070,19/12/2004,sh001,2.43
Belet Weyne,78063,18/12/2004,sh001,2.43
Belet Weyne,78057,17/12/2004,sh001,2.43
Belet Weyne,78056,16/12/2004,sh001,2.46
Belet Weyne,78049,15/12/2004,sh001,2.46
Belet Weyne,78044,14/12/2004,sh001,2.47
Belet Weyne,78037,13/12/2004,sh001,2.5
Belet Weyne,78035,12/12/2004,sh001,2.56
Belet Weyne,78027,11/12/2004,sh001,2.63
Belet Weyne,78024,10/12/2004,sh001,2.67
Belet Weyne,78018,9/12/2004,sh001,2.74
Belet Weyne,78016,8/12/2004,sh001,2.81
Belet Weyne,78011,7/12/2004,sh001,2.88
Belet Weyne,78005,6/12/2004,sh001,3
Belet Weyne,77998,5/12/2004,sh001,3.12
Belet Weyne,77992,4/12/2004,sh001,3.34
Belet Weyne,77990,3/12/2004,sh001,3.57
Belet Weyne,77985,2/12/2004,sh001,3.86
Belet Weyne,77977,1/12/2004,sh001,4.14
Belet Weyne,77974,30/11/2004,sh001,4.2
Belet Weyne,77971,29/11/2004,sh001,3.14
Belet Weyne,77965,28/11/2004,sh001,3.25
Belet Weyne,77960,27/11/2004,sh001,3.84
Belet Weyne,77955,26/11/2004,sh001,3.75
Belet Weyne,77947,25/11/2004,sh001,3.44
Belet Weyne,77945,24/11/2004,sh001,3.36
Belet Weyne,77940,23/11/2004,sh001,3.54
Belet Weyne,77932,22/11/2004,sh001,2.88
Belet Weyne,77928,21/11/2004,sh001,2.94
Belet Weyne,77926,20/11/2004,sh001,3
Belet Weyne,77917,19/11/2004,sh001,3.12
Belet Weyne,77912,18/11/2004,sh001,3.26
Belet Weyne,77909,17/11/2004,sh001,3.14
Belet Weyne,77905,16/11/2004,sh001,3.24
Belet Weyne,77900,15/11/2004,sh001,3.4
Belet Weyne,77893,14/11/2004,sh001,3.56
Belet Weyne,77891,13/11/2004,sh001,3.67
Belet Weyne,77882,12/11/2004,sh001,3.8
Belet Weyne,77881,11/11/2004,sh001,3.96
Belet Weyne,77876,10/11/2004,sh001,4.05
Belet Weyne,77869,9/11/2004,sh001,4.15
Belet Weyne,77865,8/11/2004,sh001,4.152
Belet Weyne,77860,7/11/2004,sh001,4.155
Belet Weyne,77854,6/11/2004,sh001,4.157
Belet Weyne,77848,5/11/2004,sh001,4.16
Belet Weyne,77844,4/11/2004,sh001,4.162
Belet Weyne,77841,3/11/2004,sh001,4.165
Belet Weyne,77834,2/11/2004,sh001,4.167
Belet Weyne,77828,1/11/2004,sh001,4.17
Belet Weyne,77823,31/10/2004,sh001,4.172
Belet Weyne,77821,30/10/2004,sh001,4.175
Belet Weyne,77816,29/10/2004,sh001,4.177
Belet Weyne,77809,28/10/2004,sh001,4.18
Belet Weyne,77804,27/10/2004,sh001,4.182
Belet Weyne,77800,26/10/2004,sh001,4.185
Belet Weyne,77792,25/10/2004,sh001,4.187
Belet Weyne,77791,24/10/2004,sh001,4.19
Belet Weyne,77783,23/10/2004,sh001,4.192
Belet Weyne,77778,22/10/2004,sh001,4.195
Belet Weyne,77774,21/10/2004,sh001,4.197
Belet Weyne,77770,20/10/2004,sh001,4.2
Belet Weyne,77764,19/10/2004,sh001,3.94
Belet Weyne,77759,18/10/2004,sh001,3.76
Belet Weyne,77752,17/10/2004,sh001,3.78
Belet Weyne,77751,16/10/2004,sh001,3.76
Belet Weyne,77745,15/10/2004,sh001,3.64
Belet Weyne,77740,14/10/2004,sh001,2.56
Belet Weyne,77732,13/10/2004,sh001,2.8
Belet Weyne,77727,12/10/2004,sh001,2.9
Belet Weyne,77726,11/10/2004,sh001,2.92
Belet Weyne,77717,10/10/2004,sh001,2.85
Belet Weyne,77715,9/10/2004,sh001,2.9
Belet Weyne,77707,8/10/2004,sh001,2.95
Belet Weyne,77706,7/10/2004,sh001,3
Belet Weyne,77697,6/10/2004,sh001,3
Belet Weyne,77693,5/10/2004,sh001,3.2
Belet Weyne,77687,4/10/2004,sh001,3.25
Belet Weyne,77684,3/10/2004,sh001,3.25
Belet Weyne,77681,2/10/2004,sh001,3.38
Belet Weyne,77674,1/10/2004,sh001,3.5
Belet Weyne,77667,30/09/2004,sh001,3.6
Belet Weyne,77663,29/09/2004,sh001,3.45
Belet Weyne,77661,28/09/2004,sh001,3.38
Belet Weyne,77652,27/09/2004,sh001,3.5
Belet Weyne,77647,26/09/2004,sh001,3.6
Belet Weyne,77642,25/09/2004,sh001,3.6
Belet Weyne,77640,24/09/2004,sh001,3.6
Belet Weyne,77633,23/09/2004,sh001,3.66
Belet Weyne,77629,22/09/2004,sh001,3.68
Belet Weyne,77622,21/09/2004,sh001,3.56
Belet Weyne,77619,20/09/2004,sh001,3.1
Belet Weyne,77612,19/09/2004,sh001,3.12
Belet Weyne,77607,18/09/2004,sh001,3.26
Belet Weyne,77602,17/09/2004,sh001,3.3
Belet Weyne,77599,16/09/2004,sh001,3.3
Belet Weyne,77593,15/09/2004,sh001,3.4
Belet Weyne,77588,14/09/2004,sh001,3.48
Belet Weyne,77584,13/09/2004,sh001,3.52
Belet Weyne,77577,12/9/2004,sh001,3.2
Belet Weyne,77576,11/9/2004,sh001,3.02
Belet Weyne,77571,10/9/2004,sh001,3.04
Belet Weyne,77565,9/9/2004,sh001,3.06
Belet Weyne,77558,8/9/2004,sh001,3.08
Belet Weyne,77556,7/9/2004,sh001,3.18
Belet Weyne,77547,6/9/2004,sh001,3.25
Belet Weyne,77546,5/9/2004,sh001,3.35
Belet Weyne,77537,4/9/2004,sh001,3.28
Belet Weyne,77533,3/9/2004,sh001,3.2
Belet Weyne,77527,2/9/2004,sh001,3.1
Belet Weyne,77523,1/9/2004,sh001,3.22
Belet Weyne,77519,31/08/2004,sh001,3.28
Belet Weyne,77513,30/08/2004,sh001,3.3
Belet Weyne,77510,29/08/2004,sh001,3.34
Belet Weyne,77505,28/08/2004,sh001,3.38
Belet Weyne,77498,27/08/2004,sh001,3.5
Belet Weyne,77495,26/08/2004,sh001,3.6
Belet Weyne,77489,25/08/2004,sh001,3.74
Belet Weyne,77485,24/08/2004,sh001,3.76
Belet Weyne,77477,23/08/2004,sh001,3.72
Belet Weyne,77473,22/08/2004,sh001,3.52
Belet Weyne,77468,21/08/2004,sh001,3.42
Belet Weyne,77466,20/08/2004,sh001,3.5
Belet Weyne,77461,19/08/2004,sh001,3.68
Belet Weyne,77453,18/08/2004,sh001,3.64
Belet Weyne,77447,17/08/2004,sh001,3.34
Belet Weyne,77443,16/08/2004,sh001,3.24
Belet Weyne,77437,15/08/2004,sh001,3.26
Belet Weyne,77434,14/08/2004,sh001,3.3
Belet Weyne,77427,13/08/2004,sh001,3.34
Belet Weyne,77425,12/8/2004,sh001,2.94
Belet Weyne,77418,11/8/2004,sh001,2.94
Belet Weyne,77416,10/8/2004,sh001,2.94
Belet Weyne,77410,9/8/2004,sh001,2.94
Belet Weyne,77404,8/8/2004,sh001,2.94
Belet Weyne,77397,7/8/2004,sh001,3.02
Belet Weyne,77393,6/8/2004,sh001,3.18
Belet Weyne,77390,5/8/2004,sh001,3.24
Belet Weyne,77382,4/8/2004,sh001,3.36
Belet Weyne,77381,3/8/2004,sh001,3.2
Belet Weyne,77375,2/8/2004,sh001,3.14
Belet Weyne,77369,1/8/2004,sh001,3.2
Belet Weyne,77363,31/07/2004,sh001,3.32
Belet Weyne,77359,30/07/2004,sh001,3.38
Belet Weyne,77354,29/07/2004,sh001,3.23
Belet Weyne,77351,28/07/2004,sh001,2.94
Belet Weyne,77344,27/07/2004,sh001,2.6
Belet Weyne,77340,26/07/2004,sh001,2.38
Belet Weyne,77332,25/07/2004,sh001,2.33
Belet Weyne,77327,24/07/2004,sh001,2.36
Belet Weyne,77323,23/07/2004,sh001,2.4
Belet Weyne,77320,22/07/2004,sh001,2.42
Belet Weyne,77316,21/07/2004,sh001,2.42
Belet Weyne,77308,20/07/2004,sh001,2.34
Belet Weyne,77304,19/07/2004,sh001,2.34
Belet Weyne,77299,18/07/2004,sh001,2.32
Belet Weyne,77294,17/07/2004,sh001,2.32
Belet Weyne,77287,16/07/2004,sh001,2.32
Belet Weyne,77284,15/07/2004,sh001,2.32
Belet Weyne,77280,14/07/2004,sh001,2.32
Belet Weyne,77276,13/07/2004,sh001,2.32
Belet Weyne,77268,12/7/2004,sh001,2.32
Belet Weyne,77264,11/7/2004,sh001,2.322
Belet Weyne,77261,10/7/2004,sh001,2.43
Belet Weyne,77254,9/7/2004,sh001,2.4
Belet Weyne,77248,8/7/2004,sh001,2.38
Belet Weyne,77245,7/7/2004,sh001,2.39
Belet Weyne,77237,6/7/2004,sh001,2.34
Belet Weyne,77234,5/7/2004,sh001,2.3
Belet Weyne,77227,4/7/2004,sh001,2.28
Belet Weyne,77223,3/7/2004,sh001,2.3
Belet Weyne,77219,2/7/2004,sh001,2.3
Belet Weyne,77215,1/7/2004,sh001,2.3
Belet Weyne,77211,30/06/2004,sh001,2.32
Belet Weyne,77206,29/06/2004,sh001,2.32
Belet Weyne,77197,28/06/2004,sh001,2.36
Belet Weyne,77196,27/06/2004,sh001,2.48
Belet Weyne,77189,26/06/2004,sh001,2.44
Belet Weyne,77186,25/06/2004,sh001,2.5
Belet Weyne,77178,24/06/2004,sh001,2.54
Belet Weyne,77176,23/06/2004,sh001,2.52
Belet Weyne,77167,22/06/2004,sh001,2.5
Belet Weyne,77164,21/06/2004,sh001,2.44
Belet Weyne,77160,20/06/2004,sh001,2.48
Belet Weyne,77156,19/06/2004,sh001,2.5
Belet Weyne,77149,18/06/2004,sh001,2.54
Belet Weyne,77145,17/06/2004,sh001,2.56
Belet Weyne,77139,16/06/2004,sh001,2.6
Belet Weyne,77132,15/06/2004,sh001,2.64
Belet Weyne,77128,14/06/2004,sh001,2.66
Belet Weyne,77124,13/06/2004,sh001,2.66
