district,month,region,threshold,value,year
Baraawe,08,Lower Shabelle,Normal,1.0,2022
Baraawe,05,Lower Shabelle,Alarm,0.64,2022
Baraawe,02,Lower Shabelle,Alarm,0.4,2022
Baraawe,03,Lower Shabelle,Alarm,0.38,2022
Baraawe,12,Lower Shabelle,Alarm,0.774,2022
Baraawe,01,Lower Shabelle,Alarm,0.38,2022
Baraawe,09,Lower Shabelle,Normal,1.1,2022
Baraawe,07,Lower Shabelle,Alert,0.87,2022
Baraawe,11,Lower Shabelle,Alert,0.918,2022
Baraawe,04,Lower Shabelle,Alarm,0.71,2021
Baraawe,03,Lower Shabelle,Normal,1.12,2021
Baraawe,02,Lower Shabelle,Normal,1.24,2021
Baraawe,06,Lower Shabelle,Alarm,0.73,2021
Baraawe,05,Lower Shabelle,Alarm,0.57,2021
Baraawe,12,Lower Shabelle,Alarm,0.44,2021
Baraawe,07,Lower Shabelle,Alert,0.92,2021
Baraawe,01,Lower Shabelle,Normal,1.07,2021
Baraawe,11,Lower Shabelle,Alarm,0.7,2021
Baraawe,08,Lower Shabelle,Normal,1.04,2021
Baraawe,09,Lower Shabelle,Normal,1.1,2021
Baraawe,10,Lower Shabelle,Normal,1.02,2021
Baraawe,10,Lower Shabelle,Normal,2.6,2020
Baraawe,03,Lower Shabelle,Normal,2.67,2020
Baraawe,06,Lower Shabelle,Normal,2.76,2020
Baraawe,05,Lower Shabelle,Normal,2.23,2020
Baraawe,08,Lower Shabelle,Normal,3.38,2020
Baraawe,01,Lower Shabelle,Normal,1.97,2020
Baraawe,02,Lower Shabelle,Normal,1.81,2020
Baraawe,11,Lower Shabelle,Normal,2.48,2020
Baraawe,12,Lower Shabelle,Normal,1.64,2020
Baraawe,09,Lower Shabelle,Normal,2.44,2020
Baraawe,04,Lower Shabelle,Normal,2.24,2020
Baraawe,07,Lower Shabelle,Normal,3.63,2020
Baraawe,02,Lower Shabelle,Alarm,0.33,2019
Baraawe,08,Lower Shabelle,Normal,1.18,2019
Baraawe,09,Lower Shabelle,Normal,1.28,2019
Baraawe,04,Lower Shabelle,Alarm,0.49,2019
Baraawe,11,Lower Shabelle,Normal,1.82,2019
Baraawe,07,Lower Shabelle,Normal,1.16,2019
Baraawe,03,Lower Shabelle,Alarm,0.59,2019
Baraawe,10,Lower Shabelle,Normal,2.23,2019
Baraawe,12,Lower Shabelle,Normal,1.99,2019
Baraawe,06,Lower Shabelle,Normal,1.04,2019
Baraawe,05,Lower Shabelle,Normal,1.1,2019
Baraawe,01,Lower Shabelle,Alarm,0.29,2019
Baraawe,12,Lower Shabelle,Alarm,0.28,2018
Baraawe,11,Lower Shabelle,Alarm,0.28,2018
Kurtunwaarey,07,Lower Shabelle,Alert,0.971,2024
Kurtunwaarey,05,Lower Shabelle,Normal,1.293,2024
Kurtunwaarey,03,Lower Shabelle,Normal,2.761,2024
Kurtunwaarey,04,Lower Shabelle,Normal,1.997,2024
Kurtunwaarey,06,Lower Shabelle,Normal,1.197,2024
Kurtunwaarey,01,Lower Shabelle,Normal,2.61,2024
Kurtunwaarey,02,Lower Shabelle,Normal,2.804,2024
Kurtunwaarey,08,Lower Shabelle,Alert,0.971,2024
Kurtunwaarey,09,Lower Shabelle,Normal,1.299,2024
Kurtunwaarey,10,Lower Shabelle,Alarm,0.758,2023
Kurtunwaarey,02,Lower Shabelle,Alarm,0.796,2023
Kurtunwaarey,07,Lower Shabelle,Alert,0.95,2023
Kurtunwaarey,12,Lower Shabelle,Normal,2.139,2023
Kurtunwaarey,09,Lower Shabelle,Alert,0.821,2023
Kurtunwaarey,08,Lower Shabelle,Alert,0.803,2023
Kurtunwaarey,11,Lower Shabelle,Normal,1.513,2023
Kurtunwaarey,03,Lower Shabelle,Alert,0.821,2023
Kurtunwaarey,04,Lower Shabelle,Normal,1.477,2023
Kurtunwaarey,01,Lower Shabelle,Alert,0.81,2023
Kurtunwaarey,05,Lower Shabelle,Normal,1.411,2023
Kurtunwaarey,06,Lower Shabelle,Normal,1.162,2023
Kurtunwaarey,11,Lower Shabelle,Alert,0.883,2022
Kurtunwaarey,03,Lower Shabelle,Alarm,0.23,2022
Kurtunwaarey,04,Lower Shabelle,Alarm,0.35,2022
Kurtunwaarey,07,Lower Shabelle,Alert,0.92,2022
Kurtunwaarey,12,Lower Shabelle,Alert,0.91,2022
Kurtunwaarey,05,Lower Shabelle,Alarm,0.52,2022
Kurtunwaarey,06,Lower Shabelle,Alarm,0.69,2022
Kurtunwaarey,08,Lower Shabelle,Alert,0.94,2022
Kurtunwaarey,01,Lower Shabelle,Alarm,0.28,2022
Kurtunwaarey,09,Lower Shabelle,Alert,0.95,2022
Kurtunwaarey,10,Lower Shabelle,Alert,0.97,2022
Kurtunwaarey,02,Lower Shabelle,Alarm,0.27,2022
Kurtunwaarey,04,Lower Shabelle,Alert,0.81,2021
Kurtunwaarey,01,Lower Shabelle,Normal,1.39,2021
Kurtunwaarey,06,Lower Shabelle,Alarm,0.55,2021
Kurtunwaarey,09,Lower Shabelle,Normal,1.05,2021
Kurtunwaarey,08,Lower Shabelle,Alert,0.93,2021
Kurtunwaarey,10,Lower Shabelle,Alarm,0.78,2021
Kurtunwaarey,03,Lower Shabelle,Normal,1.36,2021
Kurtunwaarey,05,Lower Shabelle,Alarm,0.58,2021
Kurtunwaarey,12,Lower Shabelle,Alarm,0.33,2021
Kurtunwaarey,11,Lower Shabelle,Alarm,0.52,2021
Kurtunwaarey,07,Lower Shabelle,Alarm,0.75,2021
Kurtunwaarey,02,Lower Shabelle,Normal,1.53,2021
Kurtunwaarey,09,Lower Shabelle,Normal,2.01,2020
Kurtunwaarey,06,Lower Shabelle,Normal,1.77,2020
Kurtunwaarey,05,Lower Shabelle,Normal,1.68,2020
Kurtunwaarey,12,Lower Shabelle,Normal,1.96,2020
Kurtunwaarey,03,Lower Shabelle,Normal,2.61,2020
Kurtunwaarey,01,Lower Shabelle,Normal,2.22,2020
Kurtunwaarey,07,Lower Shabelle,Normal,2.48,2020
Kurtunwaarey,04,Lower Shabelle,Normal,1.95,2020
Kurtunwaarey,11,Lower Shabelle,Normal,2.19,2020
Kurtunwaarey,02,Lower Shabelle,Normal,2.15,2020
Kurtunwaarey,08,Lower Shabelle,Normal,2.78,2020
Kurtunwaarey,10,Lower Shabelle,Normal,2.23,2020
Kurtunwaarey,03,Lower Shabelle,Alarm,0.78,2019
Kurtunwaarey,06,Lower Shabelle,Normal,1.08,2019
Kurtunwaarey,02,Lower Shabelle,Alarm,0.62,2019
Kurtunwaarey,12,Lower Shabelle,Normal,2.2,2019
Kurtunwaarey,10,Lower Shabelle,Normal,2.48,2019
Kurtunwaarey,11,Lower Shabelle,Normal,2.12,2019
Kurtunwaarey,09,Lower Shabelle,Normal,1.35,2019
Kurtunwaarey,07,Lower Shabelle,Normal,1.14,2019
Kurtunwaarey,04,Lower Shabelle,Alarm,0.78,2019
Kurtunwaarey,05,Lower Shabelle,Normal,1.21,2019
Kurtunwaarey,08,Lower Shabelle,Normal,1.18,2019
Kurtunwaarey,01,Lower Shabelle,Alarm,0.52,2019
Kurtunwaarey,12,Lower Shabelle,Alarm,0.45,2018
Kurtunwaarey,11,Lower Shabelle,Alarm,0.35,2018
Marka,09,Lower Shabelle,Normal,1.285,2024
Marka,08,Lower Shabelle,Alert,0.961,2024
Marka,02,Lower Shabelle,Normal,3.011,2024
Marka,04,Lower Shabelle,Normal,2.497,2024
Marka,06,Lower Shabelle,Normal,1.373,2024
Marka,03,Lower Shabelle,Normal,3.11,2024
Marka,07,Lower Shabelle,Alert,0.961,2024
Marka,05,Lower Shabelle,Normal,1.479,2024
Marka,01,Lower Shabelle,Normal,2.355,2024
Marka,01,Lower Shabelle,Normal,1.045,2023
Marka,07,Lower Shabelle,Alert,0.947,2023
Marka,12,Lower Shabelle,Normal,1.814,2023
Marka,08,Lower Shabelle,Alert,0.809,2023
Marka,04,Lower Shabelle,Normal,1.605,2023
Marka,10,Lower Shabelle,Alarm,0.784,2023
Marka,06,Lower Shabelle,Normal,1.2,2023
Marka,05,Lower Shabelle,Normal,1.502,2023
Marka,03,Lower Shabelle,Alert,0.919,2023
Marka,11,Lower Shabelle,Normal,1.252,2023
Marka,09,Lower Shabelle,Alert,0.818,2023
Marka,02,Lower Shabelle,Alert,0.876,2023
Marka,11,Lower Shabelle,Normal,1.003,2022
Marka,02,Lower Shabelle,Alarm,0.49,2022
Marka,05,Lower Shabelle,Alarm,0.63,2022
Marka,01,Lower Shabelle,Alarm,0.58,2022
Marka,07,Lower Shabelle,Alarm,0.78,2022
Marka,06,Lower Shabelle,Alarm,0.55,2022
Marka,08,Lower Shabelle,Alert,0.94,2022
Marka,10,Lower Shabelle,Alert,0.93,2022
Marka,12,Lower Shabelle,Normal,1.086,2022
Marka,04,Lower Shabelle,Alarm,0.51,2022
Marka,03,Lower Shabelle,Alarm,0.44,2022
Marka,09,Lower Shabelle,Alert,0.96,2022
Marka,12,Lower Shabelle,Alarm,0.62,2021
Marka,11,Lower Shabelle,Alarm,0.73,2021
Marka,03,Lower Shabelle,Normal,1.39,2021
Marka,06,Lower Shabelle,Alarm,0.72,2021
Marka,10,Lower Shabelle,Normal,1.04,2021
Marka,01,Lower Shabelle,Normal,1.45,2021
Marka,07,Lower Shabelle,Alert,0.81,2021
Marka,04,Lower Shabelle,Alert,0.87,2021
Marka,05,Lower Shabelle,Alarm,0.7,2021
Marka,08,Lower Shabelle,Alert,0.9,2021
Marka,09,Lower Shabelle,Normal,1.05,2021
Marka,02,Lower Shabelle,Normal,1.53,2021
Marka,08,Lower Shabelle,Normal,3.08,2020
Marka,01,Lower Shabelle,Normal,2.0,2020
Marka,09,Lower Shabelle,Normal,2.39,2020
Marka,06,Lower Shabelle,Normal,1.84,2020
Marka,12,Lower Shabelle,Normal,2.37,2020
Marka,10,Lower Shabelle,Normal,2.12,2020
Marka,11,Lower Shabelle,Normal,2.12,2020
Marka,03,Lower Shabelle,Normal,2.99,2020
Marka,07,Lower Shabelle,Normal,3.12,2020
Marka,04,Lower Shabelle,Normal,2.15,2020
Marka,05,Lower Shabelle,Normal,1.68,2020
Marka,02,Lower Shabelle,Normal,2.13,2020
Marka,01,Lower Shabelle,Alarm,0.52,2019
Marka,03,Lower Shabelle,Alarm,0.77,2019
Marka,10,Lower Shabelle,Normal,1.25,2019
Marka,02,Lower Shabelle,Alarm,0.53,2019
Marka,06,Lower Shabelle,Alarm,0.44,2019
Marka,04,Lower Shabelle,Alarm,0.67,2019
Marka,08,Lower Shabelle,Alert,0.97,2019
Marka,12,Lower Shabelle,Normal,1.94,2019
Marka,09,Lower Shabelle,Alert,0.85,2019
Marka,05,Lower Shabelle,Alarm,0.63,2019
Marka,11,Lower Shabelle,Normal,1.55,2019
Marka,07,Lower Shabelle,Alarm,0.7,2019
Marka,11,Lower Shabelle,Alarm,0.38,2018
Marka,12,Lower Shabelle,Alarm,0.45,2018
Qoryooley,07,Lower Shabelle,Normal,1.114,2024
Qoryooley,03,Lower Shabelle,Normal,2.776,2024
Qoryooley,05,Lower Shabelle,Normal,1.381,2024
Qoryooley,02,Lower Shabelle,Normal,2.782,2024
Qoryooley,01,Lower Shabelle,Normal,2.447,2024
Qoryooley,08,Lower Shabelle,Normal,1.114,2024
Qoryooley,06,Lower Shabelle,Normal,1.306,2024
Qoryooley,04,Lower Shabelle,Normal,2.024,2024
Qoryooley,09,Lower Shabelle,Normal,1.381,2024
Qoryooley,04,Lower Shabelle,Normal,1.401,2023
Qoryooley,06,Lower Shabelle,Normal,1.103,2023
Qoryooley,12,Lower Shabelle,Normal,1.947,2023
Qoryooley,09,Lower Shabelle,Alarm,0.728,2023
Qoryooley,03,Lower Shabelle,Alarm,0.797,2023
Qoryooley,01,Lower Shabelle,Alert,0.827,2023
Qoryooley,02,Lower Shabelle,Alarm,0.783,2023
Qoryooley,05,Lower Shabelle,Normal,1.335,2023
Qoryooley,11,Lower Shabelle,Normal,1.395,2023
Qoryooley,07,Lower Shabelle,Alert,0.897,2023
Qoryooley,10,Lower Shabelle,Alarm,0.77,2023
Qoryooley,08,Lower Shabelle,Alarm,0.771,2023
Qoryooley,09,Lower Shabelle,Alert,0.88,2022
Qoryooley,10,Lower Shabelle,Alert,0.81,2022
Qoryooley,07,Lower Shabelle,Alarm,0.73,2022
Qoryooley,06,Lower Shabelle,Alarm,0.53,2022
Qoryooley,01,Lower Shabelle,Alarm,0.34,2022
Qoryooley,11,Lower Shabelle,Alert,0.879,2022
Qoryooley,02,Lower Shabelle,Alarm,0.39,2022
Qoryooley,03,Lower Shabelle,Alarm,0.39,2022
Qoryooley,08,Lower Shabelle,Alert,0.85,2022
Qoryooley,04,Lower Shabelle,Alarm,0.4,2022
Qoryooley,05,Lower Shabelle,Alarm,0.52,2022
Qoryooley,12,Lower Shabelle,Alert,0.95,2022
Qoryooley,12,Lower Shabelle,Alarm,0.37,2021
Qoryooley,01,Lower Shabelle,Normal,1.36,2021
Qoryooley,06,Lower Shabelle,Alarm,0.49,2021
Qoryooley,04,Lower Shabelle,Alarm,0.71,2021
Qoryooley,03,Lower Shabelle,Normal,1.27,2021
Qoryooley,10,Lower Shabelle,Alert,0.86,2021
Qoryooley,11,Lower Shabelle,Alarm,0.55,2021
Qoryooley,05,Lower Shabelle,Alarm,0.53,2021
Qoryooley,02,Lower Shabelle,Normal,1.45,2021
Qoryooley,09,Lower Shabelle,Alert,0.87,2021
Qoryooley,08,Lower Shabelle,Alert,0.83,2021
Qoryooley,07,Lower Shabelle,Alarm,0.68,2021
Qoryooley,04,Lower Shabelle,Normal,2.11,2020
Qoryooley,01,Lower Shabelle,Normal,2.32,2020
Qoryooley,08,Lower Shabelle,Normal,2.55,2020
Qoryooley,11,Lower Shabelle,Normal,2.03,2020
Qoryooley,06,Lower Shabelle,Normal,1.56,2020
Qoryooley,02,Lower Shabelle,Normal,2.56,2020
Qoryooley,07,Lower Shabelle,Normal,2.21,2020
Qoryooley,12,Lower Shabelle,Normal,1.91,2020
Qoryooley,05,Lower Shabelle,Normal,1.53,2020
Qoryooley,09,Lower Shabelle,Normal,2.03,2020
Qoryooley,03,Lower Shabelle,Normal,2.94,2020
Qoryooley,10,Lower Shabelle,Normal,2.06,2020
Qoryooley,10,Lower Shabelle,Normal,2.24,2019
Qoryooley,03,Lower Shabelle,Alarm,0.72,2019
Qoryooley,04,Lower Shabelle,Alarm,0.77,2019
Qoryooley,06,Lower Shabelle,Alert,0.97,2019
Qoryooley,12,Lower Shabelle,Normal,2.32,2019
Qoryooley,01,Lower Shabelle,Alarm,0.6,2019
Qoryooley,07,Lower Shabelle,Normal,1.08,2019
Qoryooley,05,Lower Shabelle,Normal,1.11,2019
Qoryooley,02,Lower Shabelle,Alarm,0.59,2019
Qoryooley,11,Lower Shabelle,Normal,2.12,2019
Qoryooley,09,Lower Shabelle,Normal,1.27,2019
Qoryooley,08,Lower Shabelle,Normal,1.2,2019
Qoryooley,11,Lower Shabelle,Alarm,0.38,2018
Qoryooley,12,Lower Shabelle,Alarm,0.51,2018
Sablaale,08,Lower Shabelle,Normal,1.041,2024
Sablaale,07,Lower Shabelle,Normal,1.041,2024
Sablaale,04,Lower Shabelle,Normal,2.072,2024
Sablaale,01,Lower Shabelle,Normal,2.267,2024
Sablaale,06,Lower Shabelle,Normal,1.321,2024
Sablaale,09,Lower Shabelle,Normal,1.27,2024
Sablaale,05,Lower Shabelle,Normal,1.419,2024
Sablaale,03,Lower Shabelle,Normal,2.442,2024
Sablaale,02,Lower Shabelle,Normal,2.374,2024
Sablaale,02,Lower Shabelle,Alert,0.806,2023
Sablaale,12,Lower Shabelle,Normal,1.845,2023
Sablaale,03,Lower Shabelle,Alert,0.826,2023
Sablaale,04,Lower Shabelle,Normal,1.525,2023
Sablaale,08,Lower Shabelle,Alert,0.849,2023
Sablaale,09,Lower Shabelle,Alert,0.919,2023
Sablaale,01,Lower Shabelle,Alarm,0.717,2023
Sablaale,06,Lower Shabelle,Normal,1.215,2023
Sablaale,10,Lower Shabelle,Alarm,0.73,2023
Sablaale,11,Lower Shabelle,Normal,1.3,2023
Sablaale,05,Lower Shabelle,Normal,1.451,2023
Sablaale,07,Lower Shabelle,Normal,1.015,2023
Sablaale,03,Lower Shabelle,Alarm,0.29,2022
Sablaale,10,Lower Shabelle,Normal,1.13,2022
Sablaale,06,Lower Shabelle,Alert,0.84,2022
Sablaale,11,Lower Shabelle,Alarm,0.767,2022
Sablaale,09,Lower Shabelle,Normal,1.09,2022
Sablaale,02,Lower Shabelle,Alarm,0.32,2022
Sablaale,05,Lower Shabelle,Alarm,0.69,2022
Sablaale,08,Lower Shabelle,Normal,1.02,2022
Sablaale,12,Lower Shabelle,Alarm,0.721,2022
Sablaale,04,Lower Shabelle,Alarm,0.36,2022
Sablaale,07,Lower Shabelle,Normal,1.09,2022
Sablaale,01,Lower Shabelle,Alarm,0.32,2022
Sablaale,10,Lower Shabelle,Alert,0.84,2021
Sablaale,11,Lower Shabelle,Alarm,0.58,2021
Sablaale,01,Lower Shabelle,Normal,1.41,2021
Sablaale,03,Lower Shabelle,Normal,1.37,2021
Sablaale,05,Lower Shabelle,Alarm,0.67,2021
Sablaale,12,Lower Shabelle,Alarm,0.37,2021
Sablaale,09,Lower Shabelle,Alert,0.97,2021
Sablaale,08,Lower Shabelle,Alert,0.95,2021
Sablaale,07,Lower Shabelle,Alert,0.97,2021
Sablaale,06,Lower Shabelle,Alert,0.82,2021
Sablaale,04,Lower Shabelle,Alert,0.84,2021
Sablaale,02,Lower Shabelle,Normal,1.52,2021
Sablaale,06,Lower Shabelle,Normal,2.07,2020
Sablaale,08,Lower Shabelle,Normal,2.51,2020
Sablaale,10,Lower Shabelle,Normal,2.14,2020
Sablaale,05,Lower Shabelle,Normal,1.95,2020
Sablaale,01,Lower Shabelle,Normal,2.65,2020
Sablaale,12,Lower Shabelle,Normal,1.75,2020
Sablaale,04,Lower Shabelle,Normal,1.95,2020
Sablaale,03,Lower Shabelle,Normal,3.19,2020
Sablaale,09,Lower Shabelle,Normal,1.83,2020
Sablaale,02,Lower Shabelle,Normal,2.58,2020
Sablaale,11,Lower Shabelle,Normal,2.11,2020
Sablaale,07,Lower Shabelle,Normal,2.54,2020
Sablaale,12,Lower Shabelle,Normal,2.39,2019
Sablaale,05,Lower Shabelle,Normal,1.36,2019
Sablaale,07,Lower Shabelle,Normal,1.26,2019
Sablaale,09,Lower Shabelle,Normal,1.45,2019
Sablaale,02,Lower Shabelle,Alarm,0.52,2019
Sablaale,08,Lower Shabelle,Normal,1.3,2019
Sablaale,03,Lower Shabelle,Alarm,0.66,2019
Sablaale,11,Lower Shabelle,Normal,2.29,2019
Sablaale,10,Lower Shabelle,Normal,2.65,2019
Sablaale,01,Lower Shabelle,Alarm,0.53,2019
Sablaale,06,Lower Shabelle,Normal,1.24,2019
Sablaale,04,Lower Shabelle,Alert,0.84,2019
Sablaale,11,Lower Shabelle,Alarm,0.37,2018
Sablaale,12,Lower Shabelle,Alarm,0.47,2018
Wanla Weyn,08,Lower Shabelle,Normal,1.489,2024
Wanla Weyn,04,Lower Shabelle,Normal,1.979,2024
Wanla Weyn,09,Lower Shabelle,Normal,1.471,2024
Wanla Weyn,05,Lower Shabelle,Normal,1.469,2024
Wanla Weyn,03,Lower Shabelle,Normal,2.516,2024
Wanla Weyn,07,Lower Shabelle,Normal,1.489,2024
Wanla Weyn,06,Lower Shabelle,Normal,1.329,2024
Wanla Weyn,01,Lower Shabelle,Normal,2.691,2024
Wanla Weyn,02,Lower Shabelle,Normal,2.544,2024
Wanla Weyn,02,Lower Shabelle,Alarm,0.626,2023
Wanla Weyn,04,Lower Shabelle,Normal,1.286,2023
Wanla Weyn,05,Lower Shabelle,Normal,1.257,2023
Wanla Weyn,03,Lower Shabelle,Alarm,0.672,2023
Wanla Weyn,08,Lower Shabelle,Alert,0.89,2023
Wanla Weyn,01,Lower Shabelle,Alarm,0.685,2023
Wanla Weyn,10,Lower Shabelle,Normal,1.0,2023
Wanla Weyn,11,Lower Shabelle,Normal,1.707,2023
Wanla Weyn,07,Lower Shabelle,Normal,1.009,2023
Wanla Weyn,06,Lower Shabelle,Normal,1.203,2023
Wanla Weyn,09,Lower Shabelle,Alert,0.9,2023
Wanla Weyn,12,Lower Shabelle,Normal,2.276,2023
Wanla Weyn,01,Lower Shabelle,Alarm,0.26,2022
Wanla Weyn,02,Lower Shabelle,Alarm,0.35,2022
Wanla Weyn,06,Lower Shabelle,Alarm,0.55,2022
Wanla Weyn,10,Lower Shabelle,Alarm,0.56,2022
Wanla Weyn,04,Lower Shabelle,Alarm,0.48,2022
Wanla Weyn,07,Lower Shabelle,Alarm,0.72,2022
Wanla Weyn,08,Lower Shabelle,Alert,0.81,2022
Wanla Weyn,03,Lower Shabelle,Alarm,0.36,2022
Wanla Weyn,12,Lower Shabelle,Alarm,0.782,2022
Wanla Weyn,11,Lower Shabelle,Alarm,0.772,2022
Wanla Weyn,05,Lower Shabelle,Alarm,0.59,2022
Wanla Weyn,09,Lower Shabelle,Alarm,0.77,2022
Wanla Weyn,12,Lower Shabelle,Alarm,0.34,2021
Wanla Weyn,07,Lower Shabelle,Alarm,0.6,2021
Wanla Weyn,11,Lower Shabelle,Alarm,0.4,2021
Wanla Weyn,03,Lower Shabelle,Normal,1.33,2021
Wanla Weyn,06,Lower Shabelle,Alarm,0.4,2021
Wanla Weyn,02,Lower Shabelle,Normal,1.49,2021
Wanla Weyn,08,Lower Shabelle,Alarm,0.72,2021
Wanla Weyn,04,Lower Shabelle,Alarm,0.64,2021
Wanla Weyn,09,Lower Shabelle,Alarm,0.69,2021
Wanla Weyn,05,Lower Shabelle,Alarm,0.47,2021
Wanla Weyn,10,Lower Shabelle,Alarm,0.52,2021
Wanla Weyn,01,Lower Shabelle,Normal,1.35,2021
Wanla Weyn,06,Lower Shabelle,Normal,1.42,2020
Wanla Weyn,01,Lower Shabelle,Normal,1.88,2020
Wanla Weyn,12,Lower Shabelle,Normal,1.55,2020
Wanla Weyn,08,Lower Shabelle,Normal,2.07,2020
Wanla Weyn,10,Lower Shabelle,Normal,1.69,2020
Wanla Weyn,11,Lower Shabelle,Normal,1.55,2020
Wanla Weyn,03,Lower Shabelle,Normal,2.35,2020
Wanla Weyn,02,Lower Shabelle,Normal,1.56,2020
Wanla Weyn,05,Lower Shabelle,Normal,1.4,2020
Wanla Weyn,07,Lower Shabelle,Normal,2.02,2020
Wanla Weyn,09,Lower Shabelle,Normal,1.59,2020
Wanla Weyn,04,Lower Shabelle,Normal,1.78,2020
Wanla Weyn,10,Lower Shabelle,Normal,2.11,2019
Wanla Weyn,12,Lower Shabelle,Normal,2.0,2019
Wanla Weyn,03,Lower Shabelle,Alert,0.82,2019
Wanla Weyn,04,Lower Shabelle,Alarm,0.67,2019
Wanla Weyn,01,Lower Shabelle,Alert,0.94,2019
Wanla Weyn,07,Lower Shabelle,Normal,1.28,2019
Wanla Weyn,02,Lower Shabelle,Alert,0.86,2019
Wanla Weyn,06,Lower Shabelle,Normal,1.0,2019
Wanla Weyn,09,Lower Shabelle,Normal,1.17,2019
Wanla Weyn,11,Lower Shabelle,Normal,1.95,2019
Wanla Weyn,05,Lower Shabelle,Normal,1.0,2019
Wanla Weyn,08,Lower Shabelle,Normal,1.36,2019
Wanla Weyn,12,Lower Shabelle,Alarm,0.72,2018
Wanla Weyn,11,Lower Shabelle,Alarm,0.48,2018
