district,long_term_monthly_mean,month,region,threshold,value,year
Wanla Weyn,61.31475,11,Lower Shabelle,Normal,101.35,2006
Wanla Weyn,111.71121739130434,10,Lower Shabelle,Normal,242.408,2006
Wanla Weyn,5.0369166666666665,09,Lower Shabelle,Normal,7.899,2006
Wanla Weyn,6.404541666666667,08,Lower Shabelle,Normal,9.461,2006
Wanla Weyn,17.284125,07,Lower Shabelle,Normal,18.415,2006
Waajid,6.586,06,Bakool,Normal,11.863,2006
Waajid,47.83825,05,Bakool,Alert,31.238,2006
Waajid,150.52445833333334,04,Bakool,Normal,173.316,2006
Waajid,24.441541666666666,03,Bakool,Normal,19.959,2006
Waajid,1.0444583333333333,02,Bakool,Normal,0.976,2006
Waajid,0.6355,01,Bakool,Normal,0.701,2006
Qansax Dheere,18.488958333333333,12,Bay,Normal,40.616,2006
Qansax Dheere,71.35604166666667,11,Bay,Normal,136.28,2006
Qansax Dheere,126.77695652173914,10,Bay,Normal,248.306,2006
Qansax Dheere,4.742916666666667,09,Bay,Normal,5.242,2006
Qansax Dheere,9.505666666666666,08,Bay,Normal,8.087,2006
Qansax Dheere,15.000583333333333,07,Bay,Normal,13.881,2006
Qansax Dheere,7.480708333333333,06,Bay,Alert,5.474,2006
Qansax Dheere,47.42066666666667,05,Bay,Normal,40.575,2006
Qansax Dheere,135.441375,04,Bay,Normal,199.199,2006
Qansax Dheere,31.015125,03,Bay,Alert,22.934,2006
Qansax Dheere,1.7055416666666667,02,Bay,Alert,1.278,2006
Qansax Dheere,1.2495833333333333,01,Bay,Alert,0.859,2006
Rab Dhuure,2.8389166666666665,12,Bakool,Normal,8.977,2006
Rab Dhuure,27.19875,11,Bakool,Normal,30.904,2006
Rab Dhuure,117.16321739130434,10,Bakool,Normal,234.196,2006
Rab Dhuure,7.202208333333333,09,Bakool,Normal,6.439,2006
Rab Dhuure,2.42175,08,Bakool,Normal,2.349,2006
Rab Dhuure,3.337625,07,Bakool,Alert,1.445,2006
Rab Dhuure,1.73575,06,Bakool,Normal,2.795,2006
Rab Dhuure,43.468041666666664,05,Bakool,Normal,34.966,2006
Rab Dhuure,153.72965217391305,04,Bakool,Normal,190.691,2006
Rab Dhuure,21.568791666666666,03,Bakool,Normal,20.877,2006
Rab Dhuure,1.0575416666666666,02,Bakool,Normal,0.904,2006
Rab Dhuure,0.39666666666666667,01,Bakool,Normal,0.338,2006
Wanla Weyn,15.968333333333334,06,Lower Shabelle,Normal,17.108,2006
Wanla Weyn,58.84133333333333,05,Lower Shabelle,Alert,42.846,2006
Wanla Weyn,81.25175,04,Lower Shabelle,Normal,101.746,2006
Wanla Weyn,9.543625,03,Lower Shabelle,Alert,4.154,2006
Wanla Weyn,1.184125,02,Lower Shabelle,Normal,1.065,2006
Wanla Weyn,1.6720416666666666,01,Lower Shabelle,Normal,1.553,2006
Baydhaba,1.2360416666666667,01,Bay,Normal,1.262,2006
Baydhaba,1.3214166666666667,02,Bay,Normal,1.062,2006
Baydhaba,25.55816666666667,03,Bay,Normal,21.672,2006
Baydhaba,138.56620833333332,04,Bay,Normal,162.39,2006
Baydhaba,65.44441666666667,05,Bay,Alert,45.079,2006
Baydhaba,11.44025,06,Bay,Normal,9.651,2006
Sablaale,41.74220833333333,07,Lower Shabelle,Normal,40.263,2006
Sablaale,50.698791666666665,06,Lower Shabelle,Alert,39.571,2006
Qoryooley,11.00325,12,Lower Shabelle,Normal,17.45,2006
Qoryooley,55.762708333333336,11,Lower Shabelle,Normal,86.656,2006
Qoryooley,73.18034782608696,10,Lower Shabelle,Normal,170.337,2006
Qoryooley,8.802541666666666,09,Lower Shabelle,Normal,13.022,2006
Qoryooley,24.622,08,Lower Shabelle,Normal,35.293,2006
Qoryooley,33.16175,07,Lower Shabelle,Normal,33.631,2006
Qoryooley,34.56041666666667,06,Lower Shabelle,Normal,45.362,2006
Qoryooley,72.8545,05,Lower Shabelle,Alert,45.012,2006
Qoryooley,85.052375,04,Lower Shabelle,Normal,99.575,2006
Qoryooley,7.502791666666667,03,Lower Shabelle,Alert,3.727,2006
Afgooye,13.540791666666667,12,Lower Shabelle,Normal,34.093,2006
Afgooye,72.09154166666667,11,Lower Shabelle,Normal,105.924,2006
Afgooye,68.10739130434783,10,Lower Shabelle,Normal,147.781,2006
Afgooye,6.272708333333333,09,Lower Shabelle,Normal,7.101,2006
Afgooye,12.918375,08,Lower Shabelle,Normal,19.314,2006
Afgooye,28.966291666666667,07,Lower Shabelle,Normal,29.865,2006
Afgooye,30.081583333333334,06,Lower Shabelle,Normal,34.614,2006
Afgooye,64.68733333333333,05,Lower Shabelle,Alert,34.058,2006
Afgooye,72.53758333333333,04,Lower Shabelle,Normal,86.354,2006
Afgooye,6.557166666666666,03,Lower Shabelle,Alert,3.373,2006
Afgooye,0.8055,02,Lower Shabelle,Normal,0.769,2006
Afgooye,1.3696666666666668,01,Lower Shabelle,Normal,1.303,2006
Baydhaba,22.523416666666666,07,Bay,Normal,21.017,2006
Baydhaba,14.981416666666666,08,Bay,Normal,15.355,2006
Baydhaba,7.334208333333334,09,Bay,Normal,9.611,2006
Baydhaba,146.51639130434782,10,Bay,Normal,311.915,2006
Baydhaba,61.451541666666664,11,Bay,Normal,100.376,2006
Baydhaba,8.921541666666666,12,Bay,Normal,22.681,2006
Qoryooley,0.5652916666666666,02,Lower Shabelle,Normal,0.553,2006
Qoryooley,0.9635,01,Lower Shabelle,Alert,0.627,2006
Sablaale,118.52583333333334,05,Lower Shabelle,Alert,84.36,2006
Sablaale,128.811,04,Lower Shabelle,Normal,169.043,2006
Sablaale,11.212125,03,Lower Shabelle,Alert,6.808,2006
Sablaale,0.9485,02,Lower Shabelle,Normal,0.903,2006
Waajid,4.6995,12,Bakool,Normal,14.113,2006
Waajid,37.55629166666667,11,Bakool,Normal,55.491,2006
Waajid,145.3894347826087,10,Bakool,Normal,334.077,2006
Xudur,0.4505416666666667,01,Bakool,Normal,0.472,2006
Xudur,0.65,02,Bakool,Normal,0.593,2006
Marka,38.332375,11,Lower Shabelle,Normal,58.666,2006
Diinsoor,1.7899583333333333,02,Bay,Alert,1.321,2006
Diinsoor,126.25741666666667,04,Bay,Normal,185.049,2006
Diinsoor,24.754541666666668,03,Bay,Alert,16.476,2006
Buur Hakaba,23.096625,06,Bay,Normal,21.273,2006
Buur Hakaba,26.594208333333334,07,Bay,Normal,26.151,2006
Buur Hakaba,15.800666666666666,08,Bay,Normal,17.882,2006
Buur Hakaba,9.624375,09,Bay,Normal,14.368,2006
Buur Hakaba,117.56856521739131,10,Bay,Normal,275.529,2006
Buur Hakaba,63.72708333333333,11,Bay,Normal,95.071,2006
Qoryooley,55.762708333333336,11,Lower Shabelle,Alert,24.675,2005
Rab Dhuure,0.39666666666666667,01,Bakool,Normal,0.433,2005
Rab Dhuure,1.0575416666666666,02,Bakool,Normal,0.884,2005
Rab Dhuure,21.568791666666666,03,Bakool,Alert,11.76,2005
Rab Dhuure,153.72965217391305,04,Bakool,Normal,130.656,2005
Rab Dhuure,43.468041666666664,05,Bakool,Normal,54.741,2005
Rab Dhuure,1.73575,06,Bakool,Alert,1.285,2005
Rab Dhuure,3.337625,07,Bakool,Alert,1.445,2005
Rab Dhuure,2.42175,08,Bakool,Normal,2.395,2005
Rab Dhuure,7.202208333333333,09,Bakool,Alert,5.176,2005
Rab Dhuure,117.16321739130434,10,Bakool,Alarm,34.031,2005
Rab Dhuure,27.19875,11,Bakool,Alert,11.362,2005
Rab Dhuure,2.8389166666666665,12,Bakool,Alert,1.157,2005
Tayeeglow,0.6472916666666667,01,Bakool,Normal,0.68,2005
Tayeeglow,0.7557083333333333,02,Bakool,Normal,0.621,2005
Tayeeglow,13.430958333333333,03,Bakool,Alert,8.842,2005
Tayeeglow,86.17575,04,Bakool,Normal,80.17,2005
Tayeeglow,55.062416666666664,05,Bakool,Normal,73.061,2005
Tayeeglow,6.043666666666667,06,Bakool,Alert,4.587,2005
Tayeeglow,35.049708333333335,07,Bakool,Normal,34.287,2005
Tayeeglow,17.609625,08,Bakool,Normal,17.434,2005
Tayeeglow,8.314833333333333,09,Bakool,Normal,6.925,2005
Tayeeglow,92.26169565217391,10,Bakool,Alert,43.612,2005
Tayeeglow,36.712625,11,Bakool,Alert,15.287,2005
Tayeeglow,2.852666666666667,12,Bakool,Alert,1.167,2005
Waajid,0.6355,01,Bakool,Normal,0.583,2005
Waajid,1.0444583333333333,02,Bakool,Normal,0.87,2005
Waajid,24.441541666666666,03,Bakool,Alert,12.739,2005
Waajid,150.52445833333334,04,Bakool,Normal,128.523,2005
Waajid,47.83825,05,Bakool,Normal,54.544,2005
Waajid,6.586,06,Bakool,Normal,5.397,2005
Waajid,11.089666666666666,07,Bakool,Normal,9.824,2005
Waajid,8.334416666666666,08,Bakool,Normal,7.914,2005
Waajid,10.525708333333334,09,Bakool,Alert,7.054,2005
Waajid,145.3894347826087,10,Bakool,Alarm,45.996,2005
Waajid,37.55629166666667,11,Bakool,Alert,18.004,2005
Waajid,4.6995,12,Bakool,Alert,2.059,2005
Xudur,0.4505416666666667,01,Bakool,Normal,0.485,2005
Xudur,0.65,02,Bakool,Normal,0.566,2005
Xudur,12.069416666666667,03,Bakool,Alert,7.011,2005
Xudur,103.61141666666667,04,Bakool,Normal,91.709,2005
Xudur,52.686458333333334,05,Bakool,Normal,66.222,2005
Xudur,2.3320833333333333,06,Bakool,Alert,1.371,2005
Xudur,11.701083333333333,07,Bakool,Normal,11.054,2005
Xudur,9.04975,08,Bakool,Normal,8.5,2005
Xudur,17.363166666666668,09,Bakool,Alert,12.848,2005
Xudur,130.83986956521738,10,Bakool,Alert,52.364,2005
Xudur,20.032833333333333,11,Bakool,Alert,10.189,2005
Xudur,1.418,12,Bakool,Alert,0.674,2005
Wanla Weyn,8.324708333333334,12,Lower Shabelle,Alert,3.829,2005
Wanla Weyn,61.31475,11,Lower Shabelle,Alert,30.322,2005
Wanla Weyn,111.71121739130434,10,Lower Shabelle,Alarm,38.492,2005
Wanla Weyn,5.0369166666666665,09,Lower Shabelle,Normal,4.451,2005
Wanla Weyn,6.404541666666667,08,Lower Shabelle,Normal,5.419,2005
Wanla Weyn,17.284125,07,Lower Shabelle,Normal,18.415,2005
Wanla Weyn,15.968333333333334,06,Lower Shabelle,Normal,13.959,2005
Wanla Weyn,58.84133333333333,05,Lower Shabelle,Normal,83.037,2005
Baydhaba,1.2360416666666667,01,Bay,Normal,1.167,2005
Baydhaba,1.3214166666666667,02,Bay,Alert,1.009,2005
Baydhaba,25.55816666666667,03,Bay,Alert,15.866,2005
Baydhaba,138.56620833333332,04,Bay,Normal,112.772,2005
Baydhaba,65.44441666666667,05,Bay,Normal,85.72,2005
Baydhaba,11.44025,06,Bay,Alert,9.048,2005
Baydhaba,22.523416666666666,07,Bay,Normal,21.092,2005
Baydhaba,14.981416666666666,08,Bay,Normal,14.015,2005
Baydhaba,7.334208333333334,09,Bay,Alert,5.7,2005
Baydhaba,146.51639130434782,10,Bay,Alarm,49.605,2005
Baydhaba,61.451541666666664,11,Bay,Alert,29.429,2005
Baydhaba,8.921541666666666,12,Bay,Alarm,2.887,2005
Wanla Weyn,81.25175,04,Lower Shabelle,Alert,62.975,2005
Wanla Weyn,9.543625,03,Lower Shabelle,Alert,6.233,2005
Wanla Weyn,1.184125,02,Lower Shabelle,Normal,1.065,2005
Wanla Weyn,1.6720416666666666,01,Lower Shabelle,Normal,1.857,2005
Buur Hakaba,0.9489583333333333,01,Bay,Normal,0.861,2005
Buur Hakaba,1.3125,02,Bay,Normal,1.104,2005
Buur Hakaba,13.893708333333333,03,Bay,Alert,6.399,2005
Buur Hakaba,123.55329166666667,04,Bay,Alert,91.57,2005
Buur Hakaba,84.04983333333334,05,Bay,Normal,125.418,2005
Buur Hakaba,23.096625,06,Bay,Normal,19.036,2005
Buur Hakaba,26.594208333333334,07,Bay,Normal,26.192,2005
Buur Hakaba,15.800666666666666,08,Bay,Normal,14.29,2005
Buur Hakaba,9.624375,09,Bay,Normal,8.655,2005
Buur Hakaba,117.56856521739131,10,Bay,Alarm,28.096,2005
Buur Hakaba,63.72708333333333,11,Bay,Alert,29.281,2005
Buur Hakaba,10.383583333333334,12,Bay,Alarm,3.499,2005
Diinsoor,1.1370833333333332,01,Bay,Alert,0.808,2005
Diinsoor,1.7899583333333333,02,Bay,Alert,1.316,2005
Diinsoor,24.754541666666668,03,Bay,Alarm,9.489,2005
Diinsoor,126.25741666666667,04,Bay,Alert,93.806,2005
Diinsoor,85.290375,05,Bay,Normal,146.382,2005
Diinsoor,20.421166666666668,06,Bay,Normal,16.883,2005
Diinsoor,23.336333333333332,07,Bay,Normal,21.788,2005
Diinsoor,11.990958333333333,08,Bay,Normal,11.292,2005
Diinsoor,10.502083333333333,09,Bay,Normal,9.057,2005
Diinsoor,95.63869565217391,10,Bay,Alarm,17.167,2005
Diinsoor,100.89658333333334,11,Bay,Alarm,37.58,2005
Diinsoor,17.273208333333333,12,Bay,Alarm,3.948,2005
Qansax Dheere,1.2495833333333333,01,Bay,Normal,1.012,2005
Qansax Dheere,1.7055416666666667,02,Bay,Alert,1.201,2005
Qansax Dheere,31.015125,03,Bay,Alert,18.728,2005
Qansax Dheere,135.441375,04,Bay,Alert,86.237,2005
Qansax Dheere,47.42066666666667,05,Bay,Normal,71.452,2005
Qansax Dheere,7.480708333333333,06,Bay,Alert,5.738,2005
Qansax Dheere,15.000583333333333,07,Bay,Normal,13.899,2005
Qansax Dheere,9.505666666666666,08,Bay,Normal,8.155,2005
Qansax Dheere,4.742916666666667,09,Bay,Alert,3.469,2005
Qansax Dheere,126.77695652173914,10,Bay,Alarm,28.243,2005
Qansax Dheere,71.35604166666667,11,Bay,Alarm,26.75,2005
Qansax Dheere,18.488958333333333,12,Bay,Alarm,5.899,2005
Afgooye,1.3696666666666668,01,Lower Shabelle,Normal,1.258,2005
Afgooye,0.8055,02,Lower Shabelle,Normal,0.762,2005
Afgooye,6.557166666666666,03,Lower Shabelle,Alert,4.656,2005
Afgooye,72.53758333333333,04,Lower Shabelle,Alert,39.474,2005
Afgooye,64.68733333333333,05,Lower Shabelle,Normal,86.372,2005
Afgooye,30.081583333333334,06,Lower Shabelle,Alert,22.565,2005
Afgooye,28.966291666666667,07,Lower Shabelle,Normal,29.865,2005
Afgooye,12.918375,08,Lower Shabelle,Normal,11.728,2005
Afgooye,6.272708333333333,09,Lower Shabelle,Normal,5.41,2005
Afgooye,68.10739130434783,10,Lower Shabelle,Alarm,21.734,2005
Afgooye,72.09154166666667,11,Lower Shabelle,Alert,30.067,2005
Afgooye,13.540791666666667,12,Lower Shabelle,Alert,8.036,2005
Baraawe,0.425625,01,Lower Shabelle,Normal,0.357,2005
Baraawe,0.4036666666666667,02,Lower Shabelle,Normal,0.389,2005
Baraawe,4.326375,03,Lower Shabelle,Alert,2.332,2005
Baraawe,77.72691666666667,04,Lower Shabelle,Alarm,29.756,2005
Baraawe,82.99758333333334,05,Lower Shabelle,Normal,179.62,2005
Baraawe,56.80316666666667,06,Lower Shabelle,Normal,49.393,2005
Baraawe,41.404,07,Lower Shabelle,Normal,40.115,2005
Baraawe,29.813958333333332,08,Lower Shabelle,Normal,28.309,2005
Baraawe,12.575416666666667,09,Lower Shabelle,Normal,11.581,2005
Baraawe,30.089260869565216,10,Lower Shabelle,Alert,13.255,2005
Baraawe,40.414875,11,Lower Shabelle,Alert,20.09,2005
Baraawe,5.963916666666667,12,Lower Shabelle,Alarm,2.285,2005
Ceel Barde,1.209625,12,Bakool,Alert,0.626,2005
Ceel Barde,21.693791666666666,11,Bakool,Alert,12.148,2005
Ceel Barde,102.06413043478261,10,Bakool,Alarm,38.177,2005
Ceel Barde,9.343375,09,Bakool,Alert,7.466,2005
Kurtunwaarey,0.8582083333333334,01,Lower Shabelle,Alert,0.596,2005
Kurtunwaarey,0.7255,02,Lower Shabelle,Normal,0.694,2005
Kurtunwaarey,10.082125,03,Lower Shabelle,Alert,5.229,2005
Kurtunwaarey,96.46595833333333,04,Lower Shabelle,Alert,46.587,2005
Kurtunwaarey,84.62145833333334,05,Lower Shabelle,Normal,169.244,2005
Kurtunwaarey,39.357875,06,Lower Shabelle,Normal,33.313,2005
Kurtunwaarey,38.178333333333335,07,Lower Shabelle,Normal,37.91,2005
Kurtunwaarey,24.048166666666667,08,Lower Shabelle,Alert,19.083,2005
Kurtunwaarey,12.040208333333334,09,Lower Shabelle,Normal,9.958,2005
Kurtunwaarey,81.57091304347826,10,Lower Shabelle,Alarm,21.214,2005
Kurtunwaarey,60.377833333333335,11,Lower Shabelle,Alert,28.632,2005
Kurtunwaarey,10.792541666666667,12,Lower Shabelle,Alarm,3.774,2005
Ceel Barde,11.227083333333333,08,Bakool,Normal,10.849,2005
Ceel Barde,11.115666666666666,07,Bakool,Alert,8.789,2005
Ceel Barde,2.2587083333333333,06,Bakool,Normal,2.336,2005
Ceel Barde,47.504583333333336,05,Bakool,Normal,68.284,2005
Ceel Barde,97.95658333333333,04,Bakool,Normal,84.723,2005
Ceel Barde,14.424416666666668,03,Bakool,Alert,9.028,2005
Ceel Barde,1.2174166666666666,02,Bakool,Normal,1.062,2005
Ceel Barde,0.7174166666666667,01,Bakool,Normal,0.853,2005
Sablaale,14.252875,12,Lower Shabelle,Alarm,4.306,2005
Sablaale,82.45270833333333,11,Lower Shabelle,Alert,36.617,2005
Sablaale,89.34878260869566,10,Lower Shabelle,Alarm,28.494,2005
Sablaale,15.461416666666667,09,Lower Shabelle,Normal,14.243,2005
Sablaale,19.581958333333333,08,Lower Shabelle,Normal,18.727,2005
Sablaale,41.74220833333333,07,Lower Shabelle,Normal,41.795,2005
Sablaale,50.698791666666665,06,Lower Shabelle,Normal,43.24,2005
Sablaale,118.52583333333334,05,Lower Shabelle,Normal,200.741,2005
Sablaale,128.811,04,Lower Shabelle,Alert,52.502,2005
Sablaale,11.212125,03,Lower Shabelle,Alert,4.544,2005
Sablaale,0.9485,02,Lower Shabelle,Normal,0.903,2005
Sablaale,0.8073333333333333,01,Lower Shabelle,Alert,0.591,2005
Marka,0.9458333333333333,01,Lower Shabelle,Normal,0.817,2005
Marka,0.27758333333333335,02,Lower Shabelle,Normal,0.252,2005
Marka,4.081916666666666,03,Lower Shabelle,Alert,2.892,2005
Marka,51.84866666666667,04,Lower Shabelle,Alarm,17.456,2005
Marka,46.40525,05,Lower Shabelle,Normal,93.366,2005
Marka,37.725791666666666,06,Lower Shabelle,Alert,25.79,2005
Marka,36.13225,07,Lower Shabelle,Normal,36.515,2005
Marka,28.778375,08,Lower Shabelle,Normal,27.7,2005
Marka,8.339791666666667,09,Lower Shabelle,Alert,6.642,2005
Marka,21.445652173913043,10,Lower Shabelle,Alert,9.156,2005
Marka,38.332375,11,Lower Shabelle,Alert,18.068,2005
Marka,6.7712916666666665,12,Lower Shabelle,Alert,3.944,2005
Qoryooley,0.9635,01,Lower Shabelle,Alert,0.666,2005
Qoryooley,0.5652916666666666,02,Lower Shabelle,Normal,0.553,2005
Qoryooley,7.502791666666667,03,Lower Shabelle,Alert,3.746,2005
Qoryooley,85.052375,04,Lower Shabelle,Alert,43.396,2005
Qoryooley,72.8545,05,Lower Shabelle,Normal,133.519,2005
Qoryooley,34.56041666666667,06,Lower Shabelle,Alert,26.07,2005
Qoryooley,33.16175,07,Lower Shabelle,Normal,33.631,2005
Qoryooley,24.622,08,Lower Shabelle,Normal,23.38,2005
Qoryooley,8.802541666666666,09,Lower Shabelle,Normal,7.59,2005
Qoryooley,73.18034782608696,10,Lower Shabelle,Alarm,19.938,2005
Qoryooley,11.00325,12,Lower Shabelle,Alarm,4.093,2005
Rab Dhuure,27.19875,11,Bakool,Normal,35.272,2004
Tayeeglow,0.6472916666666667,01,Bakool,Normal,0.59,2004
Tayeeglow,0.7557083333333333,02,Bakool,Normal,0.621,2004
Tayeeglow,13.430958333333333,03,Bakool,Alert,9.93,2004
Tayeeglow,86.17575,04,Bakool,Normal,105.341,2004
Tayeeglow,55.062416666666664,05,Bakool,Alert,28.546,2004
Tayeeglow,6.043666666666667,06,Bakool,Normal,7.207,2004
Tayeeglow,35.049708333333335,07,Bakool,Normal,49.366,2004
Tayeeglow,17.609625,08,Bakool,Normal,16.839,2004
Tayeeglow,8.314833333333333,09,Bakool,Normal,7.216,2004
Tayeeglow,92.26169565217391,10,Bakool,Normal,116.486,2004
Tayeeglow,36.712625,11,Bakool,Normal,58.594,2004
Tayeeglow,2.852666666666667,12,Bakool,Alert,1.188,2004
Waajid,0.6355,01,Bakool,Normal,0.632,2004
Waajid,1.0444583333333333,02,Bakool,Normal,0.888,2004
Waajid,24.441541666666666,03,Bakool,Alert,11.657,2004
Waajid,150.52445833333334,04,Bakool,Normal,169.822,2004
Waajid,47.83825,05,Bakool,Alert,19.687,2004
Waajid,6.586,06,Bakool,Normal,8.005,2004
Waajid,11.089666666666666,07,Bakool,Normal,9.905,2004
Waajid,8.334416666666666,08,Bakool,Normal,7.185,2004
Waajid,10.525708333333334,09,Bakool,Alert,7.19,2004
Waajid,145.3894347826087,10,Bakool,Normal,216.11,2004
Waajid,37.55629166666667,11,Bakool,Normal,42.915,2004
Waajid,4.6995,12,Bakool,Alert,1.971,2004
Xudur,0.4505416666666667,01,Bakool,Normal,0.427,2004
Xudur,0.65,02,Bakool,Normal,0.567,2004
Xudur,12.069416666666667,03,Bakool,Alert,6.757,2004
Xudur,103.61141666666667,04,Bakool,Normal,129.035,2004
Xudur,52.686458333333334,05,Bakool,Alert,26.239,2004
Xudur,2.3320833333333333,06,Bakool,Alert,1.369,2004
Xudur,11.701083333333333,07,Bakool,Normal,12.237,2004
Xudur,9.04975,08,Bakool,Normal,8.193,2004
Xudur,17.363166666666668,09,Bakool,Alert,12.824,2004
Xudur,130.83986956521738,10,Bakool,Normal,134.697,2004
Xudur,20.032833333333333,11,Bakool,Normal,31.442,2004
Xudur,1.418,12,Bakool,Alert,0.671,2004
Baydhaba,1.2360416666666667,01,Bay,Normal,1.296,2004
Baydhaba,1.3214166666666667,02,Bay,Normal,1.081,2004
Baydhaba,25.55816666666667,03,Bay,Alert,18.672,2004
Baydhaba,138.56620833333332,04,Bay,Normal,146.02,2004
Baydhaba,65.44441666666667,05,Bay,Alarm,25.183,2004
Baydhaba,11.44025,06,Bay,Normal,14.485,2004
Baydhaba,22.523416666666666,07,Bay,Normal,22.898,2004
Baydhaba,14.981416666666666,08,Bay,Normal,15.097,2004
Baydhaba,7.334208333333334,09,Bay,Normal,6.095,2004
Baydhaba,146.51639130434782,10,Bay,Normal,228.186,2004
Baydhaba,61.451541666666664,11,Bay,Normal,89.915,2004
Baydhaba,8.921541666666666,12,Bay,Alarm,3.237,2004
Buur Hakaba,0.9489583333333333,01,Bay,Alert,0.756,2004
Buur Hakaba,1.3125,02,Bay,Normal,1.103,2004
Buur Hakaba,13.893708333333333,03,Bay,Alarm,5.529,2004
Buur Hakaba,123.55329166666667,04,Bay,Normal,131.533,2004
Buur Hakaba,84.04983333333334,05,Bay,Alert,38.766,2004
Buur Hakaba,23.096625,06,Bay,Normal,22.621,2004
Buur Hakaba,26.594208333333334,07,Bay,Normal,26.355,2004
Buur Hakaba,15.800666666666666,08,Bay,Normal,14.24,2004
Buur Hakaba,9.624375,09,Bay,Normal,8.909,2004
Buur Hakaba,117.56856521739131,10,Bay,Normal,173.622,2004
Buur Hakaba,63.72708333333333,11,Bay,Normal,96.415,2004
Buur Hakaba,10.383583333333334,12,Bay,Alarm,3.583,2004
Diinsoor,1.1370833333333332,01,Bay,Normal,1.763,2004
Diinsoor,1.7899583333333333,02,Bay,Normal,1.432,2004
Diinsoor,24.754541666666668,03,Bay,Alert,10.1,2004
Diinsoor,126.25741666666667,04,Bay,Normal,111.31,2004
Diinsoor,85.290375,05,Bay,Alarm,33.865,2004
Diinsoor,20.421166666666668,06,Bay,Normal,22.928,2004
Diinsoor,23.336333333333332,07,Bay,Normal,21.416,2004
Diinsoor,11.990958333333333,08,Bay,Normal,11.212,2004
Diinsoor,10.502083333333333,09,Bay,Normal,9.518,2004
Diinsoor,95.63869565217391,10,Bay,Normal,145.484,2004
Diinsoor,100.89658333333334,11,Bay,Normal,143.727,2004
Diinsoor,17.273208333333333,12,Bay,Alarm,4.524,2004
Qansax Dheere,1.2495833333333333,01,Bay,Normal,1.906,2004
Qansax Dheere,1.7055416666666667,02,Bay,Normal,1.37,2004
Qansax Dheere,31.015125,03,Bay,Alert,20.838,2004
Qansax Dheere,135.441375,04,Bay,Normal,138.867,2004
Qansax Dheere,47.42066666666667,05,Bay,Alarm,16.387,2004
Qansax Dheere,7.480708333333333,06,Bay,Normal,9.479,2004
Qansax Dheere,15.000583333333333,07,Bay,Normal,13.871,2004
Qansax Dheere,9.505666666666666,08,Bay,Normal,8.085,2004
Qansax Dheere,4.742916666666667,09,Bay,Normal,4.142,2004
Qansax Dheere,126.77695652173914,10,Bay,Normal,167.336,2004
Qansax Dheere,71.35604166666667,11,Bay,Normal,91.118,2004
Qansax Dheere,18.488958333333333,12,Bay,Alert,8.272,2004
Afgooye,1.3696666666666668,01,Lower Shabelle,Normal,1.204,2004
Afgooye,0.8055,02,Lower Shabelle,Normal,0.762,2004
Afgooye,6.557166666666666,03,Lower Shabelle,Alert,3.315,2004
Afgooye,72.53758333333333,04,Lower Shabelle,Normal,65.992,2004
Afgooye,64.68733333333333,05,Lower Shabelle,Alert,29.847,2004
Afgooye,30.081583333333334,06,Lower Shabelle,Normal,27.389,2004
Afgooye,28.966291666666667,07,Lower Shabelle,Normal,30.221,2004
Afgooye,12.918375,08,Lower Shabelle,Normal,11.571,2004
Afgooye,6.272708333333333,09,Lower Shabelle,Normal,8.276,2004
Afgooye,68.10739130434783,10,Lower Shabelle,Normal,104.508,2004
Afgooye,72.09154166666667,11,Lower Shabelle,Normal,106.499,2004
Afgooye,13.540791666666667,12,Lower Shabelle,Alert,9.942,2004
Baraawe,0.425625,01,Lower Shabelle,Normal,0.355,2004
Baraawe,0.4036666666666667,02,Lower Shabelle,Normal,0.389,2004
Baraawe,4.326375,03,Lower Shabelle,Alert,2.324,2004
Baraawe,77.72691666666667,04,Lower Shabelle,Alert,55.81,2004
Baraawe,82.99758333333334,05,Lower Shabelle,Alert,35.883,2004
Baraawe,56.80316666666667,06,Lower Shabelle,Normal,58.645,2004
Baraawe,41.404,07,Lower Shabelle,Normal,40.382,2004
Baraawe,29.813958333333332,08,Lower Shabelle,Normal,28.234,2004
Baraawe,12.575416666666667,09,Lower Shabelle,Normal,17.724,2004
Baraawe,30.089260869565216,10,Lower Shabelle,Normal,31.327,2004
Baraawe,40.414875,11,Lower Shabelle,Normal,47.797,2004
Baraawe,5.963916666666667,12,Lower Shabelle,Alert,3.586,2004
Kurtunwaarey,0.8582083333333334,01,Lower Shabelle,Alert,0.583,2004
Kurtunwaarey,0.7255,02,Lower Shabelle,Normal,0.694,2004
Kurtunwaarey,10.082125,03,Lower Shabelle,Alarm,3.828,2004
Kurtunwaarey,96.46595833333333,04,Lower Shabelle,Normal,87.869,2004
Kurtunwaarey,84.62145833333334,05,Lower Shabelle,Alert,34.588,2004
Kurtunwaarey,39.357875,06,Lower Shabelle,Normal,31.632,2004
Kurtunwaarey,38.178333333333335,07,Lower Shabelle,Normal,37.91,2004
Kurtunwaarey,24.048166666666667,08,Lower Shabelle,Alert,19.083,2004
Kurtunwaarey,12.040208333333334,09,Lower Shabelle,Normal,14.786,2004
Kurtunwaarey,81.57091304347826,10,Lower Shabelle,Normal,109.269,2004
Kurtunwaarey,60.377833333333335,11,Lower Shabelle,Normal,100.297,2004
Kurtunwaarey,10.792541666666667,12,Lower Shabelle,Alert,4.91,2004
Ceel Barde,1.209625,12,Bakool,Alert,0.625,2004
