region,district,value,month,indicator
Bay,Baydhaba,20.025,2007-03-01,rainfall
Bay,Buur Hakaba,12.361,2007-03-01,rainfall
Bay,Diinsoor,21.549,2007-03-01,rainfall
Bay,Qansax Dheere,30.48,2007-03-01,rainfall
Bakool,Xudur,5.64,2007-03-01,rainfall
Bakool,Ceel Barde,7.849,2007-03-01,rainfall
Bakool,Tayeeglow,10.7,2007-03-01,rainfall
Bakool,Waajid,14.254,2007-03-01,rainfall
Bakool,Rab Dhuure,12.419,2007-03-01,rainfall
Lower Shabelle,Marka,38.78,2007-04-01,rainfall
Lower Shabelle,Afgooye,52.835,2007-04-01,rainfall
Lower Shabelle,Baraawe,49.393,2007-04-01,rainfall
Lower Shabelle,Kurtunwaarey,62.425,2007-04-01,rainfall
Lower Shabelle,Qoryooley,53.111,2007-04-01,rainfall
Lower Shabelle,Sablaale,79.334,2007-04-01,rainfall
Lower Shabelle,Wanla Weyn,64.233,2007-04-01,rainfall
Bay,Baydhaba,116.239,2007-04-01,rainfall
Bay,Buur Hakaba,91.413,2007-04-01,rainfall
Bay,Diinsoor,86.073,2007-04-01,rainfall
Bay,Qansax Dheere,107.463,2007-04-01,rainfall
Bakool,Xudur,78.449,2007-04-01,rainfall
Bakool,Ceel Barde,83.791,2007-04-01,rainfall
Bakool,Tayeeglow,60.382,2007-04-01,rainfall
Bakool,Waajid,130.385,2007-04-01,rainfall
Bakool,Rab Dhuure,126.983,2007-04-01,rainfall
Lower Shabelle,Marka,32.669,2007-05-01,rainfall
Lower Shabelle,Afgooye,49.041,2007-05-01,rainfall
Lower Shabelle,Baraawe,56.785,2007-05-01,rainfall
Lower Shabelle,Kurtunwaarey,62.409,2007-05-01,rainfall
Lower Shabelle,Qoryooley,58.229,2007-05-01,rainfall
Lower Shabelle,Sablaale,109.827,2007-05-01,rainfall
Lower Shabelle,Wanla Weyn,35.735,2007-05-01,rainfall
Bay,Baydhaba,51.853,2007-05-01,rainfall
Bay,Buur Hakaba,65.528,2007-05-01,rainfall
Bay,Diinsoor,69.691,2007-05-01,rainfall
Bay,Qansax Dheere,51.657,2007-05-01,rainfall
Bakool,Xudur,47.223,2007-05-01,rainfall
Bakool,Ceel Barde,47.355,2007-05-01,rainfall
Bakool,Tayeeglow,38.06,2007-05-01,rainfall
Bakool,Waajid,42.906,2007-05-01,rainfall
Bakool,Rab Dhuure,50.34,2007-05-01,rainfall
Lower Shabelle,Marka,107.628,2007-06-01,rainfall
Lower Shabelle,Afgooye,69.064,2007-06-01,rainfall
Lower Shabelle,Baraawe,151.047,2007-06-01,rainfall
Lower Shabelle,Kurtunwaarey,99.174,2007-06-01,rainfall
Lower Shabelle,Qoryooley,80.789,2007-06-01,rainfall
Lower Shabelle,Sablaale,121.669,2007-06-01,rainfall
Lower Shabelle,Wanla Weyn,20.481,2007-06-01,rainfall
Bay,Baydhaba,23.919,2007-06-01,rainfall
Bay,Buur Hakaba,31.508,2007-06-01,rainfall
Bay,Diinsoor,31.907,2007-06-01,rainfall
Bay,Qansax Dheere,11.463,2007-06-01,rainfall
Bakool,Xudur,11.014,2007-06-01,rainfall
Bakool,Ceel Barde,10.853,2007-06-01,rainfall
Bakool,Tayeeglow,16.159,2007-06-01,rainfall
Bakool,Waajid,16.589,2007-06-01,rainfall
Bakool,Rab Dhuure,8.402,2007-06-01,rainfall
Lower Shabelle,Marka,36.515,2007-07-01,rainfall
Lower Shabelle,Afgooye,34.636,2007-07-01,rainfall
Lower Shabelle,Baraawe,40.024,2007-07-01,rainfall
Lower Shabelle,Kurtunwaarey,37.91,2007-07-01,rainfall
Lower Shabelle,Qoryooley,36.434,2007-07-01,rainfall
Lower Shabelle,Sablaale,39.936,2007-07-01,rainfall
Lower Shabelle,Wanla Weyn,18.63,2007-07-01,rainfall
Bay,Baydhaba,24.264,2007-07-01,rainfall
Bay,Buur Hakaba,30.638,2007-07-01,rainfall
Bay,Diinsoor,25.285,2007-07-01,rainfall
Bay,Qansax Dheere,13.908,2007-07-01,rainfall
Bakool,Xudur,11.286,2007-07-01,rainfall
Bakool,Ceel Barde,10.326,2007-07-01,rainfall
Bakool,Tayeeglow,37.369,2007-07-01,rainfall
Bakool,Waajid,10.023,2007-07-01,rainfall
Bakool,Rab Dhuure,1.446,2007-07-01,rainfall
Lower Shabelle,Marka,27.7,2007-08-01,rainfall
Lower Shabelle,Afgooye,16.481,2007-08-01,rainfall
Lower Shabelle,Baraawe,31.463,2007-08-01,rainfall
Lower Shabelle,Kurtunwaarey,24.933,2007-08-01,rainfall
Lower Shabelle,Qoryooley,29.052,2007-08-01,rainfall
Lower Shabelle,Sablaale,24.134,2007-08-01,rainfall
Lower Shabelle,Wanla Weyn,6.524,2007-08-01,rainfall
Bay,Baydhaba,14.725,2007-08-01,rainfall
Bay,Buur Hakaba,15.882,2007-08-01,rainfall
Bay,Diinsoor,12.218,2007-08-01,rainfall
Bay,Qansax Dheere,8.366,2007-08-01,rainfall
Bakool,Xudur,9.457,2007-08-01,rainfall
Bakool,Ceel Barde,11.956,2007-08-01,rainfall
Bakool,Tayeeglow,17.362,2007-08-01,rainfall
Bakool,Waajid,10.348,2007-08-01,rainfall
Bakool,Rab Dhuure,2.486,2007-08-01,rainfall
Lower Shabelle,Marka,11.399,2007-09-01,rainfall
Lower Shabelle,Afgooye,8.804,2007-09-01,rainfall
Lower Shabelle,Baraawe,19.369,2007-09-01,rainfall
Lower Shabelle,Kurtunwaarey,13.856,2007-09-01,rainfall
Lower Shabelle,Qoryooley,8.714,2007-09-01,rainfall
Lower Shabelle,Sablaale,20.746,2007-09-01,rainfall
Lower Shabelle,Wanla Weyn,5.265,2007-09-01,rainfall
Bay,Baydhaba,10.675,2007-09-01,rainfall
Bay,Buur Hakaba,11.612,2007-09-01,rainfall
Bay,Diinsoor,14.901,2007-09-01,rainfall
Bay,Qansax Dheere,5.04,2007-09-01,rainfall
Bakool,Xudur,15.768,2007-09-01,rainfall
Bakool,Ceel Barde,10.948,2007-09-01,rainfall
Bakool,Tayeeglow,10.247,2007-09-01,rainfall
Bakool,Waajid,17.434,2007-09-01,rainfall
Bakool,Rab Dhuure,7.05,2007-09-01,rainfall
Lower Shabelle,Marka,18.262,2007-10-01,rainfall
Lower Shabelle,Afgooye,69.631,2007-10-01,rainfall
Lower Shabelle,Baraawe,21.712,2007-10-01,rainfall
Lower Shabelle,Kurtunwaarey,86.964,2007-10-01,rainfall
Lower Shabelle,Qoryooley,81.823,2007-10-01,rainfall
Lower Shabelle,Sablaale,109.751,2007-10-01,rainfall
Lower Shabelle,Wanla Weyn,124.355,2007-10-01,rainfall
Bay,Baydhaba,183.856,2007-10-01,rainfall
Bay,Buur Hakaba,149.507,2007-10-01,rainfall
Bay,Diinsoor,154.322,2007-10-01,rainfall
Bay,Qansax Dheere,210.616,2007-10-01,rainfall
Bakool,Xudur,137.142,2007-10-01,rainfall
Bakool,Ceel Barde,91.852,2007-10-01,rainfall
Bakool,Tayeeglow,96.852,2007-10-01,rainfall
Bakool,Waajid,164.954,2007-10-01,rainfall
Bakool,Rab Dhuure,101.666,2007-10-01,rainfall
Lower Shabelle,Marka,38.193,2007-11-01,rainfall
Lower Shabelle,Afgooye,72.863,2007-11-01,rainfall
Lower Shabelle,Baraawe,37.352,2007-11-01,rainfall
Lower Shabelle,Kurtunwaarey,61.427,2007-11-01,rainfall
Lower Shabelle,Qoryooley,55.284,2007-11-01,rainfall
Lower Shabelle,Sablaale,77.897,2007-11-01,rainfall
Lower Shabelle,Wanla Weyn,56.084,2007-11-01,rainfall
Bay,Baydhaba,57.249,2007-11-01,rainfall
Bay,Buur Hakaba,57.289,2007-11-01,rainfall
Bay,Diinsoor,90.393,2007-11-01,rainfall
Bay,Qansax Dheere,66.096,2007-11-01,rainfall
Bakool,Xudur,23.335,2007-11-01,rainfall
Bakool,Ceel Barde,30.071,2007-11-01,rainfall
Bakool,Tayeeglow,36.887,2007-11-01,rainfall
Bakool,Waajid,37.201,2007-11-01,rainfall
Bakool,Rab Dhuure,30.839,2007-11-01,rainfall
Lower Shabelle,Marka,5.169,2007-12-01,rainfall
Lower Shabelle,Afgooye,12.652,2007-12-01,rainfall
Lower Shabelle,Baraawe,2.328,2007-12-01,rainfall
Lower Shabelle,Kurtunwaarey,5.561,2007-12-01,rainfall
Lower Shabelle,Qoryooley,6.642,2007-12-01,rainfall
Lower Shabelle,Sablaale,6.379,2007-12-01,rainfall
Lower Shabelle,Wanla Weyn,5.219,2007-12-01,rainfall
Bay,Baydhaba,3.219,2007-12-01,rainfall
Bay,Buur Hakaba,4.729,2007-12-01,rainfall
Bay,Diinsoor,6.606,2007-12-01,rainfall
Bay,Qansax Dheere,6.36,2007-12-01,rainfall
Bakool,Xudur,0.668,2007-12-01,rainfall
Bakool,Ceel Barde,0.655,2007-12-01,rainfall
Bakool,Tayeeglow,1.224,2007-12-01,rainfall
Bakool,Waajid,2.242,2007-12-01,rainfall
Bakool,Rab Dhuure,1.209,2007-12-01,rainfall
Lower Shabelle,Marka,0.833,2008-01-01,rainfall
Lower Shabelle,Afgooye,1.213,2008-01-01,rainfall
Lower Shabelle,Baraawe,0.355,2008-01-01,rainfall
Lower Shabelle,Kurtunwaarey,0.603,2008-01-01,rainfall
Lower Shabelle,Qoryooley,0.753,2008-01-01,rainfall
Lower Shabelle,Sablaale,0.601,2008-01-01,rainfall
Lower Shabelle,Wanla Weyn,1.587,2008-01-01,rainfall
Bay,Baydhaba,1.955,2008-01-01,rainfall
Bay,Buur Hakaba,0.951,2008-01-01,rainfall
Bay,Diinsoor,1.292,2008-01-01,rainfall
Bay,Qansax Dheere,1.85,2008-01-01,rainfall
Bakool,Xudur,0.435,2008-01-01,rainfall
Bakool,Ceel Barde,0.694,2008-01-01,rainfall
Bakool,Tayeeglow,0.591,2008-01-01,rainfall
Bakool,Waajid,0.876,2008-01-01,rainfall
Bakool,Rab Dhuure,0.461,2008-01-01,rainfall
Lower Shabelle,Marka,0.253,2008-02-01,rainfall
Lower Shabelle,Afgooye,0.786,2008-02-01,rainfall
Lower Shabelle,Baraawe,0.389,2008-02-01,rainfall
Lower Shabelle,Kurtunwaarey,0.694,2008-02-01,rainfall
Lower Shabelle,Qoryooley,0.553,2008-02-01,rainfall
Lower Shabelle,Sablaale,0.903,2008-02-01,rainfall
Lower Shabelle,Wanla Weyn,1.178,2008-02-01,rainfall
Bay,Baydhaba,1.165,2008-02-01,rainfall
Bay,Buur Hakaba,1.255,2008-02-01,rainfall
Bay,Diinsoor,1.374,2008-02-01,rainfall
Bay,Qansax Dheere,1.322,2008-02-01,rainfall
Bakool,Xudur,0.637,2008-02-01,rainfall
Bakool,Ceel Barde,1.256,2008-02-01,rainfall
Bakool,Tayeeglow,0.673,2008-02-01,rainfall
Bakool,Waajid,0.965,2008-02-01,rainfall
Bakool,Rab Dhuure,0.978,2008-02-01,rainfall
Lower Shabelle,Marka,2.807,2008-03-01,rainfall
Lower Shabelle,Afgooye,3.415,2008-03-01,rainfall
Lower Shabelle,Baraawe,2.415,2008-03-01,rainfall
Lower Shabelle,Kurtunwaarey,6.448,2008-03-01,rainfall
Lower Shabelle,Qoryooley,4.089,2008-03-01,rainfall
Lower Shabelle,Sablaale,6.201,2008-03-01,rainfall
Lower Shabelle,Wanla Weyn,5.545,2008-03-01,rainfall
Bay,Baydhaba,11.532,2008-03-01,rainfall
Bay,Buur Hakaba,5.742,2008-03-01,rainfall
Bay,Diinsoor,9.905,2008-03-01,rainfall
Bay,Qansax Dheere,15.943,2008-03-01,rainfall
Bakool,Xudur,3.047,2008-03-01,rainfall
Bakool,Ceel Barde,4.711,2008-03-01,rainfall
Bakool,Tayeeglow,4.877,2008-03-01,rainfall
Bakool,Waajid,7.404,2008-03-01,rainfall
Bakool,Rab Dhuure,4.773,2008-03-01,rainfall
Lower Shabelle,Marka,15.757,2008-04-01,rainfall
Lower Shabelle,Afgooye,29.845,2008-04-01,rainfall
Lower Shabelle,Baraawe,26.849,2008-04-01,rainfall
Lower Shabelle,Kurtunwaarey,35.234,2008-04-01,rainfall
Lower Shabelle,Qoryooley,27.064,2008-04-01,rainfall
Lower Shabelle,Sablaale,70.199,2008-04-01,rainfall
Lower Shabelle,Wanla Weyn,31.213,2008-04-01,rainfall
Bay,Baydhaba,84.339,2008-04-01,rainfall
Bay,Buur Hakaba,51.901,2008-04-01,rainfall
Bay,Diinsoor,90.622,2008-04-01,rainfall
Bay,Qansax Dheere,100.368,2008-04-01,rainfall
Bakool,Xudur,58.811,2008-04-01,rainfall
Bakool,Ceel Barde,62.263,2008-04-01,rainfall
Bakool,Tayeeglow,39.999,2008-04-01,rainfall
Bakool,Waajid,113.001,2008-04-01,rainfall
Bakool,Rab Dhuure,117.709,2008-04-01,rainfall
Lower Shabelle,Marka,68.644,2008-05-01,rainfall
Lower Shabelle,Afgooye,81.792,2008-05-01,rainfall
Lower Shabelle,Baraawe,133.533,2008-05-01,rainfall
Lower Shabelle,Kurtunwaarey,123.33,2008-05-01,rainfall
Lower Shabelle,Qoryooley,106.997,2008-05-01,rainfall
Lower Shabelle,Sablaale,143.441,2008-05-01,rainfall
Lower Shabelle,Wanla Weyn,74.773,2008-05-01,rainfall
Bay,Baydhaba,62.124,2008-05-01,rainfall
Bay,Buur Hakaba,95.611,2008-05-01,rainfall
Bay,Diinsoor,59.691,2008-05-01,rainfall
Bay,Qansax Dheere,27.693,2008-05-01,rainfall
Bakool,Xudur,54.923,2008-05-01,rainfall
Bakool,Ceel Barde,49.333,2008-05-01,rainfall
Bakool,Tayeeglow,59.532,2008-05-01,rainfall
Bakool,Waajid,41.839,2008-05-01,rainfall
Bakool,Rab Dhuure,33.025,2008-05-01,rainfall
Lower Shabelle,Marka,79.338,2008-06-01,rainfall
Lower Shabelle,Afgooye,73.673,2008-06-01,rainfall
Lower Shabelle,Baraawe,101.511,2008-06-01,rainfall
Lower Shabelle,Kurtunwaarey,71.444,2008-06-01,rainfall
Lower Shabelle,Qoryooley,63.081,2008-06-01,rainfall
Lower Shabelle,Sablaale,84.982,2008-06-01,rainfall
Lower Shabelle,Wanla Weyn,36.392,2008-06-01,rainfall
Bay,Baydhaba,15.05,2008-06-01,rainfall
Bay,Buur Hakaba,41.719,2008-06-01,rainfall
Bay,Diinsoor,26.787,2008-06-01,rainfall
Bay,Qansax Dheere,10.041,2008-06-01,rainfall
Bakool,Xudur,3.545,2008-06-01,rainfall
Bakool,Ceel Barde,4.442,2008-06-01,rainfall
Bakool,Tayeeglow,9.029,2008-06-01,rainfall
Bakool,Waajid,8.384,2008-06-01,rainfall
Bakool,Rab Dhuure,2.719,2008-06-01,rainfall
Lower Shabelle,Marka,58.926,2008-07-01,rainfall
Lower Shabelle,Afgooye,30.797,2008-07-01,rainfall
Lower Shabelle,Baraawe,47.458,2008-07-01,rainfall
Lower Shabelle,Kurtunwaarey,62.078,2008-07-01,rainfall
Lower Shabelle,Qoryooley,51.519,2008-07-01,rainfall
Lower Shabelle,Sablaale,57.638,2008-07-01,rainfall
Lower Shabelle,Wanla Weyn,19.21,2008-07-01,rainfall
Bay,Baydhaba,25.261,2008-07-01,rainfall
Bay,Buur Hakaba,32.979,2008-07-01,rainfall
Bay,Diinsoor,29.619,2008-07-01,rainfall
Bay,Qansax Dheere,14.751,2008-07-01,rainfall
Bakool,Xudur,11.394,2008-07-01,rainfall
Bakool,Ceel Barde,9.223,2008-07-01,rainfall
Bakool,Tayeeglow,35.556,2008-07-01,rainfall
Bakool,Waajid,10.034,2008-07-01,rainfall
Bakool,Rab Dhuure,1.5,2008-07-01,rainfall
Lower Shabelle,Marka,44.73,2008-08-01,rainfall
Lower Shabelle,Afgooye,13.326,2008-08-01,rainfall
Lower Shabelle,Baraawe,37.574,2008-08-01,rainfall
Lower Shabelle,Kurtunwaarey,32.614,2008-08-01,rainfall
Lower Shabelle,Qoryooley,34.51,2008-08-01,rainfall
Lower Shabelle,Sablaale,26.169,2008-08-01,rainfall
Lower Shabelle,Wanla Weyn,5.606,2008-08-01,rainfall
Bay,Baydhaba,14.136,2008-08-01,rainfall
Bay,Buur Hakaba,15.444,2008-08-01,rainfall
Bay,Diinsoor,11.915,2008-08-01,rainfall
Bay,Qansax Dheere,8.249,2008-08-01,rainfall
Bakool,Xudur,9.648,2008-08-01,rainfall
Bakool,Ceel Barde,11.534,2008-08-01,rainfall
Bakool,Tayeeglow,18.168,2008-08-01,rainfall
Bakool,Waajid,7.446,2008-08-01,rainfall
Bakool,Rab Dhuure,2.418,2008-08-01,rainfall
Lower Shabelle,Marka,16.848,2008-09-01,rainfall
Lower Shabelle,Afgooye,10.112,2008-09-01,rainfall
Lower Shabelle,Baraawe,21.84,2008-09-01,rainfall
Lower Shabelle,Kurtunwaarey,17.106,2008-09-01,rainfall
Lower Shabelle,Qoryooley,14.804,2008-09-01,rainfall
Lower Shabelle,Sablaale,21.244,2008-09-01,rainfall
Lower Shabelle,Wanla Weyn,7.786,2008-09-01,rainfall
Bay,Baydhaba,10.157,2008-09-01,rainfall
Bay,Buur Hakaba,12.57,2008-09-01,rainfall
Bay,Diinsoor,12.871,2008-09-01,rainfall
Bay,Qansax Dheere,5.849,2008-09-01,rainfall
Bakool,Xudur,32.07,2008-09-01,rainfall
Bakool,Ceel Barde,12.85,2008-09-01,rainfall
Bakool,Tayeeglow,12.561,2008-09-01,rainfall
Bakool,Waajid,20.892,2008-09-01,rainfall
Bakool,Rab Dhuure,13.912,2008-09-01,rainfall
Lower Shabelle,Marka,16.72,2008-10-01,rainfall
Lower Shabelle,Afgooye,47.675,2008-10-01,rainfall
Lower Shabelle,Baraawe,18.001,2008-10-01,rainfall
Lower Shabelle,Kurtunwaarey,66.375,2008-10-01,rainfall
Lower Shabelle,Qoryooley,58.003,2008-10-01,rainfall
Lower Shabelle,Sablaale,67.599,2008-10-01,rainfall
Lower Shabelle,Wanla Weyn,87.556,2008-10-01,rainfall
Bay,Baydhaba,143.658,2008-10-01,rainfall
Bay,Buur Hakaba,104.04,2008-10-01,rainfall
Bay,Diinsoor,65.042,2008-10-01,rainfall
Bay,Qansax Dheere,78.97,2008-10-01,rainfall
Bakool,Xudur,128.73,2008-10-01,rainfall
Bakool,Ceel Barde,91.818,2008-10-01,rainfall
Bakool,Tayeeglow,91.356,2008-10-01,rainfall
Bakool,Waajid,154.921,2008-10-01,rainfall
Bakool,Rab Dhuure,136.921,2008-10-01,rainfall
Lower Shabelle,Marka,20.346,2008-11-01,rainfall
Lower Shabelle,Afgooye,43.174,2008-11-01,rainfall
Lower Shabelle,Baraawe,25.359,2008-11-01,rainfall
Lower Shabelle,Kurtunwaarey,31.917,2008-11-01,rainfall
Lower Shabelle,Qoryooley,29.712,2008-11-01,rainfall
Lower Shabelle,Sablaale,51.029,2008-11-01,rainfall
Lower Shabelle,Wanla Weyn,30.915,2008-11-01,rainfall
Bay,Baydhaba,34.266,2008-11-01,rainfall
Bay,Buur Hakaba,29.986,2008-11-01,rainfall
Bay,Diinsoor,64.704,2008-11-01,rainfall
Bay,Qansax Dheere,48.671,2008-11-01,rainfall
Bakool,Xudur,15.085,2008-11-01,rainfall
Bakool,Ceel Barde,15.638,2008-11-01,rainfall
Bakool,Tayeeglow,20.096,2008-11-01,rainfall
Bakool,Waajid,25.67,2008-11-01,rainfall
Bakool,Rab Dhuure,23.573,2008-11-01,rainfall
Lower Shabelle,Marka,3.952,2008-12-01,rainfall
Lower Shabelle,Afgooye,7.857,2008-12-01,rainfall
Lower Shabelle,Baraawe,2.279,2008-12-01,rainfall
Lower Shabelle,Kurtunwaarey,3.802,2008-12-01,rainfall
Lower Shabelle,Qoryooley,4.139,2008-12-01,rainfall
Lower Shabelle,Sablaale,4.48,2008-12-01,rainfall
Lower Shabelle,Wanla Weyn,3.825,2008-12-01,rainfall
Bay,Baydhaba,2.969,2008-12-01,rainfall
Bay,Buur Hakaba,3.48,2008-12-01,rainfall
Bay,Diinsoor,3.39,2008-12-01,rainfall
Bay,Qansax Dheere,5.994,2008-12-01,rainfall
Bakool,Xudur,0.662,2008-12-01,rainfall
Bakool,Ceel Barde,0.627,2008-12-01,rainfall
Bakool,Tayeeglow,1.169,2008-12-01,rainfall
Bakool,Waajid,2.084,2008-12-01,rainfall
Bakool,Rab Dhuure,1.175,2008-12-01,rainfall
Lower Shabelle,Marka,0.736,2009-01-01,rainfall
Lower Shabelle,Afgooye,1.209,2009-01-01,rainfall
Lower Shabelle,Baraawe,0.358,2009-01-01,rainfall
Lower Shabelle,Kurtunwaarey,0.612,2009-01-01,rainfall
Lower Shabelle,Qoryooley,0.645,2009-01-01,rainfall
Lower Shabelle,Sablaale,0.611,2009-01-01,rainfall
Lower Shabelle,Wanla Weyn,1.573,2009-01-01,rainfall
Bay,Baydhaba,0.939,2009-01-01,rainfall
Bay,Buur Hakaba,0.807,2009-01-01,rainfall
Bay,Diinsoor,1.028,2009-01-01,rainfall
Bay,Qansax Dheere,1.503,2009-01-01,rainfall
Bakool,Xudur,0.421,2009-01-01,rainfall
Bakool,Ceel Barde,0.693,2009-01-01,rainfall
Bakool,Tayeeglow,0.614,2009-01-01,rainfall
Bakool,Waajid,0.545,2009-01-01,rainfall
Bakool,Rab Dhuure,0.372,2009-01-01,rainfall
Lower Shabelle,Marka,0.252,2009-02-01,rainfall
Lower Shabelle,Afgooye,0.899,2009-02-01,rainfall
Lower Shabelle,Baraawe,0.389,2009-02-01,rainfall
Lower Shabelle,Kurtunwaarey,0.711,2009-02-01,rainfall
Lower Shabelle,Qoryooley,0.681,2009-02-01,rainfall
Lower Shabelle,Sablaale,0.928,2009-02-01,rainfall
Lower Shabelle,Wanla Weyn,1.776,2009-02-01,rainfall
Bay,Baydhaba,3.174,2009-02-01,rainfall
Bay,Buur Hakaba,2.395,2009-02-01,rainfall
Bay,Diinsoor,3.283,2009-02-01,rainfall
Bay,Qansax Dheere,4.671,2009-02-01,rainfall
Bakool,Xudur,1.148,2009-02-01,rainfall
Bakool,Ceel Barde,2.207,2009-02-01,rainfall
Bakool,Tayeeglow,2.186,2009-02-01,rainfall
Bakool,Waajid,1.934,2009-02-01,rainfall
Bakool,Rab Dhuure,1.88,2009-02-01,rainfall
Lower Shabelle,Marka,2.802,2009-03-01,rainfall
Lower Shabelle,Afgooye,3.777,2009-03-01,rainfall
Lower Shabelle,Baraawe,2.323,2009-03-01,rainfall
Lower Shabelle,Kurtunwaarey,3.812,2009-03-01,rainfall
Lower Shabelle,Qoryooley,3.017,2009-03-01,rainfall
Lower Shabelle,Sablaale,3.393,2009-03-01,rainfall
Lower Shabelle,Wanla Weyn,8.782,2009-03-01,rainfall
Bay,Baydhaba,15.981,2009-03-01,rainfall
Bay,Buur Hakaba,7.779,2009-03-01,rainfall
Bay,Diinsoor,7.432,2009-03-01,rainfall
Bay,Qansax Dheere,14.108,2009-03-01,rainfall
Bakool,Xudur,4.468,2009-03-01,rainfall
Bakool,Ceel Barde,7.547,2009-03-01,rainfall
Bakool,Tayeeglow,5.699,2009-03-01,rainfall
Bakool,Waajid,12.58,2009-03-01,rainfall
Bakool,Rab Dhuure,10.168,2009-03-01,rainfall
Lower Shabelle,Marka,31.642,2009-04-01,rainfall
Lower Shabelle,Afgooye,43.786,2009-04-01,rainfall
Lower Shabelle,Baraawe,37.923,2009-04-01,rainfall
Lower Shabelle,Kurtunwaarey,55.705,2009-04-01,rainfall
Lower Shabelle,Qoryooley,53.427,2009-04-01,rainfall
Lower Shabelle,Sablaale,61.591,2009-04-01,rainfall
Lower Shabelle,Wanla Weyn,60.976,2009-04-01,rainfall
Bay,Baydhaba,105.789,2009-04-01,rainfall
Bay,Buur Hakaba,88.244,2009-04-01,rainfall
Bay,Diinsoor,71.61,2009-04-01,rainfall
Bay,Qansax Dheere,97.726,2009-04-01,rainfall
Bakool,Xudur,77.073,2009-04-01,rainfall
Bakool,Ceel Barde,70.413,2009-04-01,rainfall
Bakool,Tayeeglow,74.292,2009-04-01,rainfall
Bakool,Waajid,112.542,2009-04-01,rainfall
Bakool,Rab Dhuure,118.089,2009-04-01,rainfall
Lower Shabelle,Marka,68.611,2009-05-01,rainfall
Lower Shabelle,Afgooye,99.007,2009-05-01,rainfall
Lower Shabelle,Baraawe,97.84,2009-05-01,rainfall
Lower Shabelle,Kurtunwaarey,135.124,2009-05-01,rainfall
Lower Shabelle,Qoryooley,110.388,2009-05-01,rainfall
Lower Shabelle,Sablaale,165.333,2009-05-01,rainfall
Lower Shabelle,Wanla Weyn,53.136,2009-05-01,rainfall
Bay,Baydhaba,57.177,2009-05-01,rainfall
Bay,Buur Hakaba,108.041,2009-05-01,rainfall
Bay,Diinsoor,119.652,2009-05-01,rainfall
Bay,Qansax Dheere,47.252,2009-05-01,rainfall
Bakool,Xudur,44.23,2009-05-01,rainfall
Bakool,Ceel Barde,30.016,2009-05-01,rainfall
Bakool,Tayeeglow,39.572,2009-05-01,rainfall
Bakool,Waajid,44.265,2009-05-01,rainfall
Bakool,Rab Dhuure,34.395,2009-05-01,rainfall
Lower Shabelle,Marka,49.18,2009-06-01,rainfall
Lower Shabelle,Afgooye,35.917,2009-06-01,rainfall
Lower Shabelle,Baraawe,66.569,2009-06-01,rainfall
Lower Shabelle,Kurtunwaarey,31.13,2009-06-01,rainfall
Lower Shabelle,Qoryooley,35.207,2009-06-01,rainfall
Lower Shabelle,Sablaale,47.873,2009-06-01,rainfall
Lower Shabelle,Wanla Weyn,14.608,2009-06-01,rainfall
Bay,Baydhaba,9.39,2009-06-01,rainfall
Bay,Buur Hakaba,22.823,2009-06-01,rainfall
Bay,Diinsoor,20.905,2009-06-01,rainfall
Bay,Qansax Dheere,5.627,2009-06-01,rainfall
Bakool,Xudur,1.402,2009-06-01,rainfall
Bakool,Ceel Barde,1.298,2009-06-01,rainfall
Bakool,Tayeeglow,4.592,2009-06-01,rainfall
Bakool,Waajid,4.783,2009-06-01,rainfall
Bakool,Rab Dhuure,1.249,2009-06-01,rainfall
Lower Shabelle,Marka,36.515,2009-07-01,rainfall
Lower Shabelle,Afgooye,30.319,2009-07-01,rainfall
Lower Shabelle,Baraawe,42.11,2009-07-01,rainfall
Lower Shabelle,Kurtunwaarey,39.719,2009-07-01,rainfall
Lower Shabelle,Qoryooley,33.945,2009-07-01,rainfall
Lower Shabelle,Sablaale,42.872,2009-07-01,rainfall
Lower Shabelle,Wanla Weyn,18.452,2009-07-01,rainfall
Bay,Baydhaba,21.122,2009-07-01,rainfall
Bay,Buur Hakaba,27.303,2009-07-01,rainfall
Bay,Diinsoor,23.113,2009-07-01,rainfall
Bay,Qansax Dheere,13.873,2009-07-01,rainfall
Bakool,Xudur,11.019,2009-07-01,rainfall
Bakool,Ceel Barde,8.789,2009-07-01,rainfall
Bakool,Tayeeglow,34.23,2009-07-01,rainfall
Bakool,Waajid,9.933,2009-07-01,rainfall
Bakool,Rab Dhuure,1.442,2009-07-01,rainfall
Lower Shabelle,Marka,27.7,2009-08-01,rainfall
Lower Shabelle,Afgooye,11.571,2009-08-01,rainfall
Lower Shabelle,Baraawe,28.165,2009-08-01,rainfall
Lower Shabelle,Kurtunwaarey,19.083,2009-08-01,rainfall
Lower Shabelle,Qoryooley,23.38,2009-08-01,rainfall
Lower Shabelle,Sablaale,18.718,2009-08-01,rainfall
Lower Shabelle,Wanla Weyn,5.045,2009-08-01,rainfall
Bay,Baydhaba,13.725,2009-08-01,rainfall
Bay,Buur Hakaba,14.018,2009-08-01,rainfall
Bay,Diinsoor,11.124,2009-08-01,rainfall
Bay,Qansax Dheere,8.08,2009-08-01,rainfall
Bakool,Xudur,7.974,2009-08-01,rainfall
Bakool,Ceel Barde,10.636,2009-08-01,rainfall
Bakool,Tayeeglow,16.747,2009-08-01,rainfall
