id,date,station_number,level(m)
102243,15/04/2016,jb009,2.04
102238,14/04/2016,jb009,1.82
102228,13/04/2016,jb009,1.52
102220,12/04/2016,jb009,2
102217,11/04/2016,jb009,1
102207,10/04/2016,jb009,1
102203,09/04/2016,jb009,1
102196,08/04/2016,jb009,1
102184,07/04/2016,jb009,1
102181,06/04/2016,jb009,1
102170,05/04/2016,jb009,1
102163,04/04/2016,jb009,1
102157,03/04/2016,jb009,1
102149,02/04/2016,jb009,1
102142,01/04/2016,jb009,1
102138,31/03/2016,jb009,1
102133,30/03/2016,jb009,1
102123,29/03/2016,jb009,1
102119,28/03/2016,jb009,1
102108,27/03/2016,jb009,1
102105,26/03/2016,jb009,1
102093,25/03/2016,jb009,1
102089,24/03/2016,jb009,1
102080,23/03/2016,jb009,1
102077,22/03/2016,jb009,1
102066,21/03/2016,jb009,1
102061,20/03/2016,jb009,1
102050,19/03/2016,jb009,1
102045,18/03/2016,jb009,1
102038,17/03/2016,jb009,1
102031,16/03/2016,jb009,1
102027,15/03/2016,jb009,1
102017,14/03/2016,jb009,1
102009,13/03/2016,jb009,1
102007,12/03/2016,jb009,1
101994,11/03/2016,jb009,1
101993,10/03/2016,jb009,1
101984,09/03/2016,jb009,1
101974,08/03/2016,jb009,1
101968,07/03/2016,jb009,1
101965,06/03/2016,jb009,1
101953,05/03/2016,jb009,1
101945,04/03/2016,jb009,1
101940,03/03/2016,jb009,1
101933,02/03/2016,jb009,1
101926,01/03/2016,jb009,1
101920,29/02/2016,jb009,1
101911,28/02/2016,jb009,1
101907,27/02/2016,jb009,1
101896,26/02/2016,jb009,1
101890,25/02/2016,jb009,1
101883,24/02/2016,jb009,1
101881,23/02/2016,jb009,1
101869,22/02/2016,jb009,1
101862,21/02/2016,jb009,1
101859,20/02/2016,jb009,1
101849,19/02/2016,jb009,1.02
101844,18/02/2016,jb009,1.02
101836,17/02/2016,jb009,1.02
101826,16/02/2016,jb009,1.02
101824,15/02/2016,jb009,1.04
101812,14/02/2016,jb009,1.04
101806,13/02/2016,jb009,1.04
101804,12/02/2016,jb009,1.06
101792,11/02/2016,jb009,1.06
101784,10/02/2016,jb009,1.06
101779,09/02/2016,jb009,1.08
101771,08/02/2016,jb009,1.08
101769,07/02/2016,jb009,1.08
101757,06/02/2016,jb009,1.1
101752,05/02/2016,jb009,1.1
101748,04/02/2016,jb009,1.1
101737,03/02/2016,jb009,1.12
101732,02/02/2016,jb009,1.12
101727,01/02/2016,jb009,1.12
101719,31/01/2016,jb009,1.12
101711,30/01/2016,jb009,1.14
101705,29/01/2016,jb009,1.16
101696,28/01/2016,jb009,1.18
101688,27/01/2016,jb009,1.2
101680,26/01/2016,jb009,1.2
101678,25/01/2016,jb009,1.22
101670,24/01/2016,jb009,1.24
101658,23/01/2016,jb009,1.26
101657,22/01/2016,jb009,1.26
101647,21/01/2016,jb009,1.28
101642,20/01/2016,jb009,1.3
101634,19/01/2016,jb009,1.3
101626,18/01/2016,jb009,1.32
101618,17/01/2016,jb009,1.34
101615,16/01/2016,jb009,1.36
101603,15/01/2016,jb009,1.38
101599,14/01/2016,jb009,1.38
101591,13/01/2016,jb009,1.4
101585,12/01/2016,jb009,1.42
101574,11/01/2016,jb009,1.46
101572,10/01/2016,jb009,1.46
101561,09/01/2016,jb009,1.48
101555,08/01/2016,jb009,1.5
101546,07/01/2016,jb009,1.5
101542,06/01/2016,jb009,1.54
101533,05/01/2016,jb009,1.56
101525,04/01/2016,jb009,1.58
101518,03/01/2016,jb009,1.6
101517,02/01/2016,jb009,1.62
101508,01/01/2016,jb009,1.66
101497,31/12/2015,jb009,1.72
101494,30/12/2015,jb009,1.72
101485,29/12/2015,jb009,1.74
101482,28/12/2015,jb009,1.76
101473,27/12/2015,jb009,1.82
101463,26/12/2015,jb009,1.82
101459,25/12/2015,jb009,1.84
101452,24/12/2015,jb009,1.84
101444,23/12/2015,jb009,1.86
101438,22/12/2015,jb009,1.86
101428,21/12/2015,jb009,1.86
101426,20/12/2015,jb009,1.88
101417,19/12/2015,jb009,1.9
101406,18/12/2015,jb009,1.9
101401,17/12/2015,jb009,1.92
101397,16/12/2015,jb009,1.92
101390,15/12/2015,jb009,1.94
101383,14/12/2015,jb009,2.02
101374,13/12/2015,jb009,2.04
101368,12/12/2015,jb009,2.06
101357,11/12/2015,jb009,2.08
101350,10/12/2015,jb009,2.12
101347,09/12/2015,jb009,2.16
101337,08/12/2015,jb009,2.18
101332,07/12/2015,jb009,2.2
101326,06/12/2015,jb009,2.38
101317,05/12/2015,jb009,2.4
101311,04/12/2015,jb009,2.46
101304,03/12/2015,jb009,2.5
101295,02/12/2015,jb009,2.52
101289,01/12/2015,jb009,2.56
101286,30/11/2015,jb009,2.66
101277,29/11/2015,jb009,2.86
101272,28/11/2015,jb009,2.9
101263,27/11/2015,jb009,2.92
101257,26/11/2015,jb009,2.86
101245,25/11/2015,jb009,3.46
101238,24/11/2015,jb009,3.94
101231,23/11/2015,jb009,3.16
101227,22/11/2015,jb009,3.18
101222,21/11/2015,jb009,3.38
101212,20/11/2015,jb009,3.46
101206,19/11/2015,jb009,3.56
101200,18/11/2015,jb009,3.68
101194,17/11/2015,jb009,3.48
101185,16/11/2015,jb009,3.6
101177,15/11/2015,jb009,3.68
101174,14/11/2015,jb009,4.08
101161,13/11/2015,jb009,4.24
101155,12/11/2015,jb009,4.26
101150,11/11/2015,jb009,5.08
101140,10/11/2015,jb009,3.78
101136,09/11/2015,jb009,3.48
101132,08/11/2015,jb009,3.4
101125,07/11/2015,jb009,3.16
101113,06/11/2015,jb009,3.18
101106,05/11/2015,jb009,3.64
101102,04/11/2015,jb009,3.6
101095,03/11/2015,jb009,3.02
101087,02/11/2015,jb009,2.96
101082,01/11/2015,jb009,2.68
101070,31/10/2015,jb009,2.72
101069,30/10/2015,jb009,2.92
101059,29/10/2015,jb009,3.12
101052,28/10/2015,jb009,2.98
101045,27/10/2015,jb009,2.88
101039,26/10/2015,jb009,3.14
101034,25/10/2015,jb009,2.98
101027,24/10/2015,jb009,2.78
101018,23/10/2015,jb009,2.66
101009,22/10/2015,jb009,2.64
101004,21/10/2015,jb009,2.62
100993,20/10/2015,jb009,2.58
100986,19/10/2015,jb009,2.52
100979,18/10/2015,jb009,2.52
100975,17/10/2015,jb009,2.46
100966,16/10/2015,jb009,2.42
100962,15/10/2015,jb009,2.38
100956,14/10/2015,jb009,2.32
100947,13/10/2015,jb009,2.34
100938,12/10/2015,jb009,2.32
100934,11/10/2015,jb009,2.34
100923,10/10/2015,jb009,2.36
100917,09/10/2015,jb009,2.32
100909,08/10/2015,jb009,2.34
100904,07/10/2015,jb009,2.34
100900,06/10/2015,jb009,2.26
100892,05/10/2015,jb009,2.18
100884,04/10/2015,jb009,2.16
100880,03/10/2015,jb009,2.1
100867,02/10/2015,jb009,2.08
100861,01/10/2015,jb009,2.1
100853,30/09/2015,jb009,2.08
100846,29/09/2015,jb009,2.08
100843,28/09/2015,jb009,2.06
100835,27/09/2015,jb009,2.08
100827,26/09/2015,jb009,2.1
100824,25/09/2015,jb009,2.12
100816,24/09/2015,jb009,2.1
100804,23/09/2015,jb009,2.1
100802,22/09/2015,jb009,2.08
100795,21/09/2015,jb009,2.08
100786,20/09/2015,jb009,2.1
100778,19/09/2015,jb009,2.14
100770,18/09/2015,jb009,2.12
100765,17/09/2015,jb009,2.14
100761,16/09/2015,jb009,2.16
100749,15/09/2015,jb009,2.18
100744,14/09/2015,jb009,2.22
100740,13/09/2015,jb009,2.22
100730,12/09/2015,jb009,2.2
100721,11/09/2015,jb009,2.18
100718,10/09/2015,jb009,2.18
100706,09/09/2015,jb009,2.16
100704,08/09/2015,jb009,2.18
100692,07/09/2015,jb009,2.2
100690,06/09/2015,jb009,2.24
100684,05/09/2015,jb009,2.26
100676,04/09/2015,jb009,2.28
100667,03/09/2015,jb009,2.32
100663,02/09/2015,jb009,2.26
100655,01/09/2015,jb009,2.3
100649,31/08/2015,jb009,2.28
100641,30/08/2015,jb009,2.26
100635,29/08/2015,jb009,2.24
100627,28/08/2015,jb009,2.2
100621,27/08/2015,jb009,2.16
100608,26/08/2015,jb009,2.12
100606,25/08/2015,jb009,2.16
100598,24/08/2015,jb009,2.22
100588,23/08/2015,jb009,2.28
100581,22/08/2015,jb009,2.3
100573,21/08/2015,jb009,2.42
100572,20/08/2015,jb009,2.48
100563,19/08/2015,jb009,2.54
100554,18/08/2015,jb009,2.56
100550,17/08/2015,jb009,2.58
100542,16/08/2015,jb009,2.62
100533,15/08/2015,jb009,2.64
100525,14/08/2015,jb009,2.68
100523,13/08/2015,jb009,2.7
100516,12/08/2015,jb009,2.74
100507,11/08/2015,jb009,2.68
100496,10/08/2015,jb009,2.62
100491,09/08/2015,jb009,2.64
100486,08/08/2015,jb009,2.62
100478,07/08/2015,jb009,2.6
100470,06/08/2015,jb009,2.56
100461,05/08/2015,jb009,2.52
100454,04/08/2015,jb009,2.54
100453,03/08/2015,jb009,2.54
100441,02/08/2015,jb009,2.56
100437,01/08/2015,jb009,2.58
100430,31/07/2015,jb009,2.6
100424,30/07/2015,jb009,2.6
100414,29/07/2015,jb009,2.64
100407,28/07/2015,jb009,2.68
100403,27/07/2015,jb009,2.7
100393,26/07/2015,jb009,2.7
100386,25/07/2015,jb009,2.72
100378,24/07/2015,jb009,2.76
100372,23/07/2015,jb009,2.8
100366,22/07/2015,jb009,2.82
100360,21/07/2015,jb009,2.8
100354,20/07/2015,jb009,2.76
100347,19/07/2015,jb009,2.78
100338,18/07/2015,jb009,2.82
100328,17/07/2015,jb009,2.86
100324,16/07/2015,jb009,2.82
100317,15/07/2015,jb009,2.2
100310,14/07/2015,jb009,2.22
100304,13/07/2015,jb009,2.24
100298,12/07/2015,jb009,2.26
100290,11/07/2015,jb009,2.28
100285,10/07/2015,jb009,2.26
100274,09/07/2015,jb009,2.3
100267,08/07/2015,jb009,2.32
100258,07/07/2015,jb009,2.38
100254,06/07/2015,jb009,2.42
100249,05/07/2015,jb009,2.46
100237,04/07/2015,jb009,2.48
100232,03/07/2015,jb009,2.42
100229,02/07/2015,jb009,2.38
100220,01/07/2015,jb009,2.32
100212,30/06/2015,jb009,2.54
100204,29/06/2015,jb009,2.52
100199,28/06/2015,jb009,2.56
100188,27/06/2015,jb009,2.58
100183,26/06/2015,jb009,2.62
100175,25/06/2015,jb009,2.6
100171,24/06/2015,jb009,2.64
100162,23/06/2015,jb009,2.66
100154,22/06/2015,jb009,2.72
100150,21/06/2015,jb009,2.74
100143,20/06/2015,jb009,2.78
100135,19/06/2015,jb009,2.8
100129,18/06/2015,jb009,2.82
100119,17/06/2015,jb009,2.82
100114,16/06/2015,jb009,2.84
100105,15/06/2015,jb009,2.64
100099,14/06/2015,jb009,2.9
100096,13/06/2015,jb009,3.1
100084,12/06/2015,jb009,3
100079,11/06/2015,jb009,3.1
100074,10/06/2015,jb009,3.12
100063,09/06/2015,jb009,3.16
100060,08/06/2015,jb009,3.14
100052,07/06/2015,jb009,3.18
100042,06/06/2015,jb009,3.22
100035,05/06/2015,jb009,3.14
100031,04/06/2015,jb009,2.8
100023,03/06/2015,jb009,2.78
100019,02/06/2015,jb009,2.76
100006,01/06/2015,jb009,2.28
100005,31/05/2015,jb009,2.08
99994,30/05/2015,jb009,2.04
99990,29/05/2015,jb009,1.98
99981,28/05/2015,jb009,2.02
99975,27/05/2015,jb009,2.04
99970,26/05/2015,jb009,2.24
99962,25/05/2015,jb009,2.28
99953,24/05/2015,jb009,2.42
99948,23/05/2015,jb009,2.62
99938,22/05/2015,jb009,2.24
99931,21/05/2015,jb009,2.82
99923,20/05/2015,jb009,2.64
99920,19/05/2015,jb009,2.72
99908,18/05/2015,jb009,2.68
99901,17/05/2015,jb009,2.54
99899,16/05/2015,jb009,2.62
99891,15/05/2015,jb009,2.48
99882,14/05/2015,jb009,2.5
99878,13/05/2015,jb009,2.74
99866,12/05/2015,jb009,2.62
99865,11/05/2015,jb009,2.52
99855,10/05/2015,jb009,2.76
99851,09/05/2015,jb009,2.74
99840,08/05/2015,jb009,2.56
99835,07/05/2015,jb009,2.4
99824,06/05/2015,jb009,2.42
99822,05/05/2015,jb009,2.5
99810,04/05/2015,jb009,2.34
99806,03/05/2015,jb009,2.32
99796,02/05/2015,jb009,2.3
99793,01/05/2015,jb009,2.14
99782,30/04/2015,jb009,2
99781,29/04/2015,jb009,1.82
99769,28/04/2015,jb009,2.28
99761,27/04/2015,jb009,1.9
99758,26/04/2015,jb009,2.02
99749,25/04/2015,jb009,1.92
99745,24/04/2015,jb009,1.68
99739,23/04/2015,jb009,1.5
99732,22/04/2015,jb009,1.4
99721,21/04/2015,jb009,1.5
99714,20/04/2015,jb009,1.4
99706,19/04/2015,jb009,1.5
99703,18/04/2015,jb009,1.5
99693,17/04/2015,jb009,1.5
99684,16/04/2015,jb009,2.02
99679,15/04/2015,jb009,1.4
99673,14/04/2015,jb009,1.5
99669,13/04/2015,jb009,1.3
99660,12/04/2015,jb009,1.5
99649,11/04/2015,jb009,1.68
99644,10/04/2015,jb009,1.4
99639,09/04/2015,jb009,1.1
99628,08/04/2015,jb009,1.1
99621,07/04/2015,jb009,1.1
99620,06/04/2015,jb009,1.1
99613,05/04/2015,jb009,1.1
99605,04/04/2015,jb009,1.2
99594,03/04/2015,jb009,1.1
99587,02/04/2015,jb009,1.1
99581,01/04/2015,jb009,1.2
99578,31/03/2015,jb009,1.2
99565,30/03/2015,jb009,1.4
99564,29/03/2015,jb009,1.62
99554,28/03/2015,jb009,1.4
99546,27/03/2015,jb009,1.5
99542,26/03/2015,jb009,1.5
99534,25/03/2015,jb009,
99527,24/03/2015,jb009,
99520,23/03/2015,jb009,
99515,22/03/2015,jb009,
99502,21/03/2015,jb009,
99500,20/03/2015,jb009,
99490,19/03/2015,jb009,
99481,18/03/2015,jb009,
99480,17/03/2015,jb009,
99468,16/03/2015,jb009,
99460,15/03/2015,jb009,
99455,14/03/2015,jb009,
99451,13/03/2015,jb009,
99443,12/03/2015,jb009,
99434,11/03/2015,jb009,
99430,10/03/2015,jb009,
99422,09/03/2015,jb009,
99417,08/03/2015,jb009,
99407,07/03/2015,jb009,
99402,06/03/2015,jb009,
99392,05/03/2015,jb009,
99386,04/03/2015,jb009,
99376,03/03/2015,jb009,
99369,02/03/2015,jb009,
99367,01/03/2015,jb009,
99356,28/02/2015,jb009,
99349,27/02/2015,jb009,
99341,26/02/2015,jb009,
99338,25/02/2015,jb009,
99327,24/02/2015,jb009,
99323,23/02/2015,jb009,
99314,22/02/2015,jb009,
99308,21/02/2015,jb009,
99300,20/02/2015,jb009,
99297,19/02/2015,jb009,
99286,18/02/2015,jb009,
99280,17/02/2015,jb009,
99277,16/02/2015,jb009,
99268,15/02/2015,jb009,
99261,14/02/2015,jb009,
99253,13/02/2015,jb009,
99245,12/02/2015,jb009,
99241,11/02/2015,jb009,
99235,10/02/2015,jb009,
99224,09/02/2015,jb009,
99216,08/02/2015,jb009,
99213,07/02/2015,jb009,
99206,06/02/2015,jb009,
99200,05/02/2015,jb009,
99190,04/02/2015,jb009,
99181,03/02/2015,jb009,
99177,02/02/2015,jb009,
99170,01/02/2015,jb009,
99162,31/01/2015,jb009,
99153,30/01/2015,jb009,
99145,29/01/2015,jb009,
99138,28/01/2015,jb009,
99135,27/01/2015,jb009,
99127,26/01/2015,jb009,
99117,25/01/2015,jb009,
99116,24/01/2015,jb009,
99105,23/01/2015,jb009,
99101,22/01/2015,jb009,
99090,21/01/2015,jb009,
99086,20/01/2015,jb009,
99077,19/01/2015,jb009,
99069,18/01/2015,jb009,
99063,17/01/2015,jb009,
99054,16/01/2015,jb009,
99052,15/01/2015,jb009,
99040,14/01/2015,jb009,
99035,13/01/2015,jb009,
99026,12/01/2015,jb009,
99024,11/01/2015,jb009,
99014,10/01/2015,jb009,
99009,09/01/2015,jb009,
98998,08/01/2015,jb009,
98993,07/01/2015,jb009,
98985,06/01/2015,jb009,
98977,05/01/2015,jb009,
98972,04/01/2015,jb009,
98964,03/01/2015,jb009,
98956,02/01/2015,jb009,
98955,01/01/2015,jb009,
